norad_id,cospar_id,sat_name,orbit_band,mass_kg,mass_class,platform_class,propulsion_class,propulsion_description,mission_type,mass_source,propulsion_source,mass_confidence,propulsion_confidence,mass_note,propulsion_note
40055,2014-034C,NLS 7.1/CANX 4,LEO_450_800,15.0,10_50kg,Cube/Nano,Hybrid/Other,Propulsion mentioned but type unclear: 4 cold gad thrusters,TechDemo,UCS,KeepTrack,High,Medium,UCS launch mass: 15.0 kg,KeepTrack motor: 4 cold gad thrusters
40056,2014-034D,NLS 7.2/CANX 5,LEO_450_800,15.0,10_50kg,Cube/Nano,Hybrid/Other,Propulsion mentioned but type unclear: 4 cold gad thrusters,TechDemo,UCS,KeepTrack,High,Medium,UCS launch mass: 15.0 kg,KeepTrack motor: 4 cold gad thrusters
40057,2014-034E,VELOX 1,LEO_450_800,0.193,<10kg,Cube/Nano,,No propulsion reported,Other,NanosatDB,,Medium,Low,NanosatDB: 0.193 kg,No propulsion info found across queried sources
40058,2014-034F,PSLV R/B,LEO_450_800,920.0,200_1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 920 kg,No propulsion info found across queried sources
40059,2014-035A,OCO 2,LEO_450_800,454.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 454.0 kg,No propulsion info found across queried sources
40069,2014-037A,METEOR M2,LEO_800_1000,2778.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 2778.0 kg,No propulsion info found across queried sources
40070,2014-037B,MKA PN2 (RELEK),LEO_450_800,253.0,200_1000kg,Small/Medium,Micro/ColdGas,APPT-45-2 thruster,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 253.0 kg; dry mass: 55.0 kg,KeepTrack motor: APPT-45-2 thruster
40071,2014-037C,DX 1,LEO_450_800,21.0,10_50kg,Cube/Nano,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 21 kg,No propulsion info found across queried sources
40072,2014-037D,SKYSAT 2,LEO_450_800,90.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 90.0 kg,No propulsion info found across queried sources
40073,2014-037E,DUMMY SAT,LEO_450_800,75.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 75 kg,No propulsion info found across queried sources
40074,2014-037F,UKUBE 1,LEO_450_800,3.0,<10kg,Cube/Nano,,No propulsion reported,Other,NanosatDB,,Medium,Low,NanosatDB: 3U,No propulsion info found across queried sources
40075,2014-037G,AISSAT 2,LEO_450_800,6.0,<10kg,Cube/Nano,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 6.0 kg,No propulsion info found across queried sources
40076,2014-037H,TDS 1,LEO_450_800,157.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 157 kg,No propulsion info found across queried sources
40086,2014-040A,ORBCOMM FM 109,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
40087,2014-040B,ORBCOMM FM 107,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
40088,2014-040C,ORBCOMM FM 106,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 172 kg,No propulsion info found across queried sources
40089,2014-040D,ORBCOMM FM 111,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 172 kg,No propulsion info found across queried sources
40090,2014-040E,ORBCOMM FM 104,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 172 kg,No propulsion info found across queried sources
40091,2014-040F,ORBCOMM FM 103,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
40115,2014-048A,WORLDVIEW-3 (WV-3),LEO_450_800,2800.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 2800.0 kg,KeepTrack motor: ?
40118,2014-049A,GAOFEN 2,LEO_450_800,1000.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1000.0 kg,No propulsion info found across queried sources
40119,2014-049B,BRITE-PL 2,LEO_450_800,10.0,10_50kg,Cube/Nano,,No propulsion reported,Science,UCS,,High,Low,UCS launch mass: 10.0 kg,No propulsion info found across queried sources
40136,2014-051A,LING QIAO,LEO_450_800,100.0,50_200kg,Micro,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 100.0 kg,No propulsion info found across queried sources
40137,2014-051B,CHUANG XIN 1-04,LEO_450_800,100.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 100.0 kg,No propulsion info found across queried sources
40143,2014-053A,YAOGAN 21,LEO_450_800,3000.0,>1000kg,Small/Medium,,No propulsion reported,EO,KeepTrack,,Medium,Low,KeepTrack launch mass: 3000 kg,No propulsion info found across queried sources
40261,2014-059A,SJ-11-07,LEO_450_800,300.0,200_1000kg,Small/Medium,,No propulsion reported,TechDemo,KeepTrack,,Medium,Low,KeepTrack launch mass: 300 kg,No propulsion info found across queried sources
40262,2014-059B,CZ-2C R/B,LEO_450_800,3800.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 3800 kg,No propulsion info found across queried sources
40286,2014-066A,SJ-11-08,LEO_450_800,300.0,200_1000kg,Small/Medium,,No propulsion reported,TechDemo,KeepTrack,,Medium,Low,KeepTrack launch mass: 300 kg,No propulsion info found across queried sources
40287,2014-066B,CZ-2C R/B,LEO_450_800,3800.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 3800 kg,No propulsion info found across queried sources
40298,2014-070A,ASNARO,LEO_450_800,500.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 500.0 kg,No propulsion info found across queried sources
40310,2014-072A,YAOGAN 24,LEO_450_800,800.0,200_1000kg,Small/Medium,,No propulsion reported,EO,KeepTrack,,Medium,Low,KeepTrack launch mass: 800 kg,No propulsion info found across queried sources
40336,2014-079A,CBERS-4,LEO_450_800,1980.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 1980.0 kg,KeepTrack motor: AOCS 20N
40337,2014-079B,CZ-4B R/B,LEO_450_800,1000.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 1000 kg,No propulsion info found across queried sources
40358,2014-086A,COSMOS 2502,LEO_800_1000,5000.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 5000.0 kg,KeepTrack motor: 11D428
40362,2014-088A,YAOGAN 26,LEO_300_450,3000.0,>1000kg,Small/Medium,,No propulsion reported,EO,KeepTrack,,Medium,Low,KeepTrack launch mass: 3000 kg,No propulsion info found across queried sources
40376,2015-003A,SMAP,LEO_450_800,944.0,200_1000kg,Small/Medium,,No propulsion reported,EO,KeepTrack,,Medium,Low,KeepTrack launch mass: 944 kg,No propulsion info found across queried sources
40420,2015-009A,COSMOS 2503,LEO_450_800,4000.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 4000.0 kg; dry mass: 3500.0 kg,No propulsion info found across queried sources
40536,2015-014A,KOMPSAT 3A,LEO_300_450,980.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 980.0 kg,No propulsion info found across queried sources
40697,2015-028A,SENTINEL 2A,LEO_450_800,1130.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1130.0 kg; dry mass: 2146.0 kg,No propulsion info found across queried sources
40698,2015-028B,AVUM R/B,LEO_450_800,1200.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 1200 kg,No propulsion info found across queried sources
40699,2015-029A,COSMOS 2506,LEO_450_800,7000.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 7000.0 kg,KeepTrack motor: 11D428
40701,2015-030A,GAOFEN 8,LEO_300_450,1000.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1000.0 kg,No propulsion info found across queried sources
40715,2015-032A,DMC 3-FM1,LEO_450_800,447.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 447.0 kg,No propulsion info found across queried sources
40716,2015-032B,DMC 3-FM2,LEO_450_800,447.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 447.0 kg,No propulsion info found across queried sources
40717,2015-032C,DMC 3-FM3,LEO_450_800,447.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 447.0 kg,No propulsion info found across queried sources
40718,2015-032D,CARBONITE 1 (CBNT-1),LEO_450_800,91.0,50_200kg,Micro,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 91.0 kg,No propulsion info found across queried sources
40719,2015-032E,DEORBITSAIL,LEO_450_800,3.0,<10kg,Cube/Nano,,No propulsion reported,Other,NanosatDB,,Medium,Low,NanosatDB: 3U,No propulsion info found across queried sources
40720,2015-032F,PSLV R/B,LEO_450_800,920.0,200_1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 920 kg,No propulsion info found across queried sources
40894,2015-047A,GAOFEN 9,LEO_450_800,1000.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1000.0 kg,No propulsion info found across queried sources
40905,2015-049G,OBJECT G,LEO_300_450,20.0,10_50kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 20.0 kg,No propulsion info found across queried sources
40908,2015-049K,LILACSAT 2,LEO_300_450,11.0,10_50kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 11.0 kg,No propulsion info found across queried sources
40930,2015-052A,ASTROSAT,LEO_450_800,230.0,200_1000kg,Small/Medium,,No propulsion reported,Science,UCS,,High,Low,UCS launch mass: 230.0 kg,No propulsion info found across queried sources
40931,2015-052B,LAPAN A2 (IO-86),LEO_450_800,68.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 68.0 kg,No propulsion info found across queried sources
40958,2015-057A,LQSAT,LEO_450_800,55.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 55.0 kg,No propulsion info found across queried sources
40959,2015-057B,LINGQIAO VIDEO A,LEO_450_800,95.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 95.0 kg,No propulsion info found across queried sources
40960,2015-057C,LINGQIAO VIDEO B,LEO_450_800,95.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 95.0 kg,No propulsion info found across queried sources
40961,2015-057D,JILIN 1,LEO_450_800,400.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 400.0 kg,No propulsion info found across queried sources
40965,2015-058B,AEROCUBE 5C,LEO_450_800,1.5,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 1.5 kg,No propulsion info found across queried sources
40966,2015-058C,AEROCUBE 7,LEO_450_800,2.0,<10kg,Cube/Nano,Micro/ColdGas,Cold gas,TechDemo,UCS,KeepTrack,High,Medium,UCS launch mass: 2.0 kg,KeepTrack motor: Cold gas
40967,2015-058D,FOX-1A (AO-85),LEO_450_800,1.0,<10kg,Cube/Nano,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 1 kg,No propulsion info found across queried sources
40968,2015-058E,BISONSAT,LEO_450_800,1.0,<10kg,Cube/Nano,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1.0 kg,No propulsion info found across queried sources
40969,2015-058F,ARC-1,LEO_300_450,8.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 8.0 kg,No propulsion info found across queried sources
40970,2015-058G,SNAP-3 ALICE,LEO_300_450,4.5,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,KeepTrack,High,Medium,UCS launch mass: 4.5 kg,KeepTrack motor: ?
40971,2015-058H,LMRST-SAT,LEO_450_800,3.0,<10kg,Cube/Nano,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 3 kg,No propulsion info found across queried sources
40972,2015-058J,SNAP-3 EDDIE,LEO_300_450,5.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,KeepTrack,High,Medium,UCS launch mass: 5.0 kg,KeepTrack motor: ?
40973,2015-058K,PROPCUBE 3,LEO_450_800,1.0,<10kg,Cube/Nano,,No propulsion reported,Science,UCS,,High,Low,UCS launch mass: 1.0 kg,No propulsion info found across queried sources
40974,2015-058L,SINOD-D 1,LEO_450_800,2.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 2.0 kg,No propulsion info found across queried sources
40975,2015-058M,SNAP-3 JIMI,LEO_450_800,5.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,KeepTrack,High,Medium,UCS launch mass: 5.0 kg,KeepTrack motor: ?
40976,2015-058N,PROPCUBE 1,LEO_450_800,1.0,<10kg,Cube/Nano,,No propulsion reported,Science,UCS,,High,Low,UCS launch mass: 1.0 kg,No propulsion info found across queried sources
40977,2015-058P,SINOD-D 3,LEO_450_800,2.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 2.0 kg,No propulsion info found across queried sources
40978,2015-058Q,ATLAS 5 CENTAUR R/B,LEO_450_800,45.0,10_50kg,Cube/Nano,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 45 kg,No propulsion info found across queried sources
41026,2015-064A,YAOGAN 28,LEO_450_800,1040.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1040.0 kg,No propulsion info found across queried sources
41038,2015-069A,YAOGAN 29,LEO_450_800,1040.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1040.0 kg,No propulsion info found across queried sources
41039,2015-069B,CZ-4C R/B,LEO_450_800,1000.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 1000 kg,No propulsion info found across queried sources
41099,2015-071B,COSMOS 2512,LEO_450_800,16.0,10_50kg,Cube/Nano,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 16 kg,No propulsion info found across queried sources
41166,2015-077A,VELOX C1,LEO_300_450,123.0,50_200kg,Micro,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 123.0 kg,No propulsion info found across queried sources
41167,2015-077B,KENT RIDGE 1,LEO_450_800,78.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 78.0 kg,No propulsion info found across queried sources
41173,2015-078A,DAMPE,LEO_450_800,1850.0,>1000kg,Small/Medium,,No propulsion reported,Science,UCS,,High,Low,UCS launch mass: 1850.0 kg,No propulsion info found across queried sources
41179,2015-081A,ORBCOMM FM114,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41180,2015-081B,ORBCOMM FM119,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 172 kg,No propulsion info found across queried sources
41181,2015-081C,ORBCOMM FM105,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 172 kg,No propulsion info found across queried sources
41182,2015-081D,ORBCOMM FM110,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41183,2015-081E,ORBCOMM FM118,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41184,2015-081F,ORBCOMM FM112,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41185,2015-081G,ORBCOMM FM113,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41186,2015-081H,ORBCOMM FM115,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41187,2015-081J,ORBCOMM FM108,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41188,2015-081K,ORBCOMM FM117,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41189,2015-081L,ORBCOMM FM116,LEO_450_800,172.0,50_200kg,Micro,,No propulsion reported,COMM,UCS,,High,Low,UCS launch mass: 172.0 kg,No propulsion info found across queried sources
41335,2016-011A,SENTINEL-3A,LEO_800_1000,2300.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 2300.0 kg; dry mass: 2146.0 kg,No propulsion info found across queried sources
41336,2016-011B,BREEZE-KM R/B,LEO_450_800,2370.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,KeepTrack,Medium,Medium,KeepTrack launch mass: 2370 kg,KeepTrack motor: S5.92
41337,2016-012A,ASTRO H,LEO_450_800,2700.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 2700 kg,No propulsion info found across queried sources
41338,2016-012B,CHUBUSAT 2,LEO_450_800,50.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 50 kg,No propulsion info found across queried sources
41339,2016-012C,CHUBUSAT 3,LEO_450_800,52.0,50_200kg,Micro,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 52 kg,No propulsion info found across queried sources
41340,2016-012D,HORYU 4,LEO_300_450,10.0,10_50kg,Cube/Nano,,,Other,NanosatDB,ManualCorrection,Medium,High,NanosatDB: 10 kg,"HORYU-4: 10-12 kg tech demo, Kyushu Institute of Technology (2016, H-2A). Vacuum arc thruster carried as EXPERIMENT PAYLOAD only, not main propulsion. Primary orbit decay is atmospheric drag. da=1.14km from drag."
41341,2016-012E,H-2A R/B,LEO_300_450,4000.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 4000 kg,No propulsion info found across queried sources
41394,2016-020A,COSMOS 2515 (BARS-M 2),LEO_450_800,4000.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 4000.0 kg; dry mass: 3500.0 kg,No propulsion info found across queried sources
41456,2016-025A,SENTINEL 1B,LEO_450_800,2300.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 2300.0 kg; dry mass: 2146.0 kg,No propulsion info found across queried sources
41457,2016-025B,MICROSCOPE,LEO_450_800,303.0,200_1000kg,Small/Medium,Micro/ColdGas,cold-gas microthrusters,Other,KeepTrack,KeepTrack,Medium,Medium,KeepTrack launch mass: 303 kg,KeepTrack motor: cold-gas microthrusters
41473,2016-029A,YAOGAN 30,LEO_450_800,2700.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 2700.0 kg,No propulsion info found across queried sources
41556,2016-033A,ZIYUAN 3-2,LEO_450_800,2630.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 2630.0 kg,KeepTrack motor: AOCS 20N
41579,2016-034A,COSMOS 2517 (GEO-IK),LEO_800_1000,900.0,200_1000kg,Small/Medium,,No propulsion reported,Science,UCS,,High,Low,UCS launch mass: 900.0 kg,No propulsion info found across queried sources
41580,2016-034B,BREEZE-KM R/B,LEO_800_1000,2370.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,KeepTrack,Medium,Medium,KeepTrack launch mass: 2370 kg,KeepTrack motor: S5.92
41599,2016-040A,CARTOSAT 2C,LEO_450_800,727.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 727.0 kg,No propulsion info found across queried sources
41601,2016-040C,SKYSAT C1,LEO_450_800,110.0,50_200kg,Micro,Chemical,? x 1 N HPGP thrusters,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 110.0 kg,KeepTrack motor: ? x 1 N HPGP thrusters
41603,2016-040E,LAPAN A3,LEO_450_800,115.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 115.0 kg,No propulsion info found across queried sources
41634,2016-043A,SJ 16-02,LEO_450_800,2000.0,>1000kg,Small/Medium,,No propulsion reported,TechDemo,KeepTrack,,Medium,Low,KeepTrack launch mass: 2000 kg,No propulsion info found across queried sources
41727,2016-049A,GAOFEN 3,LEO_450_800,1000.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1000.0 kg,No propulsion info found across queried sources
41728,2016-049B,CZ-4C R/B,LEO_450_800,1000.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 1000 kg,No propulsion info found across queried sources
41770,2016-058A,PERUSAT 1,LEO_450_800,430.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 430.0 kg,No propulsion info found across queried sources
41771,2016-058B,SKYSAT C4,LEO_300_450,110.0,50_200kg,Micro,Chemical,? x 1 N HPGP thrusters,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 110.0 kg,KeepTrack motor: ? x 1 N HPGP thrusters
41772,2016-058C,SKYSAT C5,LEO_450_800,110.0,50_200kg,Micro,Chemical,? x 1 N HPGP thrusters,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 110.0 kg,KeepTrack motor: ? x 1 N HPGP thrusters
41773,2016-058D,SKYSAT C2,LEO_450_800,110.0,50_200kg,Micro,Chemical,? x 1 N HPGP thrusters,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 110.0 kg,KeepTrack motor: ? x 1 N HPGP thrusters
41774,2016-058E,SKYSAT C3,LEO_300_450,110.0,50_200kg,Micro,Chemical,? x 1 N HPGP thrusters,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 110.0 kg,KeepTrack motor: ? x 1 N HPGP thrusters
41783,2016-059A,PRATHAM,LEO_450_800,10.0,10_50kg,Cube/Nano,,No propulsion reported,Other,NanosatDB,,Medium,Low,NanosatDB: 10 kg,No propulsion info found across queried sources
41784,2016-059B,PISAT,LEO_450_800,6.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 6.0 kg,No propulsion info found across queried sources
41785,2016-059C,ALSAT 1B,LEO_450_800,103.0,50_200kg,Micro,Micro/ColdGas,Resistojets,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 103.0 kg,KeepTrack motor: Resistojets
41786,2016-059D,ALSAT 2B,LEO_450_800,117.0,50_200kg,Micro,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 117.0 kg,No propulsion info found across queried sources
41787,2016-059E,PATHFINDER 1,LEO_450_800,44.0,10_50kg,Cube/Nano,,No propulsion reported,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 44.0 kg,KeepTrack motor: ?
41789,2016-059G,ALSAT 1N,LEO_450_800,10.0,10_50kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 10.0 kg,No propulsion info found across queried sources
41790,2016-059H,SCATSAT 1,LEO_450_800,371.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,KeepTrack,High,Medium,UCS launch mass: 371.0 kg,KeepTrack motor: ?
41791,2016-059J,PSLV R/B,LEO_450_800,920.0,200_1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 920 kg,No propulsion info found across queried sources
41847,2016-066G,CZ-11 R/B,LEO_450_800,1.0,<10kg,Cube/Nano,,No propulsion reported,Other,KeepTrack,KeepTrack,Medium,Medium,KeepTrack launch mass: 1 kg,KeepTrack motor: None in orbit
41849,2016-067B,RAVAN,LEO_300_450,5.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 5.0 kg,No propulsion info found across queried sources
41850,2016-067C,CELTEE 1,LEO_450_800,3.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,,High,Low,UCS launch mass: 3.0 kg,No propulsion info found across queried sources
41851,2016-067D,OPTICUBE 04,LEO_450_800,4.0,<10kg,Cube/Nano,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 4 kg,No propulsion info found across queried sources
41852,2016-067E,AEROCUBE 8D,LEO_450_800,2.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,KeepTrack,High,Medium,UCS launch mass: 2.0 kg,KeepTrack motor: SiEPro
41853,2016-067F,AEROCUBE 8C,LEO_450_800,5.0,<10kg,Cube/Nano,,No propulsion reported,TechDemo,UCS,KeepTrack,High,Medium,UCS launch mass: 5.0 kg,KeepTrack motor: SiEPro
41857,2016-068A,YUNHAI 1,LEO_450_800,800.0,200_1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 800.0 kg,No propulsion info found across queried sources
41858,2016-068B,CZ-2D R/B,LEO_450_800,4006.0,>1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 4006 kg,No propulsion info found across queried sources
41875,2016-073A,GOKTURK-1A,LEO_450_800,1060.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1060.0 kg,No propulsion info found across queried sources
41877,2016-074A,RESOURCESAT 2A,LEO_800_1000,1235.0,>1000kg,Small/Medium,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 1235.0 kg,No propulsion info found across queried sources
41878,2016-074B,PSLV R/B,LEO_800_1000,920.0,200_1000kg,Small/Medium,,No propulsion reported,Other,KeepTrack,,Medium,Low,KeepTrack launch mass: 920 kg,No propulsion info found across queried sources
41884,2016-078A,CYGFM05,LEO_300_450,29.0,10_50kg,Cube/Nano,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 29.0 kg,No propulsion info found across queried sources
41885,2016-078B,CYGFM04,LEO_300_450,29.0,10_50kg,Cube/Nano,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 29.0 kg,No propulsion info found across queried sources
41886,2016-078C,CYGFM02,LEO_300_450,29.0,10_50kg,Cube/Nano,,No propulsion reported,EO,UCS,,High,Low,UCS launch mass: 29.0 kg,No propulsion info found across queried sources
