norad_id,sat_name,propulsion_class,behavior,net_da_km,max_da_km,max_di_deg,n_flagged,n_transitions,flag_rate,burn_freq_per_day,monotone_decay,triggers,mean_sma_km,sub_tags
64771,STARLINK-34541,Electric_EP,DragMakeup,-12.45,2.876,0.0006,5,59,0.085,0.238,True,da,6848.7,da_max=2.9km net=-12.4km; monotone_drop=12.4km
64772,STARLINK-34652,Electric_EP,OrbitLowering,-9.89,17.39,0.0009,9,52,0.173,0.429,False,da+de,6849.7,da_max=17.4km net=-9.9km; Δe
64773,STARLINK-34612,Electric_EP,OrbitLowering,-12.37,11.159,0.0053,2,42,0.048,0.095,False,da,6845.0,da_max=11.2km net=-12.4km
64774,STARLINK-34621,Electric_EP,DragMakeup,0.15,1.023,0.0012,2,40,0.05,0.095,False,da+de,6853.3,da_max=1.0km net=+0.1km; Δe
64776,STARLINK-34637,Electric_EP,OrbitLowering,-12.49,7.151,0.0009,3,52,0.058,0.143,False,da,6846.0,da_max=7.2km net=-12.5km
64780,STARLINK-34491,Electric_EP,OrbitLowering,-12.49,11.748,0.0009,1,37,0.027,0.048,False,da,6842.2,da_max=11.7km net=-12.5km
64781,STARLINK-34582,Electric_EP,DragMakeup,-1.99,1.249,0.0001,1,43,0.023,0.048,False,da,6840.9,da_max=1.2km net=-2.0km
64782,STARLINK-34482,Electric_EP,OrbitLowering,-11.9,6.419,0.0009,3,45,0.067,0.143,False,da,6850.2,da_max=6.4km net=-11.9km
64791,STARLINK-34697,Electric_EP,DragMakeup,0.02,4.166,0.0006,2,51,0.039,0.095,False,da,6950.3,da_max=4.2km net=+0.0km
64796,STARLINK-34646,Electric_EP,DragMakeup,-1.68,5.147,0.0055,5,54,0.093,0.238,False,da,6949.8,da_max=5.1km net=-1.7km
64798,STARLINK-34649,Electric_EP,PhasingManeuver,1.57,5.752,0.001,3,52,0.058,0.143,False,da,6950.4,da_max=5.8km net=+1.6km
64801,STARLINK-34604,Electric_EP,Stationkeeping,0.06,4.583,0.0008,8,51,0.157,0.381,False,da,6950.4,da_max=4.6km net=+0.1km
64802,STARLINK-34658,Electric_EP,DragMakeup,-1.9,4.68,0.0057,4,52,0.077,0.19,False,da,6950.1,da_max=4.7km net=-1.9km
64803,STARLINK-34620,Electric_EP,DragMakeup,0.07,2.865,0.0002,2,48,0.042,0.095,False,da,6950.1,da_max=2.9km net=+0.1km
64814,STARLINK-34668,Electric_EP,DragMakeup,-0.04,4.798,0.0003,2,51,0.039,0.095,False,da,6950.1,da_max=4.8km net=-0.0km
64815,STARLINK-34667,Electric_EP,DragMakeup,0.02,10.196,0.0015,7,49,0.143,0.333,False,da+de,6950.1,da_max=10.2km net=+0.0km; Δe
64908,STARLINK-34702,Electric_EP,DragMakeup,-4.48,3.405,0.0009,1,48,0.021,0.048,False,da,6850.7,da_max=3.4km net=-4.5km
64917,STARLINK-34653,Electric_EP,DragMakeup,-4.48,2.112,0.0005,2,44,0.045,0.095,False,da,6849.3,da_max=2.1km net=-4.5km
64926,STARLINK-34543,Electric_EP,DragMakeup,0.0,1.453,0.0006,2,44,0.045,0.095,False,da,6848.9,da_max=1.5km net=+0.0km
64928,STARLINK-34248,Electric_EP,DragMakeup,0.0,1.488,0.0004,2,42,0.048,0.095,False,da,6853.3,da_max=1.5km net=+0.0km
64930,STARLINK-34220,Electric_EP,DragMakeup,-4.45,3.181,0.0013,2,51,0.039,0.095,False,da,6850.4,da_max=3.2km net=-4.4km
65024,STARLINK-34773,Electric_EP,PhasingManeuver,0.04,5.597,0.0002,2,50,0.04,0.095,False,da,6853.2,da_max=5.6km net=+0.0km
65025,STARLINK-34727,Electric_EP,DragMakeup,0.01,1.413,0.0011,2,42,0.048,0.095,False,da,6853.3,da_max=1.4km net=+0.0km
65029,STARLINK-34731,Electric_EP,OrbitLowering,-9.94,9.367,0.0022,1,43,0.023,0.048,False,da,6850.5,da_max=9.4km net=-9.9km
65033,STARLINK-34671,Electric_EP,DragMakeup,-40.35,3.808,0.0008,14,63,0.222,0.667,True,da,6686.0,da_max=3.8km net=-40.3km; monotone_drop=40.3km
65041,STARLINK-34820,Electric_EP,OrbitLowering,-9.94,5.618,0.0005,4,45,0.089,0.19,False,da,6852.9,da_max=5.6km net=-9.9km
65042,STARLINK-34824,Electric_EP,DragMakeup,0.0,3.576,0.002,2,48,0.042,0.095,False,da+de,6853.3,da_max=3.6km net=+0.0km; Δe
65069,STARLINK-34809,Electric_EP,DragMakeup,-0.01,1.041,0.0037,2,52,0.038,0.095,False,da,6927.6,da_max=1.0km net=-0.0km
65079,STARLINK-34634,Electric_EP,OrbitLowering,-12.37,8.045,0.0005,3,46,0.065,0.143,False,da,6847.1,da_max=8.0km net=-12.4km
65080,STARLINK-34267,Electric_EP,OrbitLowering,-12.49,8.361,0.0021,3,52,0.058,0.143,False,da,6843.6,da_max=8.4km net=-12.5km
65084,STARLINK-34601,Electric_EP,Stationkeeping,0.59,6.165,0.0016,7,42,0.167,0.333,False,da+de,6817.5,da_max=6.2km net=+0.6km; Δe
65094,STARLINK-34769,Electric_EP,PhasingManeuver,0.04,6.688,0.0006,2,39,0.051,0.095,False,da+de,6817.7,da_max=6.7km net=+0.0km; Δe
65095,STARLINK-34768,Electric_EP,DragMakeup,0.09,1.289,0.0004,2,34,0.059,0.095,False,da,6817.9,da_max=1.3km net=+0.1km
65100,STARLINK-34814,Electric_EP,OrbitLowering,-12.45,9.057,0.0029,2,37,0.054,0.095,False,da,6844.4,da_max=9.1km net=-12.4km
65101,STARLINK-34285,Electric_EP,OrbitLowering,-9.88,5.947,0.0008,5,47,0.106,0.238,False,da+de,6852.0,da_max=5.9km net=-9.9km; Δe
65200,STARLINK-34865,Electric_EP,DragMakeup,-2.45,1.537,0.0003,1,52,0.019,0.048,False,da,6841.7,da_max=1.5km net=-2.4km
65202,STARLINK-34905,Electric_EP,PhasingManeuver,0.16,7.999,0.0012,2,40,0.05,0.095,False,da+de,6840.7,da_max=8.0km net=+0.2km; Δe
65203,STARLINK-34914,Electric_EP,OrbitLowering,-12.34,4.996,0.002,8,49,0.163,0.381,False,da,6843.5,da_max=5.0km net=-12.3km
65204,STARLINK-34787,Electric_EP,OrbitLowering,-12.35,7.196,0.0015,4,50,0.08,0.19,False,da,6842.6,da_max=7.2km net=-12.4km
65206,STARLINK-34763,Electric_EP,OrbitLowering,-12.37,7.931,0.0013,5,41,0.122,0.238,False,da+de,6850.6,da_max=7.9km net=-12.4km; Δe
65207,STARLINK-34901,Electric_EP,DragMakeup,0.02,1.731,0.0013,2,41,0.049,0.095,False,da,6853.3,da_max=1.7km net=+0.0km
65211,STARLINK-34847,Electric_EP,DragMakeup,-0.03,3.509,0.0012,2,35,0.057,0.095,False,da,6853.3,da_max=3.5km net=-0.0km
65213,STARLINK-34907,Electric_EP,OrbitLowering,-9.97,4.711,0.0011,3,44,0.068,0.143,False,da,6849.5,da_max=4.7km net=-10.0km
65216,STARLINK-34302,Electric_EP,DragMakeup,0.03,2.831,0.0004,2,37,0.054,0.095,False,da,6840.9,da_max=2.8km net=+0.0km
65217,STARLINK-34871,Electric_EP,OrbitLowering,-12.43,8.938,0.0022,6,48,0.125,0.286,False,da+de,6844.9,da_max=8.9km net=-12.4km; Δe
65218,STARLINK-34833,Electric_EP,OrbitLowering,-12.43,9.771,0.001,2,40,0.05,0.095,False,da,6844.2,da_max=9.8km net=-12.4km
65221,STARLINK-34974,Electric_EP,OrbitLowering,-12.51,8.556,0.004,3,56,0.054,0.143,False,da,6846.0,da_max=8.6km net=-12.5km
65222,STARLINK-34999,Electric_EP,OrbitLowering,-12.29,4.778,0.0013,4,54,0.074,0.19,False,da,6846.3,da_max=4.8km net=-12.3km
65223,STARLINK-34996,Electric_EP,OrbitLowering,-10.14,8.652,0.0012,4,39,0.103,0.19,False,da,6853.2,da_max=8.7km net=-10.1km
65225,STARLINK-34257,Electric_EP,DragMakeup,1.06,3.833,0.0001,4,37,0.108,0.19,False,da,6853.5,da_max=3.8km net=+1.1km
65323,STARLINK-34899,Electric_EP,DragMakeup,-0.02,1.064,0.0014,2,42,0.048,0.095,False,da,6848.8,da_max=1.1km net=-0.0km
65328,STARLINK-34885,Electric_EP,DragMakeup,-0.15,2.492,0.0008,2,45,0.044,0.095,False,da+de,6848.8,da_max=2.5km net=-0.1km; Δe
65330,STARLINK-34864,Electric_EP,DragMakeup,-3.77,3.808,0.0025,1,35,0.029,0.048,False,da,6853.3,da_max=3.8km net=-3.8km
65338,STARLINK-34751,Electric_EP,DragMakeup,-4.31,2.46,0.0008,1,40,0.025,0.048,False,da,6852.8,da_max=2.5km net=-4.3km
65339,STARLINK-34777,Electric_EP,DragMakeup,-4.46,1.679,0.002,2,50,0.04,0.095,False,da,6849.3,da_max=1.7km net=-4.5km
65351,STARLINK-34244,Electric_EP,OrbitLowering,-12.42,11.126,0.0008,2,36,0.056,0.095,False,da,6845.7,da_max=11.1km net=-12.4km
65352,STARLINK-34716,Electric_EP,PhasingManeuver,-0.07,8.301,0.0002,2,40,0.05,0.095,False,da,6853.8,da_max=8.3km net=-0.1km
65360,STARLINK-34826,Electric_EP,OrbitLowering,-9.9,6.934,0.0013,3,47,0.064,0.143,False,da,6848.5,da_max=6.9km net=-9.9km
65362,STARLINK-34817,Electric_EP,DragMakeup,-2.35,1.983,0.0,1,51,0.02,0.048,False,da,6841.8,da_max=2.0km net=-2.4km
65373,STARLINK-34891,Electric_EP,OrbitLowering,-12.44,6.011,0.0015,3,47,0.064,0.143,False,da,6845.4,da_max=6.0km net=-12.4km
65376,STARLINK-34249,Electric_EP,OrbitLowering,-12.46,4.219,0.0021,4,43,0.093,0.19,False,da,6845.1,da_max=4.2km net=-12.5km
65404,STARLINK-35031,Electric_EP,DragMakeup,-2.84,1.502,0.0007,2,47,0.043,0.095,False,da,6841.5,da_max=1.5km net=-2.8km
65410,STARLINK-35024,Electric_EP,DragMakeup,-0.05,3.97,0.0026,4,50,0.08,0.19,False,da,6848.9,da_max=4.0km net=-0.0km
65412,STARLINK-34992,Electric_EP,DragMakeup,-4.64,1.755,0.0011,2,45,0.044,0.095,False,da,6849.4,da_max=1.8km net=-4.6km
65420,STARLINK-35138,Electric_EP,DragMakeup,-4.39,1.618,0.0013,2,44,0.045,0.095,False,da,6851.1,da_max=1.6km net=-4.4km
65424,STARLINK-34670,Electric_EP,DragMakeup,-4.47,1.902,0.001,1,44,0.023,0.048,False,da,6850.9,da_max=1.9km net=-4.5km
65425,STARLINK-35095,Electric_EP,DragMakeup,-0.07,2.788,0.0021,2,44,0.045,0.095,False,da,6848.8,da_max=2.8km net=-0.1km
65430,STARLINK-35025,Electric_EP,OrbitLowering,-9.9,8.371,0.0012,2,44,0.045,0.095,False,da,6850.6,da_max=8.4km net=-9.9km
65459,STARLINK-34867,Electric_EP,DragMakeup,0.1,3.353,0.0014,2,47,0.043,0.095,False,da,6853.4,da_max=3.4km net=+0.1km
65460,STARLINK-34850,Electric_EP,DragMakeup,-12.52,5.672,0.0008,4,46,0.087,0.19,True,da,6847.1,da_max=5.7km net=-12.5km; monotone_drop=12.5km
65462,STARLINK-35180,Electric_EP,PhasingManeuver,-0.0,11.572,0.001,2,42,0.048,0.095,False,da+de,6853.9,da_max=11.6km net=-0.0km; Δe
65464,STARLINK-35107,Electric_EP,DragMakeup,-0.2,3.691,0.0001,2,39,0.051,0.095,False,da,6849.0,da_max=3.7km net=-0.2km
65469,STARLINK-34924,Electric_EP,OrbitLowering,-12.48,8.226,0.0004,3,49,0.061,0.143,False,da+de,6848.1,da_max=8.2km net=-12.5km; Δe
65470,STARLINK-34829,Electric_EP,DragMakeup,-4.48,1.134,0.0003,1,51,0.02,0.048,False,da,6850.5,da_max=1.1km net=-4.5km
65472,STARLINK-34799,Electric_EP,OrbitLowering,-12.46,8.516,0.0011,4,48,0.083,0.19,False,da,6844.5,da_max=8.5km net=-12.5km
65473,STARLINK-34762,Electric_EP,OrbitLowering,-9.92,6.427,0.0016,3,39,0.077,0.143,False,da,6849.4,da_max=6.4km net=-9.9km
65475,STARLINK-34832,Electric_EP,OrbitLowering,-12.48,5.27,0.0019,4,55,0.073,0.19,False,da,6846.1,da_max=5.3km net=-12.5km
65476,STARLINK-35098,Electric_EP,PhasingManeuver,0.04,5.182,0.0002,2,43,0.047,0.095,False,da,6848.6,da_max=5.2km net=+0.0km
65477,STARLINK-35071,Electric_EP,Stationkeeping,0.04,0.402,0.0008,2,40,0.05,0.095,False,de,6853.3,Δe
65478,STARLINK-35093,Electric_EP,DragMakeup,-4.48,2.604,0.0009,2,44,0.045,0.095,False,da,6850.3,da_max=2.6km net=-4.5km
65480,STARLINK-35040,Electric_EP,PhasingManeuver,-3.9,10.142,0.001,3,46,0.065,0.143,False,da+de,6853.6,da_max=10.1km net=-3.9km; Δe
65481,STARLINK-35042,Electric_EP,OrbitLowering,-10.2,5.556,0.0029,2,50,0.04,0.095,False,da,6851.0,da_max=5.6km net=-10.2km
65482,STARLINK-35038,Electric_EP,OrbitLowering,-12.31,5.903,0.0001,3,54,0.056,0.143,False,da,6848.2,da_max=5.9km net=-12.3km
65484,STARLINK-35089,Electric_EP,OrbitLowering,-10.29,10.095,0.0026,4,49,0.082,0.19,False,da+de,6841.0,da_max=10.1km net=-10.3km; Δe
65492,STARLINK-35226,Electric_EP,DragMakeup,-2.66,2.323,0.0002,3,48,0.062,0.143,False,da,6841.2,da_max=2.3km net=-2.7km
65502,STARLINK-35114,Electric_EP,OrbitLowering,-12.48,8.586,0.0019,4,46,0.087,0.19,False,da+de,6845.9,da_max=8.6km net=-12.5km; Δe
65506,STARLINK-35184,Electric_EP,OrbitLowering,-12.5,9.903,0.0006,2,46,0.043,0.095,False,da,6847.3,da_max=9.9km net=-12.5km
65512,STARLINK-35149,Electric_EP,OrbitLowering,-12.43,7.478,0.0007,6,51,0.118,0.286,False,da+de,6849.7,da_max=7.5km net=-12.4km; Δe
65513,STARLINK-35019,Electric_EP,DragMakeup,-0.09,4.708,0.0009,3,41,0.073,0.143,False,da,6840.9,da_max=4.7km net=-0.1km
65519,STARLINK-35164,Electric_EP,OrbitLowering,-12.36,5.374,0.0003,3,50,0.06,0.143,False,da,6851.4,da_max=5.4km net=-12.4km
65537,STARLINK-35136,Electric_EP,DragMakeup,0.02,1.082,0.0012,1,51,0.02,0.048,False,da,6927.6,da_max=1.1km net=+0.0km
65629,STARLINK-35135,Electric_EP,OrbitLowering,-12.46,10.366,0.001,2,44,0.045,0.095,False,da,6845.3,da_max=10.4km net=-12.5km
65630,STARLINK-34877,Electric_EP,OrbitLowering,-12.51,6.733,0.0002,5,47,0.106,0.238,False,da,6843.9,da_max=6.7km net=-12.5km
65636,STARLINK-35209,Electric_EP,OrbitLowering,-12.44,8.313,0.0019,3,48,0.062,0.143,False,da,6843.1,da_max=8.3km net=-12.4km
65640,STARLINK-35091,Electric_EP,OrbitLowering,-12.16,7.838,0.0007,5,45,0.111,0.238,False,da,6845.4,da_max=7.8km net=-12.2km
65683,STARLINK-34886,Electric_EP,DragMakeup,0.03,1.958,0.001,2,40,0.05,0.095,False,da,6853.3,da_max=2.0km net=+0.0km
65696,STARLINK-34734,Electric_EP,DragMakeup,-4.48,1.853,0.0009,3,42,0.071,0.143,False,da,6850.5,da_max=1.9km net=-4.5km
65825,STARLINK-35397,Electric_EP,OrbitLowering,-12.36,12.806,0.0029,3,47,0.064,0.143,False,da,6848.5,da_max=12.8km net=-12.4km
65826,STARLINK-35381,Electric_EP,PhasingManeuver,0.13,12.962,0.001,2,43,0.047,0.095,False,da,6853.1,da_max=13.0km net=+0.1km
65831,STARLINK-35337,Electric_EP,OrbitLowering,-11.23,9.682,0.0027,2,44,0.045,0.095,False,da,6847.4,da_max=9.7km net=-11.2km
65837,STARLINK-35314,Electric_EP,OrbitLowering,-12.32,4.845,0.0011,4,43,0.093,0.19,False,da,6851.6,da_max=4.8km net=-12.3km
65840,STARLINK-35364,Electric_EP,OrbitLowering,-12.45,5.103,0.0013,4,47,0.085,0.19,False,da+de,6843.5,da_max=5.1km net=-12.5km; Δe
65842,STARLINK-35298,Electric_EP,DragMakeup,-12.41,5.043,0.001,6,40,0.15,0.286,True,da,6852.1,da_max=5.0km net=-12.4km; monotone_drop=12.4km
65843,STARLINK-35301,Electric_EP,OrbitLowering,-10.02,6.693,0.0022,2,42,0.048,0.095,False,da,6849.7,da_max=6.7km net=-10.0km
65844,STARLINK-35148,Electric_EP,OrbitLowering,-12.4,5.767,0.0019,5,54,0.093,0.238,False,da,6843.8,da_max=5.8km net=-12.4km
65845,STARLINK-35302,Electric_EP,OrbitLowering,-9.79,10.269,0.0005,6,55,0.109,0.286,False,da+de,6848.3,da_max=10.3km net=-9.8km; Δe
65848,STARLINK-35308,Electric_EP,DragMakeup,0.02,2.12,0.0002,2,41,0.049,0.095,False,da+de,6853.2,da_max=2.1km net=+0.0km; Δe
65856,STARLINK-35459,Electric_EP,OrbitLowering,-12.5,8.097,0.0026,2,48,0.042,0.095,False,da,6844.9,da_max=8.1km net=-12.5km
65857,STARLINK-35489,Electric_EP,OrbitLowering,-12.5,3.643,0.0009,4,52,0.077,0.19,False,da,6848.4,da_max=3.6km net=-12.5km
65859,STARLINK-35408,Electric_EP,OrbitLowering,-9.99,6.336,0.0007,5,55,0.091,0.238,False,da,6851.4,da_max=6.3km net=-10.0km
65860,STARLINK-35303,Electric_EP,PhasingManeuver,0.05,5.661,0.0007,3,42,0.071,0.143,False,da,6853.2,da_max=5.7km net=+0.0km
65861,STARLINK-35258,Electric_EP,OrbitLowering,-9.92,10.336,0.0007,3,51,0.059,0.143,False,da,6847.4,da_max=10.3km net=-9.9km
65862,STARLINK-35386,Electric_EP,PhasingManeuver,0.07,8.369,0.0014,3,51,0.059,0.143,False,da+de,6853.5,da_max=8.4km net=+0.1km; Δe
65863,STARLINK-35469,Electric_EP,OrbitLowering,-12.48,12.465,0.001,1,43,0.023,0.048,False,da,6848.1,da_max=12.5km net=-12.5km
65866,STARLINK-35312,Electric_EP,OrbitLowering,-12.47,9.021,0.0018,6,49,0.122,0.286,False,da+de,6851.3,da_max=9.0km net=-12.5km; Δe
65868,STARLINK-35450,Electric_EP,OrbitLowering,-9.98,8.571,0.0002,1,49,0.02,0.048,False,da,6850.1,da_max=8.6km net=-10.0km
65869,STARLINK-35441,Electric_EP,PhasingManeuver,-0.03,6.474,0.0007,3,44,0.068,0.143,False,da+de,6853.3,da_max=6.5km net=-0.0km; Δe
65875,STARLINK-34688,Electric_EP,OrbitLowering,-12.49,7.502,0.0016,5,45,0.111,0.238,False,da,6844.0,da_max=7.5km net=-12.5km
65876,STARLINK-34438,Electric_EP,PhasingManeuver,0.02,10.026,0.0007,3,43,0.07,0.143,False,da+de,6853.5,da_max=10.0km net=+0.0km; Δe
65878,STARLINK-35453,Electric_EP,OrbitLowering,-12.56,12.152,0.001,1,47,0.021,0.048,False,da,6845.6,da_max=12.2km net=-12.6km
65879,STARLINK-35418,Electric_EP,OrbitLowering,-12.47,8.28,0.0005,2,44,0.045,0.095,False,da,6846.9,da_max=8.3km net=-12.5km
65880,STARLINK-35445,Electric_EP,OrbitLowering,-9.96,6.045,0.0011,2,42,0.048,0.095,False,da,6852.5,da_max=6.0km net=-10.0km
65881,STARLINK-35464,Electric_EP,OrbitLowering,-12.54,5.12,0.0006,3,47,0.064,0.143,False,da,6842.8,da_max=5.1km net=-12.5km
65919,STARLINK-35519,Electric_EP,PhasingManeuver,-0.01,11.536,0.0006,2,34,0.059,0.095,False,da+de,6853.7,da_max=11.5km net=-0.0km; Δe
66026,STARLINK-34812,Electric_EP,Stationkeeping,0.03,0.41,0.0009,2,32,0.062,0.095,False,de,6853.3,Δe
66031,STARLINK-35326,Electric_EP,OrbitLowering,-9.04,7.634,0.0012,2,36,0.056,0.095,False,da,6853.3,da_max=7.6km net=-9.0km
66082,STARLINK-35011,Electric_EP,DragMakeup,-4.46,1.784,0.0016,2,46,0.043,0.095,False,da,6849.6,da_max=1.8km net=-4.5km
66092,STARLINK-35527,Electric_EP,OrbitLowering,-11.6,4.425,0.0014,4,46,0.087,0.19,False,da,6851.6,da_max=4.4km net=-11.6km
66093,STARLINK-35500,Electric_EP,DragMakeup,-0.02,1.18,0.0004,2,38,0.053,0.095,False,da,6853.3,da_max=1.2km net=-0.0km
66098,STARLINK-34206,Electric_EP,PhasingManeuver,-0.17,5.268,0.0001,2,45,0.044,0.095,False,da,6853.3,da_max=5.3km net=-0.2km
66123,STARLINK-35628,Electric_EP,DragMakeup,0.06,1.674,0.0014,2,41,0.049,0.095,False,da+de,6853.4,da_max=1.7km net=+0.1km; Δe
66146,STARLINK-35318,Electric_EP,Stationkeeping,0.07,0.783,0.0014,4,37,0.108,0.19,False,de,6840.8,Δe
66148,STARLINK-35081,Electric_EP,OrbitLowering,-12.47,5.351,0.0021,3,47,0.064,0.143,False,da,6846.6,da_max=5.4km net=-12.5km
66151,STARLINK-35540,Electric_EP,OrbitLowering,-12.45,4.898,0.0014,3,49,0.061,0.143,False,da,6848.8,da_max=4.9km net=-12.5km
66152,STARLINK-35455,Electric_EP,Stationkeeping,0.04,11.18,0.0025,7,43,0.163,0.333,False,da+de,6840.8,da_max=11.2km net=+0.0km; Δe
66156,STARLINK-35621,Electric_EP,Stationkeeping,0.02,0.722,0.0058,2,40,0.05,0.095,False,de,6853.4,Δe
66159,STARLINK-35586,Electric_EP,OrbitLowering,-12.5,4.379,0.0022,4,53,0.075,0.19,False,da,6844.4,da_max=4.4km net=-12.5km
66163,STARLINK-35607,Electric_EP,OrbitLowering,-12.42,5.07,0.001,7,54,0.13,0.333,False,da+de,6843.8,da_max=5.1km net=-12.4km; Δe
66166,STARLINK-35624,Electric_EP,OrbitLowering,-12.36,9.884,0.0034,2,45,0.044,0.095,False,da,6845.8,da_max=9.9km net=-12.4km
66167,STARLINK-35641,Electric_EP,OrbitLowering,-9.93,6.714,0.0009,5,52,0.096,0.238,False,da,6850.0,da_max=6.7km net=-9.9km
66171,STARLINK-35606,Electric_EP,DragMakeup,-3.01,1.616,0.0001,1,46,0.022,0.048,False,da,6841.1,da_max=1.6km net=-3.0km
66173,STARLINK-35634,Electric_EP,OrbitLowering,-11.62,9.744,0.0004,2,40,0.05,0.095,False,da,6845.8,da_max=9.7km net=-11.6km
66200,STARLINK-35551,Electric_EP,PhasingManeuver,0.04,7.628,0.0023,2,40,0.05,0.095,False,da+de,6853.5,da_max=7.6km net=+0.0km; Δe
66201,STARLINK-35543,Electric_EP,DragMakeup,-4.35,2.612,0.0019,2,40,0.05,0.095,False,da,6852.3,da_max=2.6km net=-4.4km
66203,STARLINK-35548,Electric_EP,DragMakeup,0.21,2.003,0.0006,2,42,0.048,0.095,False,da,6853.4,da_max=2.0km net=+0.2km
66237,STARLINK-35557,Electric_EP,OrbitRaising,20.07,9.295,0.0006,6,47,0.128,0.286,False,da,6829.3,da_max=9.3km net=+20.1km
66238,STARLINK-35556,Electric_EP,OrbitRaising,23.04,6.16,0.0013,7,49,0.143,0.333,False,da,6834.1,da_max=6.2km net=+23.0km
66246,STARLINK-35434,Electric_EP,DragMakeup,-4.51,1.348,0.0015,3,46,0.065,0.143,False,da,6851.3,da_max=1.3km net=-4.5km
66253,STARLINK-35486,Electric_EP,DragMakeup,-4.41,2.743,0.0012,2,45,0.044,0.095,False,da,6850.1,da_max=2.7km net=-4.4km
66260,STARLINK-35420,Electric_EP,DragMakeup,-4.47,1.689,0.0017,3,49,0.061,0.143,False,da,6851.1,da_max=1.7km net=-4.5km
66273,STARLINK-35730,Electric_EP,DragMakeup,-0.06,1.065,0.0034,2,49,0.041,0.095,False,da,6840.9,da_max=1.1km net=-0.1km
66351,STARLINK-35828,Electric_EP,DragMakeup,-4.57,1.576,0.0008,2,43,0.047,0.095,False,da,6850.5,da_max=1.6km net=-4.6km
66358,STARLINK-35807,Electric_EP,DragMakeup,-4.38,2.126,0.0013,2,47,0.043,0.095,False,da,6851.8,da_max=2.1km net=-4.4km
66360,STARLINK-35823,Electric_EP,PhasingManeuver,-0.0,5.057,0.001,2,44,0.045,0.095,False,da,6853.5,da_max=5.1km net=-0.0km
66361,STARLINK-35813,Electric_EP,DragMakeup,-4.44,4.566,0.0003,1,44,0.023,0.048,False,da,6851.5,da_max=4.6km net=-4.4km
66384,STARLINK-35662,Electric_EP,DragMakeup,0.02,3.767,0.0006,2,35,0.057,0.095,False,da+de,6853.6,da_max=3.8km net=+0.0km; Δe
66386,STARLINK-35651,Electric_EP,DragMakeup,-0.02,2.467,0.0012,2,37,0.054,0.095,False,da,6853.2,da_max=2.5km net=-0.0km
66405,STARLINK-35683,Electric_EP,OrbitLowering,-12.52,11.229,0.002,2,40,0.05,0.095,False,da+de,6845.8,da_max=11.2km net=-12.5km; Δe
66623,STARLINK-35920,Electric_EP,OrbitRaising,19.9,20.028,0.0032,1,37,0.027,0.048,False,da,6831.9,da_max=20.0km net=+19.9km
66625,STARLINK-35929,Electric_EP,OrbitRaising,22.91,22.173,0.0001,1,38,0.026,0.048,False,da,6831.8,da_max=22.2km net=+22.9km
66628,STARLINK-35862,Electric_EP,OrbitRaising,22.89,23.014,0.0017,1,41,0.024,0.048,False,da,6833.0,da_max=23.0km net=+22.9km
66630,STARLINK-35949,Electric_EP,OrbitRaising,22.89,10.23,0.0028,4,45,0.089,0.19,False,da,6830.4,da_max=10.2km net=+22.9km
66631,STARLINK-35965,Electric_EP,OrbitRaising,19.9,20.102,0.0016,1,50,0.02,0.048,False,da,6831.9,da_max=20.1km net=+19.9km
66632,STARLINK-35973,Electric_EP,OrbitRaising,22.9,19.657,0.0023,2,38,0.053,0.095,False,da,6833.5,da_max=19.7km net=+22.9km
66633,STARLINK-35948,Electric_EP,OrbitRaising,19.89,20.061,0.0031,1,43,0.023,0.048,False,da,6832.3,da_max=20.1km net=+19.9km
66634,STARLINK-35967,Electric_EP,OrbitRaising,22.9,19.487,0.0028,2,47,0.043,0.095,False,da,6833.0,da_max=19.5km net=+22.9km
66637,STARLINK-35953,Electric_EP,OrbitRaising,19.79,20.09,0.0023,1,32,0.031,0.048,False,da,6832.9,da_max=20.1km net=+19.8km
66643,STARLINK-35918,Electric_EP,OrbitRaising,23.01,19.995,0.0026,3,48,0.062,0.143,False,da,6834.4,da_max=20.0km net=+23.0km
66821,STARLINK-35966,Electric_EP,PhasingManeuver,-0.06,5.686,0.0009,2,50,0.04,0.095,False,da+de,6949.9,da_max=5.7km net=-0.1km; Δe
66825,STARLINK-35476,Electric_EP,DragMakeup,0.01,4.392,0.0086,4,49,0.082,0.19,False,da,6950.1,da_max=4.4km net=+0.0km
66826,STARLINK-35898,Electric_EP,DragMakeup,-0.02,4.263,0.0006,2,51,0.039,0.095,False,da,6950.3,da_max=4.3km net=-0.0km
66830,STARLINK-35881,Electric_EP,PhasingManeuver,0.1,6.27,0.0009,2,50,0.04,0.095,False,da,6950.4,da_max=6.3km net=+0.1km
66837,STARLINK-35729,Electric_EP,DragMakeup,0.0,5.197,0.003,4,51,0.078,0.19,False,da,6950.4,da_max=5.2km net=+0.0km
66841,STARLINK-35715,Electric_EP,Stationkeeping,0.01,5.904,0.0013,8,52,0.154,0.381,False,da+de,6949.8,da_max=5.9km net=+0.0km; Δe
66842,STARLINK-35769,Electric_EP,DragMakeup,0.04,5.106,0.0039,6,46,0.13,0.286,False,da,6950.4,da_max=5.1km net=+0.0km
66844,STARLINK-36073,Electric_EP,DragMakeup,0.02,2.794,0.0007,4,52,0.077,0.19,False,da,6950.1,da_max=2.8km net=+0.0km
66847,STARLINK-36061,Electric_EP,DragMakeup,-0.02,2.588,0.0008,2,53,0.038,0.095,False,da,6950.1,da_max=2.6km net=-0.0km
