norad_id,sat_name,propulsion_class,behavior,net_da_km,max_da_km,max_di_deg,n_flagged,n_transitions,flag_rate,burn_freq_per_day,monotone_decay,triggers,mean_sma_km,sub_tags
61782,TUSUR GO,,DragDecay,-112.98,34.903,0.0038,16,22,0.727,0.762,True,da,6610.9,da_max=34.9km net=-113.0km; monotone_drop=113.0km
62393,OBJECT S,,DragDecay,-13.7,1.801,0.0007,5,26,0.192,0.238,True,da,6726.8,da_max=1.8km net=-13.7km; monotone_drop=13.7km
62643,FLOCK 4G 32,,UnknownFP,-12.59,1.135,0.0009,1,41,0.024,0.048,False,da,6725.4,da_max=1.1km net=-12.6km
62673,IMPULSE-2 MIRA,Chemical,ComplexManeuver,3.74,2.521,0.2656,2,44,0.045,0.095,False,da+di+draan,6865.6,da_max=2.5km net=+3.7km; di_max=0.2656°; draan_res
62693,SKYLINK-1,,UnknownFP,-29.56,21.995,0.0024,2,4,0.5,0.095,False,da,6639.8,da_max=22.0km net=-29.6km
62757,USA 486,Chemical,DragMakeup,0.34,1.394,0.0002,2,38,0.053,0.095,False,da,6718.6,da_max=1.4km net=+0.3km
63258,ICEYE-X46,Electric_EP,DragMakeup,1.09,1.116,0.0,1,45,0.022,0.048,False,da,6959.5,da_max=1.1km net=+1.1km
63292,OBJECT B,,UnknownFP,0.7,1.012,0.0006,1,44,0.023,0.048,False,da,6910.7,da_max=1.0km net=+0.7km
63429,HJS-6B,,UnknownFP,9.99,1.779,0.0009,3,46,0.065,0.143,False,da,6858.7,da_max=1.8km net=+10.0km
63430,HJS-6C,,UnknownFP,9.94,1.976,0.0004,4,51,0.078,0.19,False,da,6858.7,da_max=2.0km net=+9.9km
63431,HJS-6D,,UnknownFP,10.07,2.03,0.0032,4,43,0.093,0.19,False,da,6859.1,da_max=2.0km net=+10.1km
63492,HADES-ICM (SO-125),,UnknownFP,-39.19,9.25,0.0015,11,31,0.355,0.524,False,da,6688.5,da_max=9.2km net=-39.2km
63523,Naxing 4B (纳星四号B星),Hybrid/Other,PhasingManeuver,3.74,6.267,0.0004,1,29,0.034,0.048,False,da,6736.1,da_max=6.3km net=+3.7km
63732,KUIPER-00016,Electric_EP,DragMakeup,2.12,1.259,0.0005,2,40,0.05,0.095,False,da,7007.4,da_max=1.3km net=+2.1km
63734,KUIPER-00019,Electric_EP,OrbitLowering,-6.38,2.594,0.0008,2,31,0.065,0.095,False,da,7017.5,da_max=2.6km net=-6.4km
63736,KUIPER-00021,Electric_EP,DragMakeup,-2.1,1.028,0.0012,1,39,0.026,0.048,False,da,7008.2,da_max=1.0km net=-2.1km
63744,KUIPER-00031,Electric_EP,OrbitRaising,13.76,4.122,0.002,4,41,0.098,0.19,False,da,6997.5,da_max=4.1km net=+13.8km
63982,OBJECT A,,UnknownFP,3.98,1.443,0.0018,1,31,0.032,0.048,False,da,6880.5,da_max=1.4km net=+4.0km
63987,OBJECT F,,UnknownFP,2.91,1.489,0.0006,2,62,0.032,0.095,False,da,6881.1,da_max=1.5km net=+2.9km
63992,OBJECT L,,UnknownFP,1.85,2.791,0.0,1,56,0.018,0.048,False,da,6881.2,da_max=2.8km net=+1.9km
64231,GLOBAL-32,,UnknownFP,2.66,0.109,0.0201,1,38,0.026,0.048,False,di,6826.5,di_max=0.0201°
64503,KUIPER-00042,Electric_EP,OrbitRaising,5.86,1.272,0.0001,1,52,0.019,0.048,False,da,7006.5,da_max=1.3km net=+5.9km
64505,KUIPER-00044,Electric_EP,OrbitRaising,8.58,1.32,0.0005,1,53,0.019,0.048,False,da,7005.8,da_max=1.3km net=+8.6km
64543,W-SERIES 4,Chemical,DragMakeup,-74.16,63.94,0.0104,5,56,0.089,0.238,True,da+de,6928.1,da_max=63.9km net=-74.2km; Δe; monotone_drop=74.2km
64568,IRIDE-MS2-HEO-3,Electric_EP,OrbitRaising,5.85,2.037,0.0053,3,63,0.048,0.143,False,da,6967.6,da_max=2.0km net=+5.8km
64571,IRIDE-MS2-HEO-5,Electric_EP,DragMakeup,4.84,1.197,0.0003,3,63,0.048,0.143,False,da,6965.5,da_max=1.2km net=+4.8km
64573,MUSAT3,,UnknownFP,-2.64,1.814,0.0047,1,44,0.023,0.048,False,da,6948.5,da_max=1.8km net=-2.6km
64576,IRIDE-MS2-HEO-6,Electric_EP,DragMakeup,4.57,1.862,0.0004,1,62,0.016,0.048,False,da,6968.6,da_max=1.9km net=+4.6km
64582,IRIDE-MS2-HEO-4,Electric_EP,DragMakeup,2.36,1.922,0.0005,1,62,0.016,0.048,False,da,6969.9,da_max=1.9km net=+2.4km
64585,IRIDE-MS2-HEO-9,Electric_EP,DragMakeup,3.76,2.013,0.0002,2,65,0.031,0.095,False,da,6969.6,da_max=2.0km net=+3.8km
64587,IRIDE-MS2-HEO-8,Electric_EP,DragMakeup,3.87,2.054,0.0025,2,63,0.032,0.095,False,da,6969.3,da_max=2.1km net=+3.9km
65489,OBJECT-B,,UnknownFP,5.08,1.004,0.2033,3,22,0.136,0.143,False,da+di+de+draan,6880.7,da_max=1.0km net=+5.1km; di_max=0.2033°; Δe; draan_res
65773,KUIPER-00153,Electric_EP,DragMakeup,-8.04,3.383,0.0018,2,38,0.053,0.095,True,da,7017.5,da_max=3.4km net=-8.0km; monotone_drop=8.0km
65774,KUIPER-00155,Electric_EP,OrbitRaising,20.45,5.021,0.0282,9,62,0.145,0.429,False,da+di,7001.4,da_max=5.0km net=+20.5km; di_max=0.0282°
66298,SEMI-1P,,UnknownFP,-1.69,1.123,0.0002,1,25,0.04,0.048,False,da,6882.2,da_max=1.1km net=-1.7km
66645,SZ-22,Chemical,DragMakeup,2.71,4.124,0.0026,1,51,0.02,0.048,False,da,6757.2,da_max=4.1km net=+2.7km
66752,ICEYE SAR-1,Electric_EP,OrbitRaising,5.98,1.005,0.0005,1,30,0.033,0.048,False,da,6935.5,da_max=1.0km net=+6.0km
66820,KOMPSAT-7,Chemical,DragMakeup,3.12,3.208,0.0,1,33,0.03,0.048,False,da,6941.3,da_max=3.2km net=+3.1km
66907,RHOK-SAT,,DragDecay,-80.62,24.749,0.0039,11,18,0.611,0.524,True,da,6620.6,da_max=24.7km net=-80.6km; monotone_drop=80.6km
66908,CU-ALPHA,,DragDecay,-57.72,14.644,0.0012,7,10,0.7,0.333,True,da,6632.6,da_max=14.6km net=-57.7km; monotone_drop=57.7km
66910,EAGLESAT-2,,DragDecay,-48.25,4.821,0.0011,14,29,0.483,0.667,True,da,6649.9,da_max=4.8km net=-48.2km; monotone_drop=48.2km
66912,CONTENTCUBE,,UnknownFP,-9.95,1.143,0.0006,1,32,0.031,0.048,False,da,6716.5,da_max=1.1km net=-9.9km
67142,KUIPER-00188,Electric_EP,OrbitRaising,30.11,6.236,0.0022,11,62,0.177,0.524,False,da,7007.5,da_max=6.2km net=+30.1km
67145,KUIPER-00204,Electric_EP,OrbitRaising,16.41,3.421,0.001,8,43,0.186,0.381,False,da,6868.0,da_max=3.4km net=+16.4km
67148,KUIPER-00232,Electric_EP,OrbitLowering,-10.87,5.231,0.0007,1,48,0.021,0.048,False,da,7011.1,da_max=5.2km net=-10.9km
67152,KUIPER-00247,Electric_EP,OrbitLowering,-5.57,2.058,0.001,1,48,0.021,0.048,False,da,7008.5,da_max=2.1km net=-5.6km
67153,KUIPER-00248,Electric_EP,OrbitRaising,71.35,5.828,0.0166,33,63,0.524,1.571,False,da,6899.8,da_max=5.8km net=+71.3km
67154,KUIPER-00249,Electric_EP,OrbitLowering,-10.67,3.723,0.0008,2,37,0.054,0.095,False,da,7014.1,da_max=3.7km net=-10.7km
67156,KUIPER-00251,Electric_EP,OrbitLowering,-5.4,1.619,0.0002,1,51,0.02,0.048,False,da,7008.3,da_max=1.6km net=-5.4km
67157,KUIPER-00252,Electric_EP,OrbitLowering,-6.36,1.475,0.0003,1,51,0.02,0.048,False,da,7008.6,da_max=1.5km net=-6.4km
67378,AETHER-7,Electric_EP,DragMakeup,4.62,2.883,0.0086,1,47,0.021,0.048,False,da,6987.0,da_max=2.9km net=+4.6km
67383,AETHER-12,Electric_EP,OrbitRaising,5.2,1.456,0.0003,2,30,0.067,0.095,False,da,6984.7,da_max=1.5km net=+5.2km
67482,OBJECT BE,,UnknownFP,-6.62,1.287,0.0,1,38,0.026,0.048,False,da,6823.4,da_max=1.3km net=-6.6km
67751,OBJECT F,,UnknownFP,2.45,1.168,0.002,1,38,0.026,0.048,False,da,6908.4,da_max=1.2km net=+2.4km
67769,KUIPER-00197,Electric_EP,OrbitRaising,27.71,4.313,0.003,13,43,0.302,0.619,False,da,6837.9,da_max=4.3km net=+27.7km
67770,KUIPER-00198,Electric_EP,OrbitRaising,52.37,7.236,0.0451,31,61,0.508,1.476,False,da+di,6991.6,da_max=7.2km net=+52.4km; di_max=0.0451°
67777,KUIPER-00213,Electric_EP,DragMakeup,-0.46,1.182,0.0002,1,53,0.019,0.048,False,da,7007.6,da_max=1.2km net=-0.5km
67778,KUIPER-00214,Electric_EP,DragMakeup,-1.06,3.169,0.0009,3,57,0.053,0.143,False,da,7009.8,da_max=3.2km net=-1.1km
67779,KUIPER-00215,Electric_EP,OrbitRaising,22.23,5.59,0.0014,12,50,0.24,0.571,False,da,6844.8,da_max=5.6km net=+22.2km
67780,KUIPER-00218,Electric_EP,OrbitRaising,19.3,4.266,0.0815,12,55,0.218,0.571,False,da+di,7013.8,da_max=4.3km net=+19.3km; di_max=0.0815°
67782,KUIPER-00222,Electric_EP,OrbitRaising,85.26,6.026,0.0324,39,62,0.629,1.857,False,da+di,6977.4,da_max=6.0km net=+85.3km; di_max=0.0324°
67783,KUIPER-00223,Electric_EP,OrbitRaising,60.0,9.994,0.0024,27,61,0.443,1.286,False,da,6863.8,da_max=10.0km net=+60.0km
67784,KUIPER-00225,Electric_EP,OrbitRaising,82.54,8.794,0.0369,40,62,0.645,1.905,False,da+di,6950.9,da_max=8.8km net=+82.5km; di_max=0.0369°
67786,KUIPER-00259,Electric_EP,OrbitRaising,96.67,7.114,0.0248,40,62,0.645,1.905,False,da+di,6944.8,da_max=7.1km net=+96.7km; di_max=0.0248°
67787,KUIPER-00260,Electric_EP,OrbitRaising,86.86,9.134,0.0248,38,62,0.613,1.81,False,da+di,6922.2,da_max=9.1km net=+86.9km; di_max=0.0248°
67788,KUIPER-00262,Electric_EP,OrbitRaising,63.97,14.782,0.0332,35,62,0.565,1.667,False,da+di,6927.7,da_max=14.8km net=+64.0km; di_max=0.0332°
67790,KUIPER-00268,Electric_EP,OrbitRaising,59.16,5.206,0.0026,24,58,0.414,1.143,False,da,6854.5,da_max=5.2km net=+59.2km
67792,KUIPER-00274,Electric_EP,OrbitRaising,69.69,7.96,0.0622,31,62,0.5,1.476,False,da+di,6994.8,da_max=8.0km net=+69.7km; di_max=0.0622°
67794,KUIPER-00276,Electric_EP,OrbitRaising,6.5,1.396,0.0021,1,48,0.021,0.048,False,da,6868.1,da_max=1.4km net=+6.5km
