norad_id,cospar_id,sat_name,orbit_band,mass_kg,mass_class,platform_class,propulsion_class,propulsion_description,mission_type,mass_source,propulsion_source,mass_confidence,propulsion_confidence,mass_note,propulsion_note,source_code
63365,2025-063C,STARLINK-33741,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63366,2025-063D,STARLINK-33742,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63367,2025-063E,STARLINK-33734,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63368,2025-063F,STARLINK-33578,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63369,2025-063G,STARLINK-33626,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63370,2025-063H,STARLINK-33657,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63371,2025-063J,STARLINK-33648,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63372,2025-063K,STARLINK-33614,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63373,2025-063L,STARLINK-33617,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63374,2025-063M,STARLINK-33618,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63375,2025-063N,STARLINK-33621,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63376,2025-063P,STARLINK-33539,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63377,2025-063Q,STARLINK-33634,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63378,2025-063R,STARLINK-33640,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63379,2025-063S,STARLINK-33636,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63380,2025-063T,STARLINK-33653,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63381,2025-063U,STARLINK-33643,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63382,2025-063V,STARLINK-33633,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63383,2025-063W,STARLINK-33748,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63384,2025-063X,STARLINK-33658,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63385,2025-063Y,STARLINK-33616,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63386,2025-063Z,STARLINK-33571,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63387,2025-063AA,STARLINK-33533,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63388,2025-063AB,STARLINK-33629,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63389,2025-063AC,STARLINK-33656,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-26 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63399,2025-065A,STARLINK-33531,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63400,2025-065B,STARLINK-33652,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63401,2025-065C,STARLINK-33707,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63402,2025-065D,STARLINK-33668,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63403,2025-065E,STARLINK-33676,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63404,2025-065F,STARLINK-33711,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63405,2025-065G,STARLINK-33708,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63406,2025-065H,STARLINK-33690,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63407,2025-065J,STARLINK-33694,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63408,2025-065K,STARLINK-33692,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63409,2025-065L,STARLINK-33693,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63410,2025-065M,STARLINK-33677,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63411,2025-065N,STARLINK-33647,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63412,2025-065P,STARLINK-33645,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63413,2025-065Q,STARLINK-33670,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63414,2025-065R,STARLINK-33644,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63415,2025-065S,STARLINK-33664,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63416,2025-065T,STARLINK-33649,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63417,2025-065U,STARLINK-33535,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63418,2025-065V,STARLINK-33703,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63419,2025-065W,STARLINK-33709,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63420,2025-065X,STARLINK-33698,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63421,2025-065Y,STARLINK-33606,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63422,2025-065Z,STARLINK-33686,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63423,2025-065AA,STARLINK-33675,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63424,2025-065AB,STARLINK-33655,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63425,2025-065AC,STARLINK-33608,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63426,2025-065AD,STARLINK-33615,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-03-31 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63433,2025-069A,STARLINK-33682,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63434,2025-069B,STARLINK-33710,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63435,2025-069C,STARLINK-33733,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63436,2025-069D,STARLINK-33638,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63437,2025-069E,STARLINK-33726,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63438,2025-069F,STARLINK-33681,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63439,2025-069G,STARLINK-33730,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63440,2025-069H,STARLINK-33743,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63441,2025-069J,STARLINK-33715,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63442,2025-069K,STARLINK-33762,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63443,2025-069L,STARLINK-33753,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63444,2025-069M,STARLINK-33747,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63445,2025-069N,STARLINK-33659,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63446,2025-069P,STARLINK-33746,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63447,2025-069Q,STARLINK-33799,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63448,2025-069R,STARLINK-33797,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63449,2025-069S,STARLINK-33798,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63450,2025-069T,STARLINK-33736,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63451,2025-069U,STARLINK-33740,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63452,2025-069V,STARLINK-33763,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63453,2025-069W,STARLINK-33784,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63454,2025-069X,STARLINK-33768,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63455,2025-069Y,STARLINK-33761,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63456,2025-069Z,STARLINK-33737,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63457,2025-069AA,STARLINK-33795,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63458,2025-069AB,STARLINK-33756,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63459,2025-069AC,STARLINK-33780,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-04 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63460,2025-070A,STARLINK-33679,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-06 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63461,2025-070B,STARLINK-33706,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-06 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63462,2025-070C,STARLINK-33691,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-06 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
63463,2025-070D,STARLINK-33696,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2025-04-06 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
