norad_id,cospar_id,sat_name,orbit_band,mass_kg,mass_class,platform_class,propulsion_class,propulsion_description,mission_type,mass_source,propulsion_source,mass_confidence,propulsion_confidence,mass_note,propulsion_note,source_code
48286,2021-036L,STARLINK-2547,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48287,2021-036M,STARLINK-2566,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48289,2021-036P,STARLINK-2545,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48291,2021-036R,STARLINK-2555,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48292,2021-036S,STARLINK-2542,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48293,2021-036T,STARLINK-2550,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48294,2021-036U,STARLINK-2533,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48295,2021-036V,STARLINK-2535,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48298,2021-036Y,STARLINK-2559,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48299,2021-036Z,STARLINK-2557,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48300,2021-036AA,STARLINK-2538,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48301,2021-036AB,STARLINK-2537,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48303,2021-036AD,STARLINK-2530,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48304,2021-036AE,STARLINK-2524,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48305,2021-036AF,STARLINK-2519,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48306,2021-036AG,STARLINK-2523,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48309,2021-036AK,STARLINK-2517,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48310,2021-036AL,STARLINK-2536,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48311,2021-036AM,STARLINK-2534,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48312,2021-036AN,STARLINK-2061,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48314,2021-036AQ,STARLINK-2549,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48315,2021-036AR,STARLINK-2506,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48316,2021-036AS,STARLINK-2507,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48317,2021-036AT,STARLINK-2513,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48318,2021-036AU,STARLINK-2509,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48319,2021-036AV,STARLINK-2512,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48320,2021-036AW,STARLINK-2029,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48321,2021-036AX,STARLINK-2457,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48323,2021-036AZ,STARLINK-2515,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48325,2021-036BB,STARLINK-2495,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48326,2021-036BC,STARLINK-2498,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48327,2021-036BD,STARLINK-2502,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48328,2021-036BE,STARLINK-2504,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48329,2021-036BF,STARLINK-2510,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48330,2021-036BG,STARLINK-2501,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48331,2021-036BH,STARLINK-2514,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48333,2021-036BK,STARLINK-2518,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48334,2021-036BL,STARLINK-2470,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48353,2021-038A,STARLINK-2613,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48354,2021-038B,STARLINK-2674,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48355,2021-038C,STARLINK-2635,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48356,2021-038D,STARLINK-2637,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48357,2021-038E,STARLINK-2636,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48358,2021-038F,STARLINK-2624,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48359,2021-038G,STARLINK-2628,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48360,2021-038H,STARLINK-2622,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48361,2021-038J,STARLINK-2591,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48362,2021-038K,STARLINK-2578,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48364,2021-038M,STARLINK-2611,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48365,2021-038N,STARLINK-2608,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48367,2021-038Q,STARLINK-2643,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48368,2021-038R,STARLINK-2623,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48370,2021-038T,STARLINK-2621,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48371,2021-038U,STARLINK-2589,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48373,2021-038W,STARLINK-2609,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48374,2021-038X,STARLINK-2604,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48375,2021-038Y,STARLINK-2603,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48376,2021-038Z,STARLINK-2610,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48377,2021-038AA,STARLINK-2499,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48378,2021-038AB,STARLINK-2526,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48379,2021-038AC,STARLINK-2612,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48380,2021-038AD,STARLINK-2614,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48381,2021-038AE,STARLINK-2630,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48382,2021-038AF,STARLINK-2585,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48385,2021-038AJ,STARLINK-2598,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48386,2021-038AK,STARLINK-2606,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48388,2021-038AM,STARLINK-2594,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48390,2021-038AP,STARLINK-2586,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48391,2021-038AQ,STARLINK-2607,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48392,2021-038AR,STARLINK-2605,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48395,2021-038AU,STARLINK-2574,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48396,2021-038AV,STARLINK-2575,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48397,2021-038AW,STARLINK-2590,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48398,2021-038AX,STARLINK-2588,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48399,2021-038AY,STARLINK-2587,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48400,2021-038AZ,STARLINK-2576,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48401,2021-038BA,STARLINK-2571,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48404,2021-038BD,STARLINK-2593,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48405,2021-038BE,STARLINK-2570,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48406,2021-038BF,STARLINK-2568,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48408,2021-038BH,STARLINK-2592,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48410,2021-038BK,STARLINK-2563,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48411,2021-038BL,STARLINK-2505,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48412,2021-038BM,STARLINK-2581,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48428,2021-040A,STARLINK-2461,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48431,2021-040D,STARLINK-2700,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48432,2021-040E,STARLINK-2680,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48433,2021-040F,STARLINK-2699,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48434,2021-040G,STARLINK-2692,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48435,2021-040H,STARLINK-2633,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48436,2021-040J,STARLINK-2639,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48437,2021-040K,STARLINK-2642,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48438,2021-040L,STARLINK-2640,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48439,2021-040M,STARLINK-2583,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48440,2021-040N,STARLINK-2682,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48441,2021-040P,STARLINK-2702,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48442,2021-040Q,STARLINK-2644,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48443,2021-040R,STARLINK-2663,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
48444,2021-040S,STARLINK-2645,LEO_450_800,260.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 260.0 kg,SpaceX Starlink v1 uses Hall-effect EP,United States (US)
