norad_id,cospar_id,sat_name,orbit_band,mass_kg,mass_class,platform_class,propulsion_class,propulsion_description,mission_type,mass_source,propulsion_source,mass_confidence,propulsion_confidence,mass_note,propulsion_note
44714,2019-074B,STARLINK 1008,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44718,2019-074F,STARLINK 1012,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44723,2019-074L,STARLINK 1017,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44724,2019-074M,STARLINK 1019,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44725,2019-074N,STARLINK 1020,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44741,2019-074AE,STARLINK 1036,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44744,2019-074AH,STARLINK 1039,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44747,2019-074AL,STARLINK 1042,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44748,2019-074AM,STARLINK 1043,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44751,2019-074AQ,STARLINK 1046,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44752,2019-074AR,STARLINK 1047,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44753,2019-074AS,STARLINK 1048,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44768,2019-074BH,STARLINK 1063,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44771,2019-074BL,STARLINK 1067,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44772,2019-074BM,STARLINK 1068,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44927,2020-001P,STARLINK-1114,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44930,2020-001S,STARLINK-1123,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44941,2020-001AD,STARLINK-1094,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44949,2020-001AM,STARLINK-1122,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44961,2020-001AZ,STARLINK-1080,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
44968,2020-001BG,STARLINK-1090,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45044,2020-006A,STARLINK-1132,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45047,2020-006D,STARLINK-1131,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45048,2020-006E,STARLINK-1134,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45054,2020-006L,STARLINK-1156,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45057,2020-006P,STARLINK-1159,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45060,2020-006S,STARLINK-1166,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45061,2020-006T,STARLINK-1169,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45062,2020-006U,STARLINK-1171,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45064,2020-006W,STARLINK-1133,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45071,2020-006AD,STARLINK-1167,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45072,2020-006AE,STARLINK-1168,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45074,2020-006AG,STARLINK-1172,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45080,2020-006AN,STARLINK-1153,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45081,2020-006AP,STARLINK-1151,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45087,2020-006AV,STARLINK-1185,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45088,2020-006AW,STARLINK-1183,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45096,2020-006BE,STARLINK-1152,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45098,2020-006BG,STARLINK-1184,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45100,2020-006BJ,STARLINK-1193,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45179,2020-012B,STARLINK-1143,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45183,2020-012F,STARLINK-1202,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45185,2020-012H,STARLINK-1216,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45187,2020-012K,STARLINK-1225,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45189,2020-012M,STARLINK-1230,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45190,2020-012N,STARLINK-1234,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45197,2020-012V,STARLINK-1269,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45198,2020-012W,STARLINK-1154,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45201,2020-012Z,STARLINK-1199,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45206,2020-012AE,STARLINK-1209,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45212,2020-012AL,STARLINK-1231,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45217,2020-012AR,STARLINK-1271,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45222,2020-012AW,STARLINK-1191,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45223,2020-012AX,STARLINK-1212,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45225,2020-012AZ,STARLINK-1215,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45227,2020-012BB,STARLINK-1221,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45228,2020-012BC,STARLINK-1222,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45229,2020-012BD,STARLINK-1226,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45230,2020-012BE,STARLINK-1227,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45235,2020-012BK,STARLINK-1246,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45237,2020-012BM,STARLINK-1270,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45360,2020-019A,STARLINK-1279,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45361,2020-019B,STARLINK-1301,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45366,2020-019G,STARLINK-1262,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45367,2020-019H,STARLINK-1273,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45368,2020-019J,STARLINK-1276,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45369,2020-019K,STARLINK-1277,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45370,2020-019L,STARLINK-1281,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45374,2020-019Q,STARLINK-1300,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45375,2020-019R,STARLINK-1302,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45376,2020-019S,STARLINK-1304,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45377,2020-019T,STARLINK-1305,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45379,2020-019V,STARLINK-1319,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45383,2020-019Z,STARLINK-1266,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45384,2020-019AA,STARLINK-1267,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45386,2020-019AC,STARLINK-1272,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45387,2020-019AD,STARLINK-1274,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45388,2020-019AE,STARLINK-1280,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45389,2020-019AF,STARLINK-1283,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45390,2020-019AG,STARLINK-1284,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45395,2020-019AM,STARLINK-1297,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45397,2020-019AP,STARLINK-1307,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45399,2020-019AR,STARLINK-1255,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45404,2020-019AW,STARLINK-1260,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45405,2020-019AX,STARLINK-1263,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45406,2020-019AY,STARLINK-1265,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45408,2020-019BA,STARLINK-1278,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45412,2020-019BE,STARLINK-1296,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45414,2020-019BG,STARLINK-1309,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45415,2020-019BH,STARLINK-1316,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45417,2020-019BK,STARLINK-1286,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45419,2020-019BM,STARLINK-1308,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45531,2020-025A,STARLINK-1329,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45532,2020-025B,STARLINK-1338,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45535,2020-025E,STARLINK-1350,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45538,2020-025H,STARLINK-1362,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45540,2020-025K,STARLINK-1368,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45542,2020-025M,STARLINK-1371,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45543,2020-025N,STARLINK-1372,LEO_450_800,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45544,2020-025P,STARLINK-1373,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45555,2020-025AA,STARLINK-1327,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45564,2020-025AK,STARLINK-1356,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45565,2020-025AL,STARLINK-1357,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
45567,2020-025AN,STARLINK-1361,LEO_300_450,227.0,200_1000kg,Small/Medium,Electric_EP,Krypton/Xenon Hall-effect thruster,COMM,UCS,Starlink_v1.0_table,High,High,UCS launch mass: 227.0 kg,SpaceX Starlink v1 uses Hall-effect EP
