sat_name,inc_family,maneuver_class,t_from,t_to,dt_h,a_km,alt_km,e,i_deg,raan_deg,u_deg,da_km,de,di_deg,draan_raw_deg,draan_j2_deg,draan_res_deg,du_deg,da_severity,dv_est_ms,flagged,flag_reason
STARLINK-31773,53deg,phasing,2026-05-06 02:37:42+00:00,2026-05-06 10:32:42+00:00,7.92,6859.12,480.98,0.001481,53.2169,16.6369,15.2695,-2.9967,-6.3e-05,-0.01204,-1.5204,-1.5273,0.0069,18.0966,small,1.665,True,da=-3.00km[small]
STARLINK-34088,mid-inc,phasing,2026-05-05 02:28:42+00:00,2026-05-05 10:22:42+00:00,7.9,6956.537,578.4,0.000926,69.9414,332.0711,179.4984,-3.0606,0.00017,-0.00373,-0.8385,-0.8309,-0.0076,-24.9888,small,1.665,True,da=-3.06km[small]
STARLINK-31561,53deg,mixed,2026-05-06 02:38:42+00:00,2026-05-06 10:34:42+00:00,7.93,6865.689,487.55,0.000494,42.8791,294.9126,208.5173,-2.9993,-0.000326,-0.01655,-1.8691,-1.8667,-0.0024,19.8992,small,1.664,True,da=-3.00km[small]
STARLINK-6081,53deg,mixed,2026-05-03 11:10:42+00:00,2026-05-03 19:06:42+00:00,7.93,6864.758,486.62,0.000399,42.9337,211.6927,214.547,-2.995,-0.000115,-0.01212,-1.8661,-1.8659,-0.0002,19.9403,small,1.662,True,da=-2.99km[small]
STARLINK-31422,53deg,lowering,2026-05-03 18:56:42+00:00,2026-05-04 10:45:42+00:00,15.82,6862.09,483.95,0.000961,42.8838,308.8658,50.9041,-2.9935,-0.000453,-0.02111,-3.7489,-3.7284,-0.0205,28.4816,small,1.662,True,da=-2.99km[small] | di=-0.0211deg
STARLINK-34797,53deg,mixed,2026-05-05 10:07:42+00:00,2026-05-05 18:13:42+00:00,8.1,6852.137,474.0,0.000966,53.0086,264.4132,231.3912,-2.9805,0.000462,-0.00745,-1.6084,-1.5758,-0.0326,60.1254,small,1.659,True,da=-2.98km[small]
STARLINK-37023,53deg,lowering,2026-05-05 23:08:42+00:00,2026-05-06 01:37:42+00:00,2.48,6854.538,476.4,0.001136,53.0286,272.4049,353.17,-2.977,-0.00048,-0.00406,-0.4594,-0.4823,0.0229,-148.7861,small,1.656,True,da=-2.98km[small]
STARLINK-30925,53deg,mixed,2026-05-04 10:43:42+00:00,2026-05-04 19:52:42+00:00,9.15,6859.659,481.52,0.000581,43.1314,97.4332,289.879,2.9748,-0.000394,0.01539,-2.1015,-2.147,0.0455,-60.913,small,1.653,True,da=+2.97km[small]
STARLINK-37447,SSO,mixed,2026-05-04 21:14:42+00:00,2026-05-05 01:43:42+00:00,4.48,6726.009,347.87,0.000824,97.2083,330.1819,202.9188,2.887,0.000412,-0.00633,0.1991,0.1937,0.0054,-21.4363,small,1.652,True,da=+2.89km[small]
STARLINK-6096,53deg,mixed,2026-05-05 03:18:42+00:00,2026-05-05 11:14:42+00:00,7.93,6860.554,482.42,0.000819,42.9357,202.0532,117.9574,2.9722,0.000332,0.01872,-1.8739,-1.8665,-0.0074,19.9722,small,1.651,True,da=+2.97km[small]
STARLINK-37442,SSO,mixed,2026-05-03 09:27:42+00:00,2026-05-03 17:40:42+00:00,8.22,6709.703,331.57,0.001712,97.204,328.6144,23.356,2.8744,-0.00012,-0.00168,0.3687,0.3579,0.0107,147.3252,small,1.651,True,da=+2.87km[small]
STARLINK-31773,53deg,phasing,2026-05-03 02:41:42+00:00,2026-05-03 10:36:42+00:00,7.92,6851.336,473.2,0.001013,53.2258,30.5585,55.3407,-2.9641,-0.000474,-0.01266,-1.5391,-1.5331,-0.006,18.1559,small,1.65,True,da=-2.96km[small]
STARLINK-37133,53deg,mixed,2026-05-05 01:43:42+00:00,2026-05-05 09:38:42+00:00,7.92,6858.868,480.73,0.001474,53.3014,57.7716,15.7064,-2.9677,-4.6e-05,-0.01409,-1.5182,-1.5245,0.0063,18.149,small,1.649,True,da=-2.97km[small]
STARLINK-34088,mid-inc,phasing,2026-05-05 10:22:42+00:00,2026-05-05 18:30:42+00:00,8.13,6953.476,575.34,0.001096,69.9377,331.2326,154.5096,3.0251,-0.000188,0.00356,-0.8451,-0.8555,0.0104,27.445,small,1.647,True,da=+3.03km[small]
STARLINK-34438,53deg,mixed,2026-05-04 20:34:42+00:00,2026-05-05 02:07:42+00:00,5.55,6852.227,474.09,0.000985,53.235,33.2177,308.0809,2.9597,0.000408,0.00836,-1.0701,-1.0721,0.0021,-165.2292,small,1.647,True,da=+2.96km[small]
STARLINK-32199,53deg,mixed,2026-05-02 18:34:42+00:00,2026-05-03 02:28:42+00:00,7.9,6850.751,472.61,0.001169,53.2528,45.4799,301.2927,2.9592,-0.000422,0.00925,-1.5276,-1.5266,-0.001,14.2664,small,1.647,True,da=+2.96km[small]
STARLINK-35402,53deg,mixed,2026-05-02 10:01:42+00:00,2026-05-02 17:55:42+00:00,7.9,6853.416,475.28,0.000802,53.148,355.3284,225.9867,-2.955,0.000418,-0.01532,-1.5371,-1.531,-0.0061,14.2641,small,1.644,True,da=-2.95km[small]
STARLINK-34800,53deg,phasing,2026-05-04 20:45:42+00:00,2026-05-05 02:09:42+00:00,5.4,6848.145,470.01,0.001586,52.9929,266.5673,256.7868,2.9509,-0.000599,0.01021,-1.0353,-1.0512,0.0159,160.0576,small,1.644,True,da=+2.95km[small]
STARLINK-6096,53deg,mixed,2026-05-04 11:15:42+00:00,2026-05-04 19:45:42+00:00,8.5,6864.586,486.45,0.001213,42.9451,205.8855,35.8712,2.9605,-0.000168,0.01538,-2.0224,-1.9955,-0.0269,150.0835,small,1.643,True,da=+2.96km[small]
STARLINK-30297,53deg,mixed,2026-05-05 19:02:42+00:00,2026-05-05 22:04:42+00:00,3.03,6859.719,481.58,0.001384,53.0524,301.4892,173.513,-2.9542,8.6e-05,-0.01047,-0.6031,-0.5872,-0.0158,-23.3815,small,1.641,True,da=-2.95km[small]
STARLINK-31156,53deg,raising,2026-05-05 18:47:42+00:00,2026-05-05 22:01:42+00:00,3.23,6859.475,481.34,0.000634,42.8444,256.8264,109.6241,2.9513,0.000335,0.01144,-0.7734,-0.7623,-0.0111,21.7931,small,1.64,True,da=+2.95km[small]
STARLINK-31559,53deg,mixed,2026-05-03 18:39:42+00:00,2026-05-04 10:49:42+00:00,16.17,6865.933,487.8,0.000663,42.8979,308.3994,205.3124,-2.9512,-0.000485,-0.02023,-3.8666,-3.8025,-0.0641,108.6722,small,1.638,True,da=-2.95km[small] | di=-0.0202deg
STARLINK-35290,53deg,phasing,2026-05-05 10:12:42+00:00,2026-05-05 18:07:42+00:00,7.92,6848.177,470.04,0.001555,53.1321,184.2301,284.4488,2.9407,-0.000428,0.01002,-1.5416,-1.5362,-0.0055,18.0978,small,1.638,True,da=+2.94km[small]
STARLINK-35336,53deg,mixed,2026-05-05 23:03:42+00:00,2026-05-06 02:05:42+00:00,3.03,6856.877,478.74,0.000614,53.1289,197.0856,209.988,2.9445,0.000525,0.00976,-0.6028,-0.586,-0.0167,-23.3596,small,1.637,True,da=+2.94km[small]
STARLINK-31700,53deg,mixed,2026-05-04 10:49:42+00:00,2026-05-04 19:57:42+00:00,9.13,6857.907,479.77,0.000704,53.2277,22.2707,203.1535,-2.9389,0.00065,-0.01573,-1.8119,-1.7627,-0.0491,-62.4628,small,1.634,True,da=-2.94km[small]
STARLINK-35231,53deg,mixed,2026-05-04 20:43:42+00:00,2026-05-05 02:06:42+00:00,5.38,6850.47,472.33,0.000932,53.1312,187.4442,119.6979,-2.9358,0.000717,-0.00689,-1.0273,-1.0452,0.0179,156.2527,small,1.634,True,da=-2.94km[small]
STARLINK-34729,53deg,mixed,2026-05-03 02:10:42+00:00,2026-05-03 10:16:42+00:00,8.1,6852.138,474.0,0.001124,53.0091,275.125,51.6339,-2.9334,-0.000399,-0.012,-1.614,-1.5758,-0.0382,60.3804,small,1.633,True,da=-2.93km[small]
STARLINK-31319,53deg,mixed,2026-05-05 10:47:42+00:00,2026-05-05 18:43:42+00:00,7.93,6864.571,486.43,0.001184,43.1471,70.1539,35.8353,-2.9395,-0.000302,-0.01444,-1.865,-1.8596,-0.0053,19.9327,small,1.632,True,da=-2.94km[small]
STARLINK-31696,53deg,mixed,2026-05-06 02:36:42+00:00,2026-05-06 10:30:42+00:00,7.9,6851.579,473.44,0.001077,53.1884,14.6054,304.6131,2.926,-0.000399,0.0056,-1.5288,-1.5283,-0.0004,14.2411,small,1.629,True,da=+2.93km[small]
STARLINK-30881,53deg,mixed,2026-05-03 11:00:42+00:00,2026-05-03 18:56:42+00:00,7.93,6863.085,484.95,0.000154,42.9406,335.7417,225.354,-2.9336,0.000324,-0.01769,-1.8788,-1.8673,-0.0115,19.9596,small,1.629,True,da=-2.93km[small]
STARLINK-31851,53deg,mixed,2026-05-06 02:35:42+00:00,2026-05-06 10:34:42+00:00,7.98,6861.725,483.59,0.000289,42.8785,309.7161,235.0485,-2.9319,0.000385,-0.01505,-1.909,-1.8823,-0.0267,31.3703,small,1.628,True,da=-2.93km[small]
STARLINK-34680,53deg,phasing,2026-05-05 22:48:42+00:00,2026-05-06 02:12:42+00:00,3.4,6855.097,476.96,0.001375,53.0153,262.1489,142.1183,2.9238,-0.000664,0.01189,-0.6177,-0.6592,0.0415,60.8124,small,1.626,True,da=+2.92km[small]
STARLINK-30925,53deg,mixed,2026-05-03 10:54:42+00:00,2026-05-03 18:50:42+00:00,7.93,6862.983,484.85,0.000216,43.143,103.0701,226.1943,-2.9263,0.000276,-0.00784,-1.8706,-1.8611,-0.0095,19.9388,small,1.625,True,da=-2.93km[small]
STARLINK-32660,53deg,mixed,2026-05-03 18:40:42+00:00,2026-05-04 10:31:42+00:00,15.85,6861.621,483.48,0.00026,42.874,305.1914,234.4799,-2.9233,0.000419,-0.02008,-3.7685,-3.7377,-0.0309,36.0728,small,1.624,True,da=-2.92km[small] | di=-0.0201deg
STARLINK-31700,53deg,mixed,2026-05-03 02:47:42+00:00,2026-05-03 10:41:42+00:00,7.9,6853.279,475.14,0.001229,53.2274,28.4708,46.305,-2.9109,-0.000335,-0.01264,-1.53,-1.5282,-0.0018,14.315,small,1.62,True,da=-2.91km[small]
STARLINK-34526,53deg,phasing,2026-05-04 20:41:42+00:00,2026-05-05 02:05:42+00:00,5.4,6850.632,472.49,0.001177,53.0621,215.1978,300.2861,-2.9106,-0.000742,-0.00333,-1.0322,-1.0499,0.0177,160.2399,small,1.62,True,da=-2.91km[small]
STARLINK-31042,53deg,mixed,2026-05-06 02:50:42+00:00,2026-05-06 10:46:42+00:00,7.93,6860.228,482.09,0.000724,42.8471,255.0039,113.8788,2.9153,0.000305,0.01145,-1.8845,-1.8697,-0.0148,19.9233,small,1.62,True,da=+2.92km[small]
STARLINK-35402,53deg,mixed,2026-05-05 18:08:42+00:00,2026-05-05 22:59:42+00:00,4.85,6847.57,469.43,0.001678,53.0892,339.7914,265.4472,2.9061,-0.00045,0.00638,-0.9614,-0.9424,-0.019,33.7746,small,1.619,True,da=+2.91km[small]
STARLINK-35270,53deg,mixed,2026-05-02 18:08:42+00:00,2026-05-03 02:01:42+00:00,7.88,6839.479,461.34,0.001086,53.2833,119.643,52.9541,-2.8972,-0.000373,-0.00898,-1.5443,-1.5337,-0.0106,15.4572,small,1.617,True,da=-2.90km[small]
STARLINK-6062,53deg,mixed,2026-05-05 03:18:42+00:00,2026-05-05 11:15:42+00:00,7.95,6866.619,488.48,0.001118,42.9536,201.9853,142.4183,2.9065,0.000169,0.01712,-1.8564,-1.8642,0.0078,22.7858,small,1.612,True,da=+2.91km[small]
STARLINK-34405,mid-inc,mixed,2026-05-04 10:14:42+00:00,2026-05-04 20:30:42+00:00,10.27,6940.074,561.94,0.002033,70.0075,173.4646,277.3229,2.9509,-0.001284,0.00693,-1.0652,-1.0835,0.0182,146.7304,small,1.611,True,da=+2.95km[small] | de=-0.00128
STARLINK-30913,53deg,mixed,2026-05-06 02:50:42+00:00,2026-05-06 10:44:42+00:00,7.9,6838.629,460.49,0.00103,53.3011,93.9135,56.8836,-2.8869,-0.000492,-0.01266,-1.544,-1.5371,-0.007,19.2859,small,1.611,True,da=-2.89km[small]
STARLINK-6083,53deg,mixed,2026-05-03 11:04:42+00:00,2026-05-03 19:01:42+00:00,7.95,6862.311,484.17,0.000943,42.9227,212.0459,49.9538,-2.8988,-0.000367,-0.0127,-1.8825,-1.8725,-0.0101,23.8141,small,1.61,True,da=-2.90km[small]
STARLINK-30925,53deg,mixed,2026-05-02 10:36:42+00:00,2026-05-02 18:52:42+00:00,8.27,6862.246,484.11,0.000999,43.1352,108.7725,51.586,2.8985,0.000211,0.01864,-1.9961,-1.937,-0.0591,96.5292,small,1.61,True,da=+2.90km[small]
STARLINK-34008,mid-inc,phasing,2026-05-02 10:10:42+00:00,2026-05-02 18:17:42+00:00,8.12,6942.721,564.58,0.001817,69.9392,338.7143,244.7356,-2.9486,0.000423,-0.00722,-0.8639,-0.8598,-0.0041,23.6526,small,1.609,True,da=-2.95km[small]
STARLINK-37473,SSO,phasing,2026-05-03 17:44:42+00:00,2026-05-04 09:35:42+00:00,15.85,6716.336,338.2,0.001647,97.2044,328.975,153.7085,-2.8048,0.000777,0.00824,0.6934,0.6896,0.0038,146.2262,small,1.609,True,da=-2.80km[small]
STARLINK-6062,53deg,mixed,2026-05-05 11:15:42+00:00,2026-05-05 19:20:42+00:00,8.08,6869.526,491.39,0.001287,42.9707,200.1289,165.2041,-2.8996,-0.000985,-0.01021,-1.8569,-1.8954,0.0385,53.3201,small,1.608,True,da=-2.90km[small]
STARLINK-35008,53deg,mixed,2026-05-05 22:51:42+00:00,2026-05-06 02:05:42+00:00,3.23,6847.766,469.63,0.001624,53.057,326.1255,277.4635,2.8868,-0.000447,0.00511,-0.6406,-0.6287,-0.012,22.5251,small,1.608,True,da=+2.89km[small]
STARLINK-31625,53deg,mixed,2026-05-05 22:10:42+00:00,2026-05-06 02:30:42+00:00,4.33,6861.973,483.84,0.00093,43.1357,71.1039,51.9962,2.8915,-0.000566,0.01422,-1.0676,-1.0155,-0.0521,-85.8793,small,1.606,True,da=+2.89km[small]
STARLINK-30851,53deg,phasing,2026-05-04 10:45:42+00:00,2026-05-04 19:56:42+00:00,9.18,6864.103,485.97,0.000291,42.8782,238.7014,219.0273,2.8891,0.000934,0.01495,-2.2031,-2.1589,-0.0442,-53.2392,small,1.604,True,da=+2.89km[small]
STARLINK-30864,53deg,mixed,2026-05-03 10:52:42+00:00,2026-05-03 18:48:42+00:00,7.93,6866.488,488.35,0.000703,42.9567,335.8394,201.7905,-2.8908,-0.000431,-0.01771,-1.8634,-1.8636,0.0002,19.9382,small,1.604,True,da=-2.89km[small]
STARLINK-36962,53deg,phasing,2026-05-02 17:36:42+00:00,2026-05-03 01:32:42+00:00,7.93,6791.474,413.34,0.001606,53.2779,67.5492,257.1446,2.8438,-0.000452,0.00882,-1.6123,-1.5795,-0.0328,44.6592,small,1.604,True,da=+2.84km[small]
STARLINK-35274,53deg,mixed,2026-05-03 02:10:42+00:00,2026-05-03 09:54:42+00:00,7.73,6847.49,469.35,0.00035,53.1189,352.6808,84.8858,2.8758,0.000551,0.00653,-1.4795,-1.5017,0.0221,-24.0391,small,1.602,True,da=+2.88km[small]
STARLINK-30846,53deg,mixed,2026-05-03 10:58:42+00:00,2026-05-03 18:54:42+00:00,7.93,6862.968,484.83,0.000218,42.8668,245.023,225.8365,-2.8803,0.000276,-0.0099,-1.8729,-1.8696,-0.0033,19.9694,small,1.599,True,da=-2.88km[small]
STARLINK-31559,53deg,mixed,2026-05-02 10:35:42+00:00,2026-05-02 18:31:42+00:00,7.93,6862.652,484.52,0.000999,42.8958,315.9676,48.9488,-2.8757,-0.000311,-0.01518,-1.8813,-1.8691,-0.0123,19.9428,small,1.597,True,da=-2.88km[small]
STARLINK-32767,53deg,mixed,2026-05-03 10:31:42+00:00,2026-05-03 18:27:42+00:00,7.93,6866.483,488.35,0.00075,42.9395,328.3973,201.3523,-2.875,-0.000443,-0.01713,-1.8636,-1.8641,0.0005,19.9625,small,1.595,True,da=-2.87km[small]
STARLINK-30939,53deg,mixed,2026-05-03 10:54:42+00:00,2026-05-03 18:49:42+00:00,7.92,6847.125,468.99,0.001129,53.3179,106.1439,187.1089,-2.8604,-0.000557,-0.00474,-1.522,-1.5329,0.0108,23.0719,small,1.594,True,da=-2.86km[small]
STARLINK-35022,53deg,mixed,2026-05-03 18:14:42+00:00,2026-05-04 10:04:42+00:00,15.83,6855.068,476.93,0.001407,53.1172,336.1234,171.4562,-2.8665,-0.000846,-0.01525,-3.0405,-3.068,0.0276,39.7555,small,1.594,True,da=-2.87km[small]
STARLINK-36792,SSO,phasing,2026-05-02 17:38:42+00:00,2026-05-03 01:51:42+00:00,8.22,6841.896,463.76,0.001445,97.1716,310.7415,221.2325,-2.8559,0.000388,-0.00154,0.3453,0.3333,0.012,88.5214,small,1.593,True,da=-2.86km[small]
STARLINK-6075,53deg,raising,2026-05-06 03:09:42+00:00,2026-05-06 11:06:42+00:00,7.95,6864.605,486.47,0.001169,42.9687,196.5336,146.8878,2.869,8.7e-05,0.01548,-1.8544,-1.8657,0.0113,23.8249,small,1.592,True,da=+2.87km[small]
STARLINK-31148,53deg,mixed,2026-05-05 02:50:42+00:00,2026-05-05 10:46:42+00:00,7.93,6860.119,481.98,0.000738,42.8466,260.4342,114.2043,2.8663,0.000319,0.01114,-1.8847,-1.8698,-0.0148,20.0079,small,1.592,True,da=+2.87km[small]
STARLINK-32655,53deg,mixed,2026-05-05 10:32:42+00:00,2026-05-05 18:29:42+00:00,7.95,6864.251,486.11,0.001136,42.8951,310.2018,143.1585,2.8644,0.000144,0.00899,-1.8595,-1.8684,0.0089,23.8047,small,1.59,True,da=+2.86km[small]
STARLINK-6066,53deg,mixed,2026-05-03 19:17:42+00:00,2026-05-04 11:08:42+00:00,15.85,6870.092,491.96,0.00105,42.9495,209.9867,181.0398,-2.8665,-0.00066,-0.00263,-3.7051,-3.7164,0.0113,34.0695,small,1.589,True,da=-2.87km[small]
STARLINK-32664,53deg,phasing,2026-05-03 02:37:42+00:00,2026-05-03 10:28:42+00:00,7.85,6809.101,430.96,0.001708,42.8952,317.2142,315.7437,2.8256,0.000325,0.01341,-1.8959,-1.8977,0.0018,22.5577,small,1.588,True,da=+2.83km[small]
STARLINK-30321,53deg,mixed,2026-05-05 10:59:42+00:00,2026-05-05 19:05:42+00:00,8.1,6855.183,477.05,0.000597,53.0366,302.6083,322.3266,2.8527,0.000879,0.00954,-1.5289,-1.5696,0.0407,60.1887,small,1.587,True,da=+2.85km[small]
STARLINK-34830,53deg,mixed,2026-05-04 10:04:42+00:00,2026-05-04 20:49:42+00:00,10.75,6858.804,480.67,0.00084,53.1082,333.1031,197.2494,-2.8534,0.000566,-0.01371,-2.1213,-2.0795,-0.0419,-51.1813,small,1.586,True,da=-2.85km[small]
STARLINK-30964,53deg,mixed,2026-05-02 10:35:42+00:00,2026-05-02 18:53:42+00:00,8.3,6860.706,482.57,0.000824,43.132,108.5483,118.7272,2.8477,-0.000603,0.01702,-1.8953,-1.9465,0.0512,104.0294,small,1.582,True,da=+2.85km[small]
STARLINK-11444,53deg,phasing,2026-05-02 18:47:42+00:00,2026-05-03 02:59:42+00:00,8.2,6738.204,360.07,0.001222,42.9528,201.4588,35.7712,2.7651,-1.3e-05,0.02126,-2.1026,-2.0542,-0.0485,134.5875,small,1.578,True,da=+2.77km[small] | di=+0.0213deg
STARLINK-34008,mid-inc,phasing,2026-05-03 10:19:42+00:00,2026-05-03 18:26:42+00:00,8.12,6939.729,561.59,0.00224,69.9282,336.165,270.8452,2.89,-0.000404,0.00233,-0.8641,-0.8601,-0.004,23.6528,small,1.578,True,da=+2.89km[small]
STARLINK-31889,53deg,mixed,2026-05-04 10:38:42+00:00,2026-05-04 20:11:42+00:00,9.55,6867.718,489.58,0.001073,42.9274,319.7001,182.6446,-2.8453,-0.000631,-0.01737,-2.2273,-2.243,0.0157,30.8018,small,1.578,True,da=-2.85km[small]
STARLINK-35308,53deg,raising,2026-05-03 18:12:42+00:00,2026-05-04 10:01:42+00:00,15.82,6847.538,469.4,0.000315,53.1069,192.0125,86.5417,2.8286,0.000585,0.02023,-3.0875,-3.0716,-0.0159,32.4839,small,1.576,True,da=+2.83km[small] | di=+0.0202deg
STARLINK-30964,53deg,mixed,2026-05-03 10:54:42+00:00,2026-05-03 18:50:42+00:00,7.93,6860.539,482.4,0.00046,43.1349,102.8427,297.0134,2.8361,-0.000231,0.01746,-1.8687,-1.8606,-0.0081,19.944,small,1.575,True,da=+2.84km[small]
STARLINK-32042,53deg,mixed,2026-05-06 02:37:42+00:00,2026-05-06 10:31:42+00:00,7.9,6852.878,474.74,0.000876,53.27,129.8637,228.9075,-2.8254,0.000434,-0.00439,-1.5276,-1.5268,-0.0008,14.2514,small,1.572,True,da=-2.83km[small]
STARLINK-34817,53deg,mixed,2026-05-02 10:09:42+00:00,2026-05-02 18:09:42+00:00,8.0,6849.42,471.28,0.00141,53.0295,278.5198,169.3694,-2.8227,-0.000828,-0.00708,-1.5276,-1.5577,0.0301,41.2513,small,1.572,True,da=-2.82km[small]
STARLINK-32199,53deg,mixed,2026-05-05 18:40:42+00:00,2026-05-05 22:26:42+00:00,3.77,6850.425,472.29,0.00126,53.2243,31.543,299.5758,-2.8167,-0.000906,-0.00775,-0.7028,-0.7297,0.0269,145.0465,small,1.568,True,da=-2.82km[small]
STARLINK-31857,53deg,mixed,2026-05-03 10:40:42+00:00,2026-05-03 18:36:42+00:00,7.93,6862.465,484.33,0.000995,42.9128,324.5919,49.8878,-2.8223,-0.00032,-0.01599,-1.882,-1.8687,-0.0133,19.9617,small,1.567,True,da=-2.82km[small]
STARLINK-34492,53deg,mixed,2026-05-04 10:22:42+00:00,2026-05-04 20:47:42+00:00,10.42,6851.458,473.32,0.001067,53.0649,217.6675,235.8994,-2.8071,-0.000433,-0.00628,-2.0521,-2.0244,-0.0277,-127.7571,small,1.563,True,da=-2.81km[small]
STARLINK-6076,53deg,mixed,2026-05-06 03:02:42+00:00,2026-05-06 10:58:42+00:00,7.93,6867.102,488.96,0.000166,42.957,196.131,308.3843,2.8184,0.00026,0.01793,-1.8603,-1.8598,-0.0005,17.9284,small,1.563,True,da=+2.82km[small]
STARLINK-35453,53deg,lowering,2026-05-03 02:03:42+00:00,2026-05-03 09:57:42+00:00,7.9,6852.758,474.62,0.00087,53.2544,41.5561,229.0601,-2.8047,0.000437,-0.01225,-1.5312,-1.5276,-0.0035,14.2685,small,1.561,True,da=-2.80km[small]
STARLINK-34518,53deg,mixed,2026-05-05 02:10:42+00:00,2026-05-05 10:05:42+00:00,7.92,6847.856,469.72,0.000475,53.059,214.1832,102.2116,2.8023,0.000442,0.01112,-1.5494,-1.5391,-0.0103,18.1687,small,1.561,True,da=+2.80km[small]
STARLINK-36354,SSO,mixed,2026-05-03 01:55:42+00:00,2026-05-03 09:40:42+00:00,7.75,6850.017,471.88,0.001203,97.1641,311.0998,355.1332,-2.8042,-0.000295,0.00508,0.3221,0.3129,0.0092,-18.5453,small,1.561,True,da=-2.80km[small]
STARLINK-35321,53deg,mixed,2026-05-05 10:11:42+00:00,2026-05-05 18:05:42+00:00,7.9,6857.709,479.57,0.001496,53.1247,341.7793,24.3297,-2.8063,-0.000133,-0.01295,-1.5293,-1.5284,-0.0009,14.2995,small,1.56,True,da=-2.81km[small]
STARLINK-30913,53deg,mixed,2026-05-05 02:50:42+00:00,2026-05-05 10:43:42+00:00,7.88,6836.323,458.19,0.001483,53.292,98.5417,290.0364,2.792,-0.000418,0.00616,-1.5374,-1.5334,-0.004,15.4248,small,1.559,True,da=+2.79km[small]
STARLINK-35276,53deg,mixed,2026-05-05 22:57:42+00:00,2026-05-06 02:11:42+00:00,3.23,6859.754,481.62,0.001383,53.1344,197.4443,6.5107,-2.8043,5e-05,-0.00783,-0.6111,-0.6247,0.0136,22.5684,small,1.558,True,da=-2.80km[small]
STARLINK-34849,53deg,mixed,2026-05-05 22:45:42+00:00,2026-05-06 02:10:42+00:00,3.42,6849.685,471.55,0.00136,53.1034,197.6492,245.1119,2.7938,-0.000461,0.00893,-0.7044,-0.6629,-0.0415,64.5594,small,1.556,True,da=+2.79km[small]
STARLINK-34030,mid-inc,phasing,2026-05-05 02:28:42+00:00,2026-05-05 10:22:42+00:00,7.9,6956.527,578.39,0.000896,69.9414,332.0754,180.3908,-2.8563,0.00019,-0.00342,-0.8386,-0.8309,-0.0078,-24.9839,small,1.554,True,da=-2.86km[small]
STARLINK-35464,53deg,mixed,2026-05-03 02:05:42+00:00,2026-05-03 09:59:42+00:00,7.9,6840.968,462.83,0.001159,53.2486,41.5421,237.9638,-2.7834,0.000444,-0.01217,-1.545,-1.5371,-0.0079,18.2368,small,1.553,True,da=-2.78km[small]
STARLINK-31157,53deg,mixed,2026-05-05 10:44:42+00:00,2026-05-05 18:40:42+00:00,7.93,6860.916,482.78,0.000821,42.8479,258.566,119.4792,2.794,0.000321,0.01629,-1.8696,-1.869,-0.0006,19.9952,small,1.552,True,da=+2.79km[small]
STARLINK-36739,SSO,mixed,2026-05-05 01:43:42+00:00,2026-05-05 09:38:42+00:00,7.92,6831.239,453.1,0.003029,97.1779,313.1003,272.7718,2.7747,-0.000392,0.00179,0.3286,0.3228,0.0058,19.7448,small,1.551,True,da=+2.77km[small]
STARLINK-31852,53deg,mixed,2026-05-03 10:38:42+00:00,2026-05-03 18:34:42+00:00,7.93,6862.759,484.62,0.000149,42.901,317.2197,228.038,-2.791,0.000342,-0.01516,-1.8799,-1.8688,-0.0111,19.9237,small,1.55,True,da=-2.79km[small]
STARLINK-31148,53deg,mixed,2026-05-03 02:41:42+00:00,2026-05-03 10:37:42+00:00,7.93,6862.648,484.51,0.000204,42.8552,271.8459,228.1836,-2.7909,0.000334,-0.01425,-1.8845,-1.8702,-0.0143,19.9494,small,1.55,True,da=-2.79km[small]
STARLINK-37446,SSO,phasing,2026-05-02 17:32:42+00:00,2026-05-03 01:41:42+00:00,8.15,6710.698,332.56,0.000903,97.2017,327.9095,199.1761,-2.6921,0.000102,-0.00144,0.3642,0.3553,0.009,130.9733,small,1.546,True,da=-2.69km[small]
STARLINK-37133,53deg,mixed,2026-05-05 17:33:42+00:00,2026-05-05 23:18:42+00:00,5.75,6852.148,474.01,0.001109,53.2735,54.7244,52.0055,-2.759,0.000307,-0.00927,-1.1538,-1.1117,-0.0421,-119.4519,small,1.536,True,da=-2.76km[small]
STARLINK-35301,53deg,mixed,2026-05-04 10:04:42+00:00,2026-05-04 20:53:42+00:00,10.82,6850.311,472.17,0.000884,53.127,188.9388,118.8796,-2.7563,-0.000538,-0.00438,-2.0648,-2.1003,0.0354,-35.9556,small,1.535,True,da=-2.76km[small]
STARLINK-32259,53deg,mixed,2026-05-05 22:27:42+00:00,2026-05-06 02:35:42+00:00,4.13,6859.06,480.92,0.000922,53.0743,223.502,343.9338,-2.7594,-0.000368,-0.00485,-0.7642,-0.8,0.0357,-130.5924,small,1.533,True,da=-2.76km[small]
STARLINK-37063,53deg,mixed,2026-05-06 01:40:42+00:00,2026-05-06 09:36:42+00:00,7.93,6847.866,469.73,0.001638,52.994,271.7775,278.0323,2.7512,-0.000433,0.00675,-1.5548,-1.5447,-0.0101,21.8815,small,1.533,True,da=+2.75km[small]
STARLINK-30283,53deg,phasing,2026-05-03 10:55:42+00:00,2026-05-03 18:49:42+00:00,7.9,6852.857,474.72,0.000842,53.0444,312.3671,228.4065,-2.7524,0.000412,-0.00912,-1.5369,-1.535,-0.0019,14.2742,small,1.532,True,da=-2.75km[small]
