norad_id,sat_name,center_epoch,window_start,window_end,label_binary,label_severity,label_maneuver_class,inc_family,da_km_meme,label_source,model_version,alt_km,inc_deg,ecc,inc_family_enc,f107,da_1d_km,di_1d_deg,de_1d,draan_res_1d_deg,da_rate_1d_km_h,di_rate_1d_deg_h,draan_res_rate_1d_deg_h,da_3d_km,di_3d_deg,de_3d,draan_res_3d_deg,da_rate_3d_km_h,di_rate_3d_deg_h,draan_res_rate_3d_deg_h,da_7d_km,di_7d_deg,de_7d,draan_res_7d_deg,da_rate_7d_km_h,di_rate_7d_deg_h,draan_res_rate_7d_deg_h,da_std_7d,da_abs_max_7d,da_abs_mean_7d,n_tle_7d,dv_intrack_1d_ms,dv_crosstrack_1d_ms
58408,STARLINK-30906,2026-05-05T18:49:42+00:00,2026-04-28T18:49:42+00:00,2026-05-05T18:49:42+00:00,1,small,mixed,53deg,3.9838,meme_ephemeris,v1.0-meme-gt-plan-a,483.02,43.0019,0.000136,0,126.2,-0.0879,0.0,-7e-06,-1.8475,-0.00385,0.0,-0.080932,-0.1464,0.0005,2e-06,-1.8566,-0.00195,7e-06,-0.024722,-2.5739,-0.0023,-1.9e-05,-1.8706,-0.01594,-1.4e-05,-0.011587,0.2268,0.8582,0.1131,29,0.049,167.622
58408,STARLINK-30906,2026-05-05T22:04:42+00:00,2026-04-28T22:04:42+00:00,2026-05-05T22:04:42+00:00,0,none,mixed,53deg,-0.6852,meme_ephemeris,v1.0-meme-gt-plan-a,483.02,43.0019,0.000136,0,126.2,-0.0879,0.0,-7e-06,-1.8475,-0.00337,0.0,-0.070846,-0.1464,0.0005,2e-06,-1.8566,-0.00187,6e-06,-0.023696,-2.5739,-0.0023,-1.9e-05,-1.8706,-0.01563,-1.4e-05,-0.011359,0.2268,0.8582,0.1131,29,0.049,167.622
58408,STARLINK-30906,2026-05-06T02:45:42+00:00,2026-04-29T02:45:42+00:00,2026-05-06T02:45:42+00:00,1,small,mixed,53deg,-1.0098,meme_ephemeris,v1.0-meme-gt-plan-a,483.06,43.0043,0.000253,0,119.9,0.016,0.0025,0.000126,-1.8505,0.00064,0.0001,-0.074112,0.0618,0.0038,0.000132,-1.8566,0.00096,5.9e-05,-0.028918,-2.529,0.0007,9.7e-05,-1.8725,-0.01551,4e-06,-0.011482,0.2237,0.8582,0.1091,30,0.009,167.902
58388,STARLINK-30913,2026-05-02T10:35:42+00:00,2026-04-25T10:35:42+00:00,2026-05-02T10:35:42+00:00,1,large,mixed,53deg,11.2174,meme_ephemeris,v1.0-meme-gt-plan-a,462.74,53.1588,0.000111,1,163.0,0.0294,-0.0012,-4e-06,-0.0006,0.00106,-4.3e-05,-2e-05,-0.0493,-0.0003,-1e-06,-0.0038,-0.0007,-4e-06,-5.3e-05,-3.2891,-0.0007,0.0,0.0011,-0.02074,-4e-06,7e-06,0.385,1.8285,0.1814,32,0.016,0.172
58388,STARLINK-30913,2026-05-02T18:52:42+00:00,2026-04-25T18:52:42+00:00,2026-05-02T18:52:42+00:00,1,small,mixed,53deg,-2.673,meme_ephemeris,v1.0-meme-gt-plan-a,462.7,53.1621,0.000117,1,163.0,-0.0246,0.0025,-8e-06,0.0036,-0.00093,9.4e-05,0.000134,-0.1173,0.0031,1.5e-05,0.0028,-0.00165,4.4e-05,4e-05,-3.3313,0.0026,6e-06,0.0058,-0.01996,1.6e-05,3.5e-05,0.3791,1.8285,0.177,33,0.014,0.508
58388,STARLINK-30913,2026-05-03T02:48:42+00:00,2026-04-26T02:48:42+00:00,2026-05-03T02:48:42+00:00,1,medium,mixed,53deg,-9.4509,meme_ephemeris,v1.0-meme-gt-plan-a,462.76,53.1585,0.000206,1,144.5,0.0415,0.0005,9.5e-05,0.002,0.00155,1.9e-05,7.7e-05,0.0398,-0.0003,9e-05,0.0,0.00056,-4e-06,0.0,-2.6309,-0.0014,9.4e-05,0.0022,-0.01657,-9e-06,1.4e-05,0.3748,1.8285,0.16,33,0.023,0.223
58388,STARLINK-30913,2026-05-03T10:54:42+00:00,2026-04-26T10:54:42+00:00,2026-05-03T10:54:42+00:00,1,small,mixed,53deg,1.7493,meme_ephemeris,v1.0-meme-gt-plan-a,462.75,53.1581,0.000125,1,144.5,0.0028,-0.0007,1.4e-05,0.0022,0.0001,-2.5e-05,7.7e-05,-0.0465,-0.0002,-5e-06,-0.0023,-0.00066,-3e-06,-3.3e-05,-2.6448,-0.0018,1.3e-05,0.0011,-0.01585,-1.1e-05,6e-06,0.3693,1.8285,0.1556,34,0.002,0.252
58388,STARLINK-30913,2026-05-03T18:48:42+00:00,2026-04-26T18:48:42+00:00,2026-05-03T18:48:42+00:00,1,medium,mixed,53deg,9.8251,meme_ephemeris,v1.0-meme-gt-plan-a,462.75,53.1577,0.000114,1,144.5,0.049,-0.0044,-3e-06,-3.352,0.00181,-0.000163,-0.123843,-0.0922,-0.0006,1.3e-05,-3.3501,-0.00134,-9e-06,-0.048686,-3.1517,-0.0024,-0.000107,-3.3468,-0.01889,-1.4e-05,-0.020063,0.361,1.8285,0.1443,32,0.027,357.389
58388,STARLINK-30913,2026-05-04T10:47:42+00:00,2026-04-27T10:47:42+00:00,2026-05-04T10:47:42+00:00,1,small,mixed,53deg,-2.6895,meme_ephemeris,v1.0-meme-gt-plan-a,462.76,53.16,0.00011,1,139.6,0.0094,0.0019,-1.6e-05,0.0033,0.00033,6.6e-05,0.000113,0.0416,0.0,-6e-06,0.0049,0.00055,0.0,6.5e-05,-0.3549,0.0,1.9e-05,0.0031,-0.00213,0.0,1.9e-05,0.0824,0.2964,0.0558,31,0.005,0.433
58388,STARLINK-30913,2026-05-04T19:58:42+00:00,2026-04-27T19:58:42+00:00,2026-05-04T19:58:42+00:00,1,medium,mixed,53deg,-7.6047,meme_ephemeris,v1.0-meme-gt-plan-a,459.55,53.1604,0.000743,1,139.6,-3.2043,0.0027,0.00063,-3.6518,-0.15282,0.000129,-0.174162,-3.1799,0.0008,0.000618,-3.6502,-0.04202,1.1e-05,-0.04823,-3.2683,0.0003,0.000651,-3.6498,-0.01946,2e-06,-0.021728,0.0644,0.1391,0.0475,30,1.789,389.458
58388,STARLINK-30913,2026-05-05T02:50:42+00:00,2026-04-28T02:50:42+00:00,2026-05-05T02:50:42+00:00,1,small,mixed,53deg,2.792,meme_ephemeris,v1.0-meme-gt-plan-a,459.55,53.1604,0.000743,1,126.2,-3.201,0.002,0.000622,-3.651,-0.1383,8.6e-05,-0.157745,-3.1727,0.0024,0.000632,-3.6503,-0.04245,3.2e-05,-0.048845,-3.1484,0.0004,0.000642,-3.6507,-0.01887,2e-06,-0.021881,0.061,0.1272,0.0452,28,1.787,389.373
58388,STARLINK-30913,2026-05-05T10:43:42+00:00,2026-04-28T10:43:42+00:00,2026-05-05T10:43:42+00:00,1,medium,mixed,53deg,8.1433,meme_ephemeris,v1.0-meme-gt-plan-a,462.78,53.1598,0.000128,1,126.2,0.0212,-0.0002,1.9e-05,-1.7211,0.00081,-8e-06,-0.065347,0.0335,0.001,1.7e-05,-1.7157,0.00044,1.3e-05,-0.022467,-0.0071,0.0001,1.2e-05,-1.7188,-4e-05,1e-06,-0.010309,0.62,3.2097,0.1669,27,0.012,183.508
58388,STARLINK-30913,2026-05-05T18:46:42+00:00,2026-04-28T18:46:42+00:00,2026-05-05T18:46:42+00:00,1,small,mixed,53deg,-1.379,meme_ephemeris,v1.0-meme-gt-plan-a,462.79,53.1603,0.000123,1,126.2,3.2401,-0.0001,-0.000621,0.007,0.2071,-6e-06,0.000447,0.0848,-0.0018,5e-06,0.0075,0.00113,-2.4e-05,0.0001,0.0282,0.0006,2.4e-05,0.0108,0.00017,4e-06,6.5e-05,0.8784,3.2309,0.2797,28,1.808,0.746
58388,STARLINK-30913,2026-05-05T21:59:42+00:00,2026-04-28T21:59:42+00:00,2026-05-05T21:59:42+00:00,1,medium,mixed,53deg,-7.2495,meme_ephemeris,v1.0-meme-gt-plan-a,464.13,53.1611,8.2e-05,1,126.2,4.5851,0.0007,-0.000661,0.009,0.24308,3.7e-05,0.000478,1.4493,0.0048,-3.6e-05,0.0147,0.02058,6.8e-05,0.000209,1.3672,0.0016,-2.1e-05,0.0131,0.00814,1e-05,7.8e-05,0.9144,3.2309,0.3293,28,2.557,0.964
58388,STARLINK-30913,2026-05-06T02:50:42+00:00,2026-04-29T02:50:42+00:00,2026-05-06T02:50:42+00:00,1,small,mixed,53deg,-2.8869,meme_ephemeris,v1.0-meme-gt-plan-a,457.85,53.1616,0.000702,1,119.9,-1.6952,0.0012,-4.1e-05,0.0001,-0.07149,5.1e-05,5e-06,-4.9093,0.0031,0.000495,0.002,-0.06804,4.3e-05,2.8e-05,-4.8317,0.002,0.000594,0.0029,-0.02896,1.2e-05,1.7e-05,1.5057,6.2802,0.5589,28,0.947,0.16
58391,STARLINK-30916,2026-05-02T10:44:42+00:00,2026-04-25T10:44:42+00:00,2026-05-02T10:44:42+00:00,0,none,mixed,53deg,0.3141,meme_ephemeris,v1.0-meme-gt-plan-a,463.03,53.1594,0.00015,1,163.0,-0.3641,-0.0004,2.4e-05,0.0003,-0.01587,-1.7e-05,1.5e-05,-2.1989,-0.0021,4.5e-05,-0.002,-0.03013,-2.9e-05,-2.8e-05,-2.7611,0.0008,8.6e-05,-0.0004,-0.01656,5e-06,-2e-06,0.1667,0.6005,0.1118,31,0.203,0.062
58391,STARLINK-30916,2026-05-02T18:48:42+00:00,2026-04-25T18:48:42+00:00,2026-05-02T18:48:42+00:00,1,medium,mixed,53deg,9.3023,meme_ephemeris,v1.0-meme-gt-plan-a,462.93,53.1597,0.000139,1,163.0,-0.4081,0.0,2.2e-05,-0.0018,-0.01551,0.0,-6.7e-05,-2.3024,-0.0018,3.4e-05,-0.0025,-0.02841,-2.2e-05,-3.1e-05,-2.5564,-0.001,0.000105,0.0022,-0.01532,-6e-06,1.3e-05,0.1619,0.6005,0.105,31,0.228,0.192
58391,STARLINK-30916,2026-05-03T02:52:42+00:00,2026-04-26T02:52:42+00:00,2026-05-03T02:52:42+00:00,1,medium,mixed,53deg,-7.5484,meme_ephemeris,v1.0-meme-gt-plan-a,462.72,53.16,0.000139,1,144.5,-0.3297,0.0001,-5.4e-05,-0.9153,-0.01407,4e-06,-0.039054,-2.4732,-0.0015,2.2e-05,-0.9174,-0.03516,-2.1e-05,-0.013043,-2.642,0.0004,4.4e-05,-0.9164,-0.01663,3e-06,-0.005768,0.1657,0.6005,0.111,30,0.184,97.592
58391,STARLINK-30916,2026-05-03T10:55:42+00:00,2026-04-26T10:55:42+00:00,2026-05-03T10:55:42+00:00,1,small,mixed,53deg,-3.879,meme_ephemeris,v1.0-meme-gt-plan-a,462.76,53.1582,0.000147,1,144.5,-0.2679,-0.0012,-3e-06,-1.1642,-0.00945,-4.2e-05,-0.041049,-1.4634,-0.0035,7e-06,-1.1646,-0.02029,-4.9e-05,-0.016144,-2.5944,-0.0014,5.2e-05,-1.1657,-0.01554,-8e-06,-0.006983,0.1615,0.6005,0.1045,32,0.149,124.127
58391,STARLINK-30916,2026-05-03T18:50:42+00:00,2026-04-26T18:50:42+00:00,2026-05-03T18:50:42+00:00,1,medium,mixed,53deg,9.8336,meme_ephemeris,v1.0-meme-gt-plan-a,462.85,53.1586,0.000141,1,144.5,-0.0785,-0.0011,2e-06,-1.168,-0.00292,-4.1e-05,-0.043424,-1.3775,-0.0031,2e-06,-1.1689,-0.01721,-3.9e-05,-0.014601,-2.4339,-0.0012,4.7e-05,-1.1685,-0.01459,-7e-06,-0.007003,0.1628,0.6005,0.1053,32,0.044,124.532
58391,STARLINK-30916,2026-05-04T10:50:42+00:00,2026-04-27T10:50:42+00:00,2026-05-04T10:50:42+00:00,1,medium,mixed,53deg,-8.9197,meme_ephemeris,v1.0-meme-gt-plan-a,462.73,53.1606,0.000148,1,139.6,-0.0343,0.0024,1e-06,0.0003,-0.0015,0.000105,1.3e-05,-0.6664,0.0008,2.2e-05,0.0023,-0.00938,1.1e-05,3.3e-05,-2.5416,0.0007,4.9e-05,-0.0004,-0.01523,4e-06,-2e-06,0.1649,0.6005,0.1086,31,0.019,0.321
58391,STARLINK-30916,2026-05-05T02:51:42+00:00,2026-04-28T02:51:42+00:00,2026-05-05T02:51:42+00:00,1,small,mixed,53deg,-1.7268,meme_ephemeris,v1.0-meme-gt-plan-a,462.71,53.1606,0.000143,1,126.2,-0.019,0.0,-5e-06,0.002,-0.00089,0.0,9.3e-05,-0.3356,0.0007,-5e-05,0.0035,-0.0047,1e-05,4.9e-05,-2.4764,0.0005,1.9e-05,0.0025,-0.01484,3e-06,1.5e-05,0.1667,0.6005,0.1074,30,0.011,0.213
58391,STARLINK-30916,2026-05-05T10:46:42+00:00,2026-04-28T10:46:42+00:00,2026-05-05T10:46:42+00:00,1,small,mixed,53deg,2.4951,meme_ephemeris,v1.0-meme-gt-plan-a,462.71,53.1606,0.000143,1,126.2,-0.019,0.0,-5e-06,0.002,-0.00065,0.0,6.8e-05,-0.3213,0.0012,-7e-06,0.004,-0.00422,1.6e-05,5.2e-05,-2.5863,0.0007,3.3e-05,0.0009,-0.01551,4e-06,6e-06,0.1676,0.6005,0.1112,28,0.011,0.213
58391,STARLINK-30916,2026-05-05T18:42:42+00:00,2026-04-28T18:42:42+00:00,2026-05-05T18:42:42+00:00,1,medium,mixed,53deg,5.0682,meme_ephemeris,v1.0-meme-gt-plan-a,462.72,53.1598,0.000135,1,126.2,0.0099,-0.0008,-8e-06,-5.4837,0.00059,-4.7e-05,-0.324018,-0.2079,0.0001,-4e-06,-5.4792,-0.00278,1e-06,-0.073287,-2.5838,-0.0003,2e-05,-5.481,-0.0155,-2e-06,-0.032877,0.1696,0.6005,0.1152,27,0.006,584.687
58391,STARLINK-30916,2026-05-05T21:56:42+00:00,2026-04-28T21:56:42+00:00,2026-05-05T21:56:42+00:00,1,small,mixed,53deg,4.7656,meme_ephemeris,v1.0-meme-gt-plan-a,462.72,53.1598,0.000135,1,126.2,0.0099,-0.0008,-8e-06,-5.4837,0.00049,-4e-05,-0.272044,-0.0102,0.0003,-1e-06,-5.4783,-0.00015,4e-06,-0.078059,-2.5839,-0.0001,2e-05,-5.4807,-0.01539,-1e-06,-0.032634,0.1717,0.6005,0.1198,26,0.006,584.687
58391,STARLINK-30916,2026-05-06T02:48:42+00:00,2026-04-29T02:48:42+00:00,2026-05-06T02:48:42+00:00,1,large,mixed,53deg,-10.6704,meme_ephemeris,v1.0-meme-gt-plan-a,462.72,53.1598,0.000135,1,119.9,0.0099,-0.0008,-8e-06,-5.4837,0.0004,-3.2e-05,-0.219137,0.0041,-0.0002,-3e-06,-5.4785,6e-05,-3e-06,-0.077866,-2.5093,-0.0014,2.7e-05,-5.4816,-0.01528,-9e-06,-0.033391,0.1772,0.6005,0.1256,24,0.006,584.687
58383,STARLINK-30921,2026-05-02T10:44:42+00:00,2026-04-25T10:44:42+00:00,2026-05-02T10:44:42+00:00,1,small,mixed,53deg,-4.3923,meme_ephemeris,v1.0-meme-gt-plan-a,462.74,53.1612,0.000125,1,163.0,0.0125,0.0007,-2e-06,-0.0001,0.0005,2.8e-05,-4e-06,-0.0524,0.0038,-2.9e-05,-0.0006,-0.00074,5.4e-05,-8e-06,-12.472,0.0015,6e-06,-0.0019,-0.07822,9e-06,-1.2e-05,1.4375,6.7183,0.557,31,0.007,0.094
58383,STARLINK-30921,2026-05-02T18:47:42+00:00,2026-04-25T18:47:42+00:00,2026-05-02T18:47:42+00:00,1,medium,mixed,53deg,-6.7337,meme_ephemeris,v1.0-meme-gt-plan-a,462.8,53.1621,0.000132,1,163.0,0.0749,0.0016,5e-06,-3.3495,0.00227,4.8e-05,-0.101486,-0.0167,0.0047,-1.1e-05,-3.3484,-0.00024,6.6e-05,-0.047298,-12.4096,0.0024,1.3e-05,-3.3513,-0.07409,1.4e-05,-0.020008,1.4375,6.7183,0.557,31,0.042,357.141
58383,STARLINK-30921,2026-05-03T02:52:42+00:00,2026-04-26T02:52:42+00:00,2026-05-03T02:52:42+00:00,1,large,mixed,53deg,10.771,meme_ephemeris,v1.0-meme-gt-plan-a,462.71,53.161,0.000135,1,144.5,-0.0494,-0.0006,7e-06,-0.9072,-0.00221,-2.7e-05,-0.040631,-0.019,0.0002,1e-06,-0.9067,-0.00027,3e-06,-0.012808,-9.0245,0.0019,4e-06,-0.898,-0.05699,1.2e-05,-0.00567,1.3221,6.7183,0.4432,31,0.028,96.73
58383,STARLINK-30921,2026-05-03T10:57:42+00:00,2026-04-26T10:57:42+00:00,2026-05-03T10:57:42+00:00,1,small,mixed,53deg,1.2638,meme_ephemeris,v1.0-meme-gt-plan-a,462.68,53.1611,0.000133,1,144.5,-0.0586,-0.0001,8e-06,-0.0003,-0.00203,-3e-06,-9e-06,-0.0485,0.0007,2e-06,0.0005,-0.00067,1e-05,7e-06,-9.0557,0.002,2e-06,0.0099,-0.05441,1.2e-05,6e-05,1.245,6.7183,0.3946,35,0.033,0.035
58383,STARLINK-30921,2026-05-03T18:51:42+00:00,2026-04-26T18:51:42+00:00,2026-05-03T18:51:42+00:00,1,large,mixed,53deg,-10.7541,meme_ephemeris,v1.0-meme-gt-plan-a,462.76,53.1606,9.9e-05,1,144.5,-0.0439,-0.0015,-3.3e-05,-2.7366,-0.00224,-7.7e-05,-0.139961,0.0286,0.0002,-3.2e-05,-2.7355,0.00036,2e-06,-0.033973,-2.2603,0.0009,-1.6e-05,-2.7335,-0.01355,5e-06,-0.016382,0.5536,2.4818,0.2093,33,0.024,291.786
58383,STARLINK-30921,2026-05-04T10:46:42+00:00,2026-04-27T10:46:42+00:00,2026-05-04T10:46:42+00:00,1,medium,mixed,53deg,9.8194,meme_ephemeris,v1.0-meme-gt-plan-a,462.76,53.161,0.000132,1,139.6,0.0737,-0.0001,-1e-06,0.0003,0.00282,-4e-06,1.3e-05,0.0275,0.0005,5e-06,-0.0,0.00038,7e-06,-0.0,-0.8459,0.0018,2e-06,0.0009,-0.00507,1.1e-05,5e-06,0.1216,0.5687,0.0581,32,0.041,0.035
58383,STARLINK-30921,2026-05-04T19:55:42+00:00,2026-04-27T19:55:42+00:00,2026-05-04T19:55:42+00:00,0,none,mixed,53deg,0.5954,meme_ephemeris,v1.0-meme-gt-plan-a,462.74,53.1613,0.000137,1,139.6,-0.0241,0.0007,3.8e-05,-3.3524,-0.00114,3.3e-05,-0.158352,-0.0276,-0.0003,9e-06,-3.3468,-0.00043,-5e-06,-0.052806,-0.2979,0.0023,0.000104,-3.345,-0.00177,1.4e-05,-0.019919,0.072,0.3014,0.0411,31,0.013,357.449
58383,STARLINK-30921,2026-05-05T02:55:42+00:00,2026-04-28T02:55:42+00:00,2026-05-05T02:55:42+00:00,1,small,mixed,53deg,-1.7066,meme_ephemeris,v1.0-meme-gt-plan-a,462.74,53.1613,0.000137,1,126.2,-0.0206,0.0003,5e-06,0.002,-0.00094,1.4e-05,9.3e-05,-0.0276,-0.0003,9e-06,0.0031,-0.00039,-4e-06,4.3e-05,0.0204,0.0023,-2.1e-05,0.0041,0.00012,1.4e-05,2.5e-05,0.0473,0.0985,0.0312,31,0.011,0.217
58383,STARLINK-30921,2026-05-05T10:48:42+00:00,2026-04-28T10:48:42+00:00,2026-05-05T10:48:42+00:00,1,small,mixed,53deg,-1.986,meme_ephemeris,v1.0-meme-gt-plan-a,462.7,53.1606,0.000123,1,126.2,-0.0527,-0.0004,-9e-06,-3.3464,-0.00177,-1.3e-05,-0.112291,-0.0376,-0.0006,-2e-06,-3.3463,-0.00049,-8e-06,-0.043629,-0.0994,0.0022,-2.4e-05,-3.3459,-0.0006,1.3e-05,-0.020058,0.0465,0.0985,0.0303,29,0.029,356.806
58383,STARLINK-30921,2026-05-05T18:40:42+00:00,2026-04-28T18:40:42+00:00,2026-05-05T18:40:42+00:00,1,medium,mixed,53deg,-8.1722,meme_ephemeris,v1.0-meme-gt-plan-a,462.7,53.1606,0.000123,1,126.2,-0.032,-0.0007,-1.4e-05,0.0014,-0.00157,-3.4e-05,7e-05,-0.1,-0.0015,-8e-06,0.0032,-0.00148,-2.2e-05,4.8e-05,-0.0973,0.0024,-2.2e-05,0.0054,-0.00058,1.4e-05,3.2e-05,0.0468,0.0985,0.0313,29,0.018,0.176
58383,STARLINK-30921,2026-05-05T22:04:42+00:00,2026-04-28T22:04:42+00:00,2026-05-05T22:04:42+00:00,1,small,mixed,53deg,1.9843,meme_ephemeris,v1.0-meme-gt-plan-a,462.77,53.1607,0.000125,1,126.2,0.0355,-0.0006,-1.2e-05,-2.4336,0.00149,-2.5e-05,-0.101945,-0.0325,-0.0014,-7e-06,-2.4318,-0.00046,-2e-05,-0.034362,0.0526,0.0026,-1.3e-05,-2.4307,0.00032,1.6e-05,-0.014997,0.0446,0.0985,0.0294,27,0.02,259.479
58383,STARLINK-30921,2026-05-06T02:50:42+00:00,2026-04-29T02:50:42+00:00,2026-05-06T02:50:42+00:00,1,small,mixed,53deg,4.5855,meme_ephemeris,v1.0-meme-gt-plan-a,462.77,53.1607,0.000125,1,119.9,0.0355,-0.0006,-1.2e-05,-2.4336,0.00124,-2.1e-05,-0.084977,0.0573,-0.0003,-1e-05,-2.4368,0.00081,-4e-06,-0.034396,0.0526,0.0026,-1.3e-05,-2.4307,0.00032,1.6e-05,-0.014569,0.0446,0.0985,0.0294,27,0.02,259.479
58381,STARLINK-30923,2026-05-02T10:43:42+00:00,2026-04-25T10:43:42+00:00,2026-05-02T10:43:42+00:00,1,medium,raising,53deg,6.3739,meme_ephemeris,v1.0-meme-gt-plan-a,468.37,53.158,0.000187,1,163.0,-2.8557,0.0002,-4e-06,-1.5537,-0.12565,9e-06,-0.068362,-6.9227,-0.0018,3.3e-05,-1.557,-0.09465,-2.5e-05,-0.021288,-6.8648,-0.0016,8.2e-05,-1.5544,-0.04145,-1e-05,-0.009385,0.5239,1.5064,0.3477,28,1.591,165.587
58381,STARLINK-30923,2026-05-02T18:51:42+00:00,2026-04-25T18:51:42+00:00,2026-05-02T18:51:42+00:00,1,small,raising,53deg,4.6516,meme_ephemeris,v1.0-meme-gt-plan-a,468.25,53.1576,0.000188,1,163.0,-1.7197,-0.0005,2e-06,-1.1644,-0.07523,-2.2e-05,-0.050933,-6.5564,-0.0033,-2.9e-05,-1.1678,-0.09761,-4.9e-05,-0.017387,-6.1118,-0.0015,-0.000538,-1.1638,-0.03905,-1e-05,-0.007435,0.5192,1.5064,0.3303,28,0.958,124.098
58381,STARLINK-30923,2026-05-03T02:51:42+00:00,2026-04-26T02:51:42+00:00,2026-05-03T02:51:42+00:00,1,large,raising,53deg,-11.3052,meme_ephemeris,v1.0-meme-gt-plan-a,468.12,53.1582,0.000202,1,144.5,0.0518,0.0,2.4e-05,-1.1646,0.00227,0.0,-0.050942,-5.4967,-0.0029,-7e-05,-1.1641,-0.07977,-4.2e-05,-0.016894,-6.2431,-0.0009,-0.000524,-1.1624,-0.03795,-5e-06,-0.007065,0.5035,1.5064,0.3096,30,0.029,124.121
58381,STARLINK-30923,2026-05-03T10:59:42+00:00,2026-04-26T10:59:42+00:00,2026-05-03T10:59:42+00:00,0,none,raising,53deg,0.6871,meme_ephemeris,v1.0-meme-gt-plan-a,468.12,53.1579,0.000194,1,144.5,-0.2459,-0.0001,6e-06,-1.1644,-0.01069,-4e-06,-0.050638,-4.752,-0.0025,8.1e-05,-1.1614,-0.06714,-3.5e-05,-0.01641,-7.0699,-0.0006,4.7e-05,-1.1661,-0.04504,-4e-06,-0.007429,0.4595,1.5064,0.2841,29,0.137,124.099
58381,STARLINK-30923,2026-05-03T18:59:42+00:00,2026-04-26T18:59:42+00:00,2026-05-03T18:59:42+00:00,1,medium,raising,53deg,8.8953,meme_ephemeris,v1.0-meme-gt-plan-a,468.16,53.1583,0.000192,1,144.5,-0.0892,0.0007,4e-06,-1.1649,-0.00388,3e-05,-0.050658,-4.4412,-0.0017,4.5e-05,-1.1633,-0.06549,-2.5e-05,-0.017155,-7.0288,-0.0002,4.5e-05,-1.1675,-0.04261,-1e-06,-0.007077,0.4475,1.5064,0.267,31,0.05,124.153
58381,STARLINK-30923,2026-05-04T10:50:42+00:00,2026-04-27T10:50:42+00:00,2026-05-04T10:50:42+00:00,1,large,raising,53deg,-10.6445,meme_ephemeris,v1.0-meme-gt-plan-a,468.02,53.1585,0.000188,1,139.6,-0.1034,0.0006,-6e-06,-1.5534,-0.00453,2.6e-05,-0.067997,-3.205,0.0007,-4e-06,-1.5516,-0.04524,1e-05,-0.021902,-7.2249,-0.0007,7.2e-05,-1.5546,-0.04503,-4e-06,-0.00969,0.4461,1.5064,0.2715,31,0.058,165.561
58381,STARLINK-30923,2026-05-04T19:57:42+00:00,2026-04-27T19:57:42+00:00,2026-05-04T19:57:42+00:00,0,none,raising,53deg,-0.1726,meme_ephemeris,v1.0-meme-gt-plan-a,468.08,53.159,0.000187,1,139.6,-0.0789,0.0007,-5e-06,-1.1647,-0.00329,2.9e-05,-0.048608,-1.8878,0.0009,1e-06,-1.1628,-0.02623,1.3e-05,-0.016158,-7.1571,-0.0003,7.5e-05,-1.1672,-0.04383,-2e-06,-0.007148,0.4402,1.5064,0.2641,32,0.044,124.134
58381,STARLINK-30923,2026-05-05T02:58:42+00:00,2026-04-28T02:58:42+00:00,2026-05-05T02:58:42+00:00,0,none,raising,53deg,0.1837,meme_ephemeris,v1.0-meme-gt-plan-a,467.98,53.1597,0.00019,1,126.2,-0.0534,0.0011,-5e-06,0.0002,-0.00232,4.8e-05,7e-06,-0.0942,0.0015,1.2e-05,0.0023,-0.00133,2.1e-05,3.2e-05,-7.2762,0.0002,7.8e-05,-0.0007,-0.04436,1e-06,-4e-06,0.4308,1.5064,0.2542,34,0.03,0.148
58381,STARLINK-30923,2026-05-05T10:49:42+00:00,2026-04-28T10:49:42+00:00,2026-05-05T10:49:42+00:00,1,medium,raising,53deg,6.1098,meme_ephemeris,v1.0-meme-gt-plan-a,467.98,53.1597,0.00019,1,126.2,-0.0437,0.0012,3e-06,-0.0004,-0.00191,5.3e-05,-1.6e-05,-0.393,0.0017,3e-06,0.0019,-0.00555,2.4e-05,2.6e-05,-7.2765,0.0001,7.8e-05,-0.0009,-0.04522,1e-06,-6e-06,0.4407,1.5064,0.2704,32,0.024,0.165
58381,STARLINK-30923,2026-05-05T18:49:42+00:00,2026-04-28T18:49:42+00:00,2026-05-05T18:49:42+00:00,1,small,raising,53deg,4.5097,meme_ephemeris,v1.0-meme-gt-plan-a,467.9,53.1608,0.000196,1,126.2,-0.1866,0.0018,9e-06,-5.1665,-0.00818,7.9e-05,-0.226324,-0.3548,0.0032,8e-06,-5.1646,-0.00501,4.5e-05,-0.072918,-7.3379,0.0011,8.7e-05,-5.1683,-0.04646,7e-06,-0.032723,0.4515,1.5064,0.2885,30,0.104,550.665
58381,STARLINK-30923,2026-05-05T22:03:42+00:00,2026-04-28T22:03:42+00:00,2026-05-05T22:03:42+00:00,1,small,raising,53deg,1.449,meme_ephemeris,v1.0-meme-gt-plan-a,467.9,53.1608,0.000196,1,126.2,-0.1866,0.0018,9e-06,-5.1665,-0.00716,6.9e-05,-0.198245,-0.3122,0.0025,-7e-06,-5.1641,-0.00433,3.5e-05,-0.071662,-7.3379,0.0011,8.7e-05,-5.1683,-0.04553,7e-06,-0.032067,0.4515,1.5064,0.2885,30,0.104,550.665
