norad_id,sat_name,center_epoch,window_start,window_end,label_binary,label_severity,label_maneuver_class,inc_family,da_km_meme,label_source,model_version,alt_km,inc_deg,ecc,inc_family_enc,f107,da_1d_km,di_1d_deg,de_1d,draan_res_1d_deg,da_rate_1d_km_h,di_rate_1d_deg_h,draan_res_rate_1d_deg_h,da_3d_km,di_3d_deg,de_3d,draan_res_3d_deg,da_rate_3d_km_h,di_rate_3d_deg_h,draan_res_rate_3d_deg_h,da_7d_km,di_7d_deg,de_7d,draan_res_7d_deg,da_rate_7d_km_h,di_rate_7d_deg_h,draan_res_rate_7d_deg_h,da_std_7d,da_abs_max_7d,da_abs_mean_7d,n_tle_7d,dv_intrack_1d_ms,dv_crosstrack_1d_ms
60931,STARLINK-11204,2026-05-05T21:52:42+00:00,2026-04-28T21:52:42+00:00,2026-05-05T21:52:42+00:00,1,small,phasing,53deg,-1.5403,meme_ephemeris,v1.0-meme-gt-plan-a,359.67,53.1568,0.000117,1,126.2,-0.0466,-0.0027,-2.6e-05,-0.0011,-0.00221,-0.000128,-5e-05,-0.0537,-0.0021,-3.6e-05,0.002,-0.00073,-2.9e-05,2.7e-05,-0.0568,-0.0019,-3e-06,0.0057,-0.00035,-1.2e-05,3.5e-05,0.0244,0.0532,0.0168,23,0.027,0.381
60931,STARLINK-11204,2026-05-06T03:04:42+00:00,2026-04-29T03:04:42+00:00,2026-05-06T03:04:42+00:00,1,large,phasing,53deg,11.902,meme_ephemeris,v1.0-meme-gt-plan-a,359.81,53.1575,0.000113,1,119.9,0.0856,-0.002,-2.9e-05,-2.1968,0.00325,-7.6e-05,-0.0835,0.0654,-0.0023,-1.1e-05,-2.1926,0.00091,-3.2e-05,-0.03039,0.0753,-0.0012,-7e-06,-2.19,0.00045,-7e-06,-0.013123,0.0244,0.0532,0.0168,23,0.049,236.004
60313,STARLINK-11205,2026-05-02T10:48:42+00:00,2026-04-25T10:48:42+00:00,2026-05-02T10:48:42+00:00,1,small,mixed,53deg,-2.2334,meme_ephemeris,v1.0-meme-gt-plan-a,359.74,53.1581,7.9e-05,1,163.0,0.033,0.0014,5e-06,-2.511,0.00127,5.4e-05,-0.096385,-0.0296,-0.0025,-2.6e-05,-2.5097,-0.00044,-3.7e-05,-0.037286,-0.012,-0.0025,-2.6e-05,-2.5059,-7e-05,-1.5e-05,-0.015464,0.0476,0.1488,0.0311,21,0.019,269.762
60313,STARLINK-11205,2026-05-02T19:00:42+00:00,2026-04-25T19:00:42+00:00,2026-05-02T19:00:42+00:00,1,medium,mixed,53deg,-6.5144,meme_ephemeris,v1.0-meme-gt-plan-a,359.72,53.1581,7.1e-05,1,163.0,-0.0247,0.0011,-2.4e-05,0.0019,-0.00088,3.9e-05,6.8e-05,-0.0179,-0.0016,-7e-06,0.0041,-0.00025,-2.2e-05,5.6e-05,-0.0112,-0.0019,-2.2e-05,0.0089,-7e-05,-1.2e-05,5.6e-05,0.0465,0.1488,0.0299,22,0.014,0.252
60313,STARLINK-11205,2026-05-03T03:02:42+00:00,2026-04-26T03:02:42+00:00,2026-05-03T03:02:42+00:00,1,medium,mixed,53deg,6.9155,meme_ephemeris,v1.0-meme-gt-plan-a,359.73,53.1579,8.7e-05,1,144.5,0.0027,0.0002,-2.4e-05,-4.0804,0.0001,8e-06,-0.160169,-0.0178,-0.0017,1.2e-05,-4.0778,-0.00024,-2.3e-05,-0.055978,0.0047,-0.0021,-7e-06,-4.0731,3e-05,-1.3e-05,-0.024305,0.0465,0.1488,0.0299,22,0.002,438.365
60313,STARLINK-11205,2026-05-03T11:03:42+00:00,2026-04-26T11:03:42+00:00,2026-05-03T11:03:42+00:00,1,medium,mixed,53deg,-8.3585,meme_ephemeris,v1.0-meme-gt-plan-a,359.73,53.1579,8.7e-05,1,144.5,-0.0036,-0.0002,8e-06,-4.0807,-0.00017,-9e-06,-0.191872,0.131,-0.0001,-2.2e-05,-4.0793,0.00179,-1e-06,-0.055711,0.0135,-0.0034,-3.2e-05,-4.0764,8e-05,-2.1e-05,-0.025186,0.0476,0.1488,0.031,21,0.002,438.397
60313,STARLINK-11205,2026-05-03T19:07:42+00:00,2026-04-26T19:07:42+00:00,2026-05-03T19:07:42+00:00,1,medium,mixed,53deg,6.7988,meme_ephemeris,v1.0-meme-gt-plan-a,359.72,53.1578,0.000104,1,144.5,0.005,-0.0003,3.3e-05,-0.0,0.00019,-1.1e-05,-2e-06,0.0628,-0.0014,-8e-06,0.0011,0.00084,-1.9e-05,1.5e-05,-0.0536,-0.002,-1.1e-05,0.0046,-0.00036,-1.4e-05,3.2e-05,0.0439,0.1488,0.0268,23,0.003,0.04
60313,STARLINK-11205,2026-05-04T11:01:42+00:00,2026-04-27T11:01:42+00:00,2026-05-04T11:01:42+00:00,1,medium,mixed,53deg,-5.143,meme_ephemeris,v1.0-meme-gt-plan-a,359.76,53.1582,0.000111,1,139.6,0.0294,0.0003,2.4e-05,-4.3926,0.00132,1.3e-05,-0.196854,0.0588,0.0015,3.8e-05,-4.3917,0.00079,2e-05,-0.059132,-0.0133,-0.0016,-4e-06,-4.3888,-8e-05,-1e-05,-0.026942,0.0439,0.1488,0.0268,23,0.017,471.906
60313,STARLINK-11205,2026-05-04T19:46:42+00:00,2026-04-27T19:46:42+00:00,2026-05-04T19:46:42+00:00,1,small,mixed,53deg,-2.9492,meme_ephemeris,v1.0-meme-gt-plan-a,359.7,53.158,0.000113,1,139.6,-0.0177,0.0002,8e-06,-0.0004,-0.0006,7e-06,-1.5e-05,-0.0375,0.001,1.7e-05,0.0014,-0.00049,1.3e-05,1.9e-05,-0.0215,-0.0025,0.0,0.0051,-0.00013,-1.6e-05,3.1e-05,0.0443,0.1488,0.0278,24,0.01,0.051
60313,STARLINK-11205,2026-05-05T03:16:42+00:00,2026-04-28T03:16:42+00:00,2026-05-05T03:16:42+00:00,1,medium,mixed,53deg,5.5199,meme_ephemeris,v1.0-meme-gt-plan-a,359.64,53.1584,0.000105,1,126.2,-0.1249,0.0002,-6e-06,-2.5131,-0.00798,1.3e-05,-0.160653,-0.0929,0.0007,-6e-06,-2.5099,-0.00126,9e-06,-0.034052,-0.0537,-0.001,8.3e-05,-2.5062,-0.00033,-6e-06,-0.015438,0.0457,0.1488,0.0288,22,0.071,269.991
60313,STARLINK-11205,2026-05-05T11:06:42+00:00,2026-04-28T11:06:42+00:00,2026-05-05T11:06:42+00:00,1,small,mixed,53deg,2.1122,meme_ephemeris,v1.0-meme-gt-plan-a,359.7,53.1579,9.2e-05,1,126.2,-0.0643,-0.0003,-1.9e-05,-1.2535,-0.00274,-1.3e-05,-0.053394,-0.0386,-0.0002,1.3e-05,-1.2506,-0.00056,-3e-06,-0.018042,-0.0694,-0.0018,9e-06,-1.2463,-0.00042,-1.1e-05,-0.007596,0.0446,0.1488,0.0283,22,0.037,134.666
60313,STARLINK-11205,2026-05-05T19:07:42+00:00,2026-04-28T19:07:42+00:00,2026-05-05T19:07:42+00:00,1,small,mixed,53deg,-1.832,meme_ephemeris,v1.0-meme-gt-plan-a,359.7,53.158,9.2e-05,1,126.2,-0.0063,0.0,-2.1e-05,0.0043,-0.00026,0.0,0.000182,-0.019,-0.0001,2.1e-05,0.0039,-0.00026,-1e-06,5.2e-05,-0.0682,-0.0026,-1.4e-05,0.0069,-0.00046,-1.8e-05,4.7e-05,0.0457,0.1488,0.0297,23,0.004,0.462
60313,STARLINK-11205,2026-05-05T21:48:42+00:00,2026-04-28T21:48:42+00:00,2026-05-05T21:48:42+00:00,1,medium,mixed,53deg,-5.6546,meme_ephemeris,v1.0-meme-gt-plan-a,359.7,53.158,9.2e-05,1,126.2,-0.0063,0.0,-2.1e-05,0.0043,-0.00024,0.0,0.000164,-0.019,-0.0001,2.1e-05,0.0039,-0.00025,-1e-06,5e-05,-0.0682,-0.0026,-1.4e-05,0.0069,-0.00045,-1.7e-05,4.6e-05,0.0457,0.1488,0.0297,23,0.004,0.462
60313,STARLINK-11205,2026-05-06T02:59:42+00:00,2026-04-29T02:59:42+00:00,2026-05-06T02:59:42+00:00,1,large,mixed,53deg,12.214,meme_ephemeris,v1.0-meme-gt-plan-a,359.7,53.158,9.2e-05,1,119.9,0.0606,-0.0004,-1.3e-05,0.0039,0.00311,-2.1e-05,0.000198,-0.0349,0.0001,5e-06,0.0048,-0.00056,2e-06,7.6e-05,-0.0682,-0.0026,-1.4e-05,0.0069,-0.00044,-1.7e-05,4.4e-05,0.0457,0.1488,0.0297,23,0.035,0.422
60312,STARLINK-11206,2026-05-02T10:50:42+00:00,2026-04-25T10:50:42+00:00,2026-05-02T10:50:42+00:00,1,medium,phasing,53deg,-7.6558,meme_ephemeris,v1.0-meme-gt-plan-a,359.74,53.1606,0.000113,1,163.0,0.0547,0.0004,2.3e-05,-4.0793,0.00211,1.5e-05,-0.157095,-0.0003,0.0019,2.1e-05,-4.0798,-0.0,2.7e-05,-0.05805,0.0576,0.0026,4.3e-05,-4.0766,0.00036,1.6e-05,-0.025409,0.0271,0.0717,0.0175,21,0.031,438.262
60312,STARLINK-11206,2026-05-02T19:02:42+00:00,2026-04-25T19:02:42+00:00,2026-05-02T19:02:42+00:00,1,medium,phasing,53deg,7.7097,meme_ephemeris,v1.0-meme-gt-plan-a,359.72,53.1605,0.000114,1,163.0,-0.0314,0.0001,3.3e-05,0.0017,-0.00126,4e-06,7e-05,-0.0178,0.0015,2.2e-05,0.0014,-0.00024,2e-05,1.8e-05,0.0003,0.0027,2e-06,0.004,0.0,1.8e-05,2.7e-05,0.0266,0.0717,0.0168,22,0.018,0.183
60312,STARLINK-11206,2026-05-03T02:53:42+00:00,2026-04-26T02:53:42+00:00,2026-05-03T02:53:42+00:00,1,medium,phasing,53deg,-5.4589,meme_ephemeris,v1.0-meme-gt-plan-a,359.72,53.1606,0.000126,1,144.5,-0.0276,0.0002,4.5e-05,0.0018,-0.00084,6e-06,5.6e-05,0.0266,0.0016,3.8e-05,0.0004,0.00037,2.2e-05,6e-06,0.0041,0.0028,1.4e-05,0.0041,3e-05,1.8e-05,2.6e-05,0.0255,0.0717,0.0155,24,0.016,0.195
