norad_id,sat_name,propulsion_class,mass_kg,label_binary,label_mw,behavior,label_source,model_version,alt_km,inc_deg,ecc,inc_family_enc,bstar_mean,bstar_std,net_da_km,max_da_km,da_std,da_abs_mean,max_di_deg,max_draan_res_deg,neg_streak,total_drop_km,monotone_decay,n_transitions,n_flagged,flag_rate,burn_freq_per_day,n_windows_flagged,n_tle,mean_tle_gap_h,max_tle_gap_h,dv_net_ms
64348,STARLINK-34274,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,571.99,70.0014,0.000328,2,0.000178,0.00072275,0.042,0.999,0.144,0.033,0.0022,0.0079,1,0.0,0,92,0,0.0,0.0,0,93,7.3,22.43,0.023
64349,STARLINK-34301,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.02,70.0014,0.000266,2,0.0003662,0.00636137,0.01,6.673,0.9969,0.2314,0.0033,0.005,1,0.0,0,86,4,0.0465,0.1333,2,87,7.75,30.44,0.006
64350,STARLINK-34425,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,571.98,70.0013,0.00032,2,0.0002263,0.00029643,0.057,0.134,0.0234,0.0098,0.0039,0.003,0,0.0,0,97,0,0.0,0.0,0,98,6.94,32.04,0.031
64351,STARLINK-34389,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0017,0.000255,2,0.0001862,0.00039906,0.003,0.174,0.0344,0.0149,0.003,0.0049,0,0.0,0,91,0,0.0,0.0,0,92,7.41,24.03,0.002
64352,STARLINK-34385,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.01,70.0008,0.000283,2,-9.44e-05,0.00511842,0.04,4.741,0.6675,0.1116,0.0019,0.0045,1,0.0,0,98,2,0.0204,0.0667,1,99,6.85,24.03,0.022
64353,STARLINK-34431,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.0,70.0024,0.000282,2,0.0010751,0.00526842,0.038,4.485,0.7616,0.1976,0.0023,0.0096,1,0.0,0,83,4,0.0482,0.1333,2,84,8.15,46.47,0.021
64354,STARLINK-34473,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.002,0.000284,2,0.0002288,0.00054786,-0.003,0.361,0.0577,0.0203,0.0049,0.005,1,0.003,0,88,0,0.0,0.0,0,89,7.67,27.24,0.002
64355,STARLINK-34270,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.0,70.0015,0.000303,2,-0.000158,0.00917724,0.038,5.845,1.2978,0.3838,0.0062,0.0061,1,0.0,0,94,6,0.0638,0.2,3,95,7.18,24.03,0.021
64356,STARLINK-34397,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,571.99,70.001,0.000326,2,0.0001968,0.00021981,0.062,0.157,0.0294,0.0126,0.0025,0.0025,0,0.0,0,93,0,0.0,0.0,0,94,7.22,24.03,0.034
64357,STARLINK-34454,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.08,70.0008,0.000263,2,0.0004877,0.00148288,-0.017,1.281,0.196,0.0389,0.0018,0.0029,1,0.017,0,85,2,0.0235,0.0667,1,86,7.9,24.03,0.009
64358,STARLINK-34436,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0011,0.000315,2,0.0008348,0.00450144,0.002,2.888,0.415,0.0746,0.003,0.0038,1,0.0,0,95,2,0.0211,0.0667,1,96,7.08,20.83,0.001
64359,STARLINK-34291,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.0,70.0023,0.000236,2,0.0006609,0.00421849,0.014,6.025,0.9197,0.1841,0.002,0.0081,1,0.0,0,91,4,0.044,0.1333,1,92,7.41,27.24,0.008
64360,STARLINK-34458,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.04,70.0015,0.000302,2,0.0005296,0.00836296,0.042,5.032,0.8302,0.241,0.0093,0.009,1,0.0,0,90,4,0.0444,0.1333,2,91,7.49,29.89,0.023
64361,STARLINK-34243,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.06,70.0013,0.000295,2,0.0002901,0.00024041,-0.025,0.089,0.0192,0.01,0.0043,0.0037,0,0.025,0,83,0,0.0,0.0,0,84,8.11,27.24,0.014
64362,STARLINK-34335,Electric_EP,800.0,1,1,PhasingManeuver,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.11,70.0005,0.000304,2,0.0008339,0.00818518,-0.074,6.974,0.9314,0.1711,0.0044,0.0059,1,0.074,0,101,2,0.0198,0.0667,1,102,6.74,24.03,0.04
64363,STARLINK-34408,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0009,0.000294,2,0.0002541,0.00017897,0.002,0.093,0.0133,0.0076,0.0018,0.0029,0,0.0,0,86,0,0.0,0.0,0,87,7.81,22.43,0.001
64364,STARLINK-34476,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0012,0.000304,2,0.000432,0.00087138,0.008,0.546,0.0837,0.0224,0.0028,0.0028,1,0.0,0,85,0,0.0,0.0,0,86,7.95,24.13,0.004
64365,STARLINK-34479,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0011,0.000318,2,0.0001921,0.0002479,0.009,0.134,0.0199,0.0098,0.0037,0.0051,0,0.0,0,91,0,0.0,0.0,0,92,7.38,24.03,0.005
64366,STARLINK-34484,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.01,70.0016,0.000294,2,0.0002584,0.00013561,0.025,0.046,0.0111,0.0069,0.0022,0.0046,0,0.0,0,86,0,0.0,0.0,0,87,7.82,24.03,0.013
64367,STARLINK-34483,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.14,70.0006,0.000327,2,0.0008512,0.00567323,-0.107,3.201,0.457,0.0856,0.0026,0.0058,1,0.107,0,89,2,0.0225,0.0667,1,90,7.65,27.24,0.058
64368,STARLINK-34457,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.02,70.0011,0.000313,2,-0.0006752,0.00430793,0.025,2.996,0.5112,0.1264,0.0014,0.004,1,0.0,0,89,4,0.0449,0.1333,2,90,7.56,27.24,0.014
64369,STARLINK-34444,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.06,70.0007,0.000284,2,0.0003475,0.00216895,-0.009,2.275,0.2906,0.0655,0.0021,0.0036,1,0.009,0,91,3,0.033,0.1,1,92,7.49,24.03,0.005
64370,STARLINK-11732,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,355.94,42.999,0.000162,0,0.0014694,0.00043872,0.72,1.01,0.2593,0.157,0.0042,0.0077,1,0.0,0,72,0,0.0,0.0,0,73,9.5,50.36,0.412
64371,STARLINK-11731,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,355.83,42.9989,0.000158,0,0.0014922,0.00044282,0.736,0.759,0.2392,0.1564,0.0063,0.0065,1,0.0,0,81,0,0.0,0.0,0,82,8.44,38.15,0.421
64372,STARLINK-11746,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,356.53,42.9986,0.000181,0,0.0013767,0.00041063,-0.116,0.607,0.1833,0.1246,0.0052,0.0052,1,0.116,0,69,0,0.0,0.0,0,70,9.66,39.68,0.066
64373,STARLINK-11748,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,355.85,42.9983,0.000182,0,0.0014385,0.00040528,0.618,0.816,0.2395,0.1508,0.0057,0.006,1,0.0,0,77,0,0.0,0.0,0,78,8.9,39.68,0.353
64374,STARLINK-11739,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,356.36,43.0002,0.000143,0,0.001186,0.0006646,-0.386,0.604,0.2212,0.1614,0.0054,0.0091,1,0.386,0,77,0,0.0,0.0,0,78,8.86,39.68,0.22
64375,STARLINK-11738,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,355.94,42.9993,9.1e-05,0,0.001347,0.00064409,0.614,0.652,0.2291,0.1546,0.0057,0.0054,1,0.0,0,75,0,0.0,0.0,0,76,9.03,30.52,0.351
64376,STARLINK-11745,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,356.53,42.9998,0.000193,0,0.00137,0.00049503,-0.677,0.53,0.1967,0.133,0.0055,0.0085,1,0.677,0,80,0,0.0,0.0,0,81,8.53,44.25,0.387
64377,STARLINK-11742,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,356.29,42.9994,0.00015,0,0.0014544,0.00047231,-0.221,0.619,0.1868,0.1199,0.0075,0.0069,1,0.221,0,74,0,0.0,0.0,0,75,9.18,38.15,0.126
64378,STARLINK-11711,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,356.28,42.9988,0.000206,0,0.0012086,0.00070089,0.175,0.73,0.218,0.143,0.0038,0.0056,1,0.0,0,79,0,0.0,0.0,0,80,8.66,36.62,0.1
64379,STARLINK-11743,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,355.99,42.9986,0.000135,0,0.0013663,0.00039558,0.425,0.533,0.2064,0.1407,0.0039,0.0061,1,0.0,0,81,0,0.0,0.0,0,82,8.25,39.68,0.243
64380,STARLINK-11744,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,356.58,42.9964,0.000622,0,0.0011394,0.00083481,0.021,0.755,0.2533,0.1811,0.0074,0.0087,1,0.0,0,83,0,0.0,0.0,0,84,8.24,27.47,0.012
64381,STARLINK-11692,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,356.27,42.9992,0.000268,0,0.0013765,0.00068677,-0.418,0.757,0.2444,0.1667,0.0077,0.0143,2,0.418,0,72,0,0.0,0.0,0,73,9.47,39.68,0.239
64382,STARLINK-11740,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,356.2,43.0002,0.000328,0,0.0012133,0.00074818,-0.256,0.855,0.2754,0.1814,0.0057,0.0085,1,0.256,0,77,0,0.0,0.0,0,78,8.86,47.31,0.146
64383,STARLINK-34299,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.96,42.9957,0.000142,0,0.0006192,0.00049327,0.16,0.169,0.0442,0.0274,0.0088,0.0089,0,0.0,0,85,0,0.0,0.0,0,86,7.86,37.66,0.089
64384,STARLINK-34271,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.98,42.9967,0.000107,0,0.0005318,0.00036646,0.029,0.328,0.0536,0.0224,0.0099,0.0058,1,0.0,0,83,0,0.0,0.0,0,84,8.05,26.68,0.016
64385,STARLINK-34100,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.98,43.0002,0.0001,0,0.0005688,0.00030701,0.008,0.084,0.0293,0.0202,0.0073,0.0048,0,0.0,0,83,0,0.0,0.0,0,84,8.07,31.39,0.004
64386,STARLINK-34269,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.97,43.0008,0.000123,0,0.000632,0.00025355,0.027,0.091,0.0298,0.02,0.0088,0.0111,0,0.0,0,71,0,0.0,0.0,0,72,9.31,31.39,0.015
64387,STARLINK-34351,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,483.07,43.0005,0.000157,0,0.0006077,0.00031467,-0.055,0.188,0.0373,0.0227,0.0059,0.0084,0,0.055,0,79,0,0.0,0.0,0,80,8.46,45.51,0.031
64388,STARLINK-34198,Electric_EP,800.0,1,1,PhasingManeuver,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.97,43.0012,0.000164,0,0.0007853,0.00395514,0.123,7.566,1.0858,0.2157,0.0059,0.0113,1,0.0,0,78,3,0.0385,0.1,1,79,8.45,28.25,0.068
64389,STARLINK-34279,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.97,42.9994,8e-05,0,0.0005964,0.00043023,0.107,0.196,0.0593,0.0352,0.0105,0.0071,0,0.0,0,71,0,0.0,0.0,0,72,9.42,47.08,0.06
64390,STARLINK-34292,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.96,42.9972,9.7e-05,0,0.0006043,0.00034779,0.132,0.211,0.0521,0.0299,0.0082,0.0069,0,0.0,0,77,0,0.0,0.0,0,78,8.68,39.23,0.073
64391,STARLINK-34278,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.98,42.9985,0.000107,0,0.0006308,0.00030618,0.057,0.256,0.0495,0.0262,0.0057,0.0077,0,0.0,0,70,0,0.0,0.0,0,71,9.55,42.37,0.031
64392,STARLINK-33802,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,482.96,43.0012,0.000239,0,0.0005114,0.00023739,0.095,0.172,0.0418,0.0262,0.0053,0.0067,0,0.0,0,77,0,0.0,0.0,0,78,8.68,37.66,0.053
64412,STARLINK-34419,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.02,69.9999,0.000234,2,0.0012809,0.01091663,0.024,7.108,0.9587,0.2205,0.011,0.0059,1,0.0,0,103,5,0.0485,0.1667,2,104,6.6,28.84,0.013
64413,STARLINK-34275,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.0,69.9996,0.00026,2,0.0010581,0.00457772,0.043,5.044,0.7687,0.1797,0.0109,0.009,1,0.0,0,92,5,0.0543,0.1667,1,93,7.4,25.64,0.023
64414,STARLINK-34225,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,571.98,69.9999,0.000277,2,0.0001314,0.00077388,0.059,0.139,0.0353,0.0164,0.0031,0.0084,0,0.0,0,91,0,0.0,0.0,0,92,7.48,27.24,0.032
64415,STARLINK-34422,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0009,0.000237,2,0.0002251,0.00014591,0.005,0.037,0.0101,0.0065,0.0013,0.0023,0,0.0,0,96,0,0.0,0.0,0,97,7.08,40.06,0.003
64416,STARLINK-34514,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.02,69.9996,0.000273,2,0.000285,0.00020361,0.021,0.057,0.0144,0.0087,0.0073,0.0029,0,0.0,0,90,0,0.0,0.0,0,91,7.48,27.24,0.012
64417,STARLINK-34487,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0001,0.000253,2,0.0002029,0.0002353,0.009,0.111,0.0184,0.009,0.0037,0.0064,0,0.0,0,85,0,0.0,0.0,0,86,7.92,30.44,0.005
64418,STARLINK-34461,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0018,0.000177,2,0.0004977,0.00316657,-0.076,1.504,0.2602,0.0639,0.0036,0.0052,1,0.076,0,89,2,0.0225,0.0667,1,90,7.63,30.44,0.042
64419,STARLINK-34512,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0005,0.000249,2,0.0002339,0.00033863,0.003,0.232,0.0307,0.0108,0.0041,0.0035,0,0.0,0,97,0,0.0,0.0,0,98,7.0,27.24,0.002
64420,STARLINK-34503,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.05,70.0005,0.000273,2,8.1e-05,0.00166732,-0.014,1.338,0.1912,0.0409,0.0017,0.0083,1,0.014,0,93,2,0.0215,0.0667,1,94,7.3,40.06,0.007
64421,STARLINK-34498,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.0,69.9998,0.000255,2,0.0002921,0.00064455,0.033,0.125,0.0275,0.0151,0.0026,0.004,0,0.0,0,90,0,0.0,0.0,0,91,7.56,28.84,0.018
64422,STARLINK-34434,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.02,70.0015,0.000237,2,-0.0003019,0.00456521,0.013,5.022,0.7452,0.1426,0.0044,0.0053,1,0.0,0,92,2,0.0217,0.0667,1,93,7.38,27.24,0.007
64423,STARLINK-34467,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.01,70.0001,0.000237,2,0.000253,0.00028155,0.086,0.101,0.0178,0.0087,0.0032,0.0033,0,0.0,0,93,0,0.0,0.0,0,94,7.3,27.24,0.047
64424,STARLINK-34468,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.0,70.0004,0.000281,2,0.0002512,0.00042245,0.027,0.22,0.0375,0.0168,0.0027,0.0037,0,0.0,0,84,0,0.0,0.0,0,85,8.09,36.85,0.015
64425,STARLINK-34452,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.01,70.0012,0.000183,2,0.0002202,0.00068247,0.032,0.141,0.0248,0.0116,0.004,0.0035,0,0.0,0,95,0,0.0,0.0,0,96,7.07,27.24,0.018
64426,STARLINK-34432,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.04,70.001,0.000228,2,0.0002964,0.00034674,-0.014,0.091,0.021,0.0121,0.0055,0.0076,0,0.014,0,87,0,0.0,0.0,0,88,7.81,27.24,0.008
64427,STARLINK-34480,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.02,70.0002,0.000232,2,0.0002201,0.00015232,0.039,0.047,0.0105,0.0065,0.0022,0.0051,0,0.0,0,91,0,0.0,0.0,0,92,7.38,27.24,0.021
64428,STARLINK-34495,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.01,70.0013,0.000233,2,0.0002702,0.00012242,0.021,0.029,0.0092,0.006,0.0021,0.0028,0,0.0,0,95,0,0.0,0.0,0,96,7.15,40.06,0.012
64429,STARLINK-34501,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0005,0.000235,2,0.000315,0.00163842,0.005,1.363,0.2736,0.0715,0.0042,0.0035,1,0.0,0,91,4,0.044,0.1333,1,92,7.47,40.06,0.003
64430,STARLINK-34441,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0009,0.000229,2,-0.0013161,0.00917387,0.008,5.842,1.1089,0.2982,0.0037,0.0083,1,0.0,0,101,8,0.0792,0.2667,2,102,6.73,24.03,0.004
64431,STARLINK-34524,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.02,70.001,0.000252,2,0.0002357,0.00010444,0.019,0.037,0.0083,0.005,0.0042,0.0055,0,0.0,0,87,0,0.0,0.0,0,88,7.72,30.44,0.01
64432,STARLINK-34506,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0004,0.000271,2,0.0002207,0.00028091,0.008,0.08,0.0176,0.0099,0.0033,0.0031,0,0.0,0,94,0,0.0,0.0,0,95,7.23,27.24,0.004
64433,STARLINK-34451,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.02,70.0012,0.000231,2,-0.0007749,0.00790655,0.018,5.851,0.8909,0.2169,0.0056,0.0047,2,0.0,0,97,4,0.0412,0.1333,1,98,7.0,18.49,0.01
64434,STARLINK-34472,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.04,70.0007,0.000277,2,0.0002441,0.00020203,0.008,0.065,0.0133,0.008,0.0028,0.0041,0,0.0,0,89,0,0.0,0.0,0,90,7.63,27.24,0.004
64435,STARLINK-34478,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.0,69.9999,0.000292,2,0.0001937,0.00049369,0.043,0.455,0.0705,0.022,0.0062,0.0091,1,0.0,0,84,0,0.0,0.0,0,85,8.09,40.06,0.024
64436,STARLINK-34396,Electric_EP,800.0,1,1,PhasingManeuver,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.01,70.0014,0.000189,2,-0.0008712,0.00985821,0.024,6.637,0.9977,0.1743,0.0049,0.0046,1,0.0,0,89,2,0.0225,0.0667,1,90,7.63,27.24,0.013
64437,STARLINK-34507,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,572.03,70.0,0.000267,2,0.0002642,0.00019645,-0.013,0.052,0.0138,0.0089,0.0032,0.0037,0,0.013,0,92,0,0.0,0.0,0,93,7.31,30.44,0.007
64438,STARLINK-34465,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.16,53.1585,0.000153,1,0.0025613,0.00922802,-12.28,6.469,0.8632,0.218,0.002,0.0116,3,12.28,0,91,5,0.0549,0.1667,2,92,7.48,25.08,6.833
64439,STARLINK-34456,Electric_EP,800.0,1,1,OrbitLowering,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.13,53.1576,0.000112,1,0.000616,0.00047033,-12.471,12.47,1.3613,0.1808,0.0017,0.0582,1,12.471,0,83,1,0.012,0.0333,0,84,8.03,64.14,6.939
64440,STARLINK-34410,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.12,53.1584,0.000102,1,0.0005179,0.0003274,0.001,0.146,0.0425,0.0261,0.0026,0.0105,0,0.0,0,75,0,0.0,0.0,0,76,8.95,26.65,0.0
64441,STARLINK-34453,Electric_EP,800.0,1,1,OrbitLowering,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.15,53.1605,0.00013,1,0.0005918,0.00051357,-12.47,12.075,1.3099,0.1722,0.0041,0.0397,1,12.47,0,84,1,0.0119,0.0333,1,85,7.93,39.11,6.938
64442,STARLINK-34404,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.13,53.1589,0.000157,1,0.0007451,0.00205064,-12.526,7.331,0.8262,0.1834,0.0028,0.0077,3,12.526,0,93,5,0.0538,0.1667,2,94,7.22,25.08,6.97
64443,STARLINK-34403,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.14,53.1576,0.00011,1,0.0005257,0.00048287,0.07,0.228,0.0567,0.0338,0.0028,0.0067,0,0.0,0,74,0,0.0,0.0,0,75,9.0,26.65,0.039
64444,STARLINK-34399,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,462.84,53.1599,0.00012,1,0.0005416,0.000365,-0.135,0.142,0.034,0.0221,0.002,0.0063,0,0.135,0,74,0,0.0,0.0,0,75,9.03,26.58,0.075
64445,STARLINK-34398,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.14,53.1612,0.00016,1,0.0005521,0.00033717,0.049,0.265,0.0493,0.0254,0.0039,0.0068,0,0.0,0,77,0,0.0,0.0,0,78,8.63,25.08,0.027
64446,STARLINK-34402,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.27,53.1589,0.00022,1,0.0004869,0.00029997,-0.105,0.123,0.0316,0.02,0.0015,0.005,0,0.105,0,85,0,0.0,0.0,0,86,7.78,26.65,0.058
64447,STARLINK-34450,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.13,53.1595,0.000154,1,0.0004977,0.00026649,0.008,0.09,0.0296,0.0204,0.0037,0.0056,0,0.0,0,71,0,0.0,0.0,0,72,9.45,26.65,0.005
64448,STARLINK-34433,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.16,53.1618,0.000137,1,0.0005036,0.00025419,-0.009,0.07,0.0229,0.016,0.0022,0.0075,0,0.009,0,81,0,0.0,0.0,0,82,8.21,25.08,0.005
64449,STARLINK-34459,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.25,53.1601,7.2e-05,1,0.0006816,0.00095403,-12.645,9.617,1.0378,0.1827,0.0021,0.0079,2,12.645,0,87,4,0.046,0.1333,2,88,7.58,24.0,7.036
64450,STARLINK-34361,Electric_EP,800.0,1,1,OrbitLowering,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.12,53.1593,0.000107,1,0.0012903,0.00475613,-12.411,8.707,0.9459,0.1896,0.0019,0.0112,2,12.411,0,91,3,0.033,0.1,1,92,7.37,28.19,6.906
64451,STARLINK-34392,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.15,53.1608,9.8e-05,1,0.0004951,0.00027691,0.014,0.086,0.0266,0.0187,0.0019,0.0056,0,0.0,0,76,0,0.0,0.0,0,77,8.6,28.22,0.008
64452,STARLINK-34367,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.12,53.1566,7.7e-05,1,0.001317,0.00554977,0.03,6.932,1.1433,0.2326,0.003,0.0204,1,0.0,0,75,3,0.04,0.1,1,76,8.88,26.65,0.017
64453,STARLINK-34221,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,465.27,53.159,0.000125,1,0.0008627,0.00165779,-2.622,2.547,0.2853,0.0621,0.0027,0.0058,1,2.622,0,84,1,0.0119,0.0333,1,85,7.96,28.14,1.462
64454,STARLINK-34282,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,470.34,53.1599,0.000175,1,0.0006315,0.00367537,0.345,4.303,0.6804,0.1547,0.0028,0.0064,1,0.0,0,84,2,0.0238,0.0667,1,85,7.98,25.06,0.192
64455,STARLINK-34295,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,462.94,53.1604,0.00012,1,0.0006004,0.00039954,-0.187,0.157,0.042,0.0264,0.0019,0.0061,0,0.187,0,83,0,0.0,0.0,0,84,8.06,28.14,0.104
64456,STARLINK-34430,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.07,53.1577,8.5e-05,1,0.0004847,0.00037221,0.106,0.219,0.0486,0.0276,0.0028,0.0039,0,0.0,0,76,0,0.0,0.0,0,77,8.85,26.65,0.059
64457,STARLINK-34445,Electric_EP,800.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,465.18,53.157,0.000121,1,0.0005334,0.00055495,-2.527,2.062,0.2372,0.0573,0.0024,0.0088,1,2.527,0,79,1,0.0127,0.0333,1,80,7.46,23.45,1.409
64458,STARLINK-34439,Electric_EP,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.14,53.1576,8.1e-05,1,0.0009237,0.00314771,0.044,4.229,0.7164,0.1594,0.0027,0.0105,1,0.0,0,72,2,0.0278,0.0667,1,73,9.27,26.65,0.025
