sat_name,inc_family,maneuver_class,n_trans,alt_start_km,alt_end_km,net_da_km,abs_da_mean,abs_da_max,max_di_deg,dv_total_ms,n_large,n_medium
STARLINK-32660,53deg,mixed,12,485.88,487.38,-1.6017999999999983,3.4954666666666676,8.7786,0.03723,23.29,0,3
STARLINK-30882,53deg,phasing,12,462.93,456.93,-4.9674999999999985,3.4950750000000004,8.3183,0.02969,23.382,0,2
STARLINK-30846,53deg,mixed,12,484.64,480.65,3.5306,3.4852666666666665,7.5265,0.03879,23.23,0,3
STARLINK-34008,mid-inc,phasing,12,564.58,562.0,-0.7222999999999993,3.479691666666667,7.7527,0.01744,22.785999999999998,0,4
STARLINK-6083,53deg,mixed,12,480.55,487.91,8.915099999999999,3.476808333333334,7.9968,0.04585,23.171,0,4
STARLINK-31557,53deg,mixed,12,480.61,481.18,2.7633,3.431925,7.2533,0.03252,22.872,0,3
STARLINK-30794,53deg,phasing,12,489.4,483.12,-7.5502,3.422833333333333,8.5367,0.03339,22.799,0,5
STARLINK-5541,mid-inc,mixed,12,578.36,576.76,0.10000000000000142,3.405366666666667,16.5134,0.01937,22.273,2,0
STARLINK-31895,53deg,mixed,12,487.54,486.81,-3.7795,3.404825,7.7378,0.03055,22.684,0,3
STARLINK-31176,53deg,lowering,12,487.54,480.98,-6.607199999999999,3.402183333333333,7.8592,0.03704,22.666,0,3
STARLINK-31718,53deg,raising,12,481.23,489.3,8.2044,3.3854166666666665,8.1971,0.0384,22.553,0,4
STARLINK-37065,53deg,mixed,12,457.96,468.74,10.925500000000001,3.3825750000000006,9.9044,0.03036,22.652,0,3
STARLINK-31101,53deg,phasing,12,484.27,482.6,5.248,3.37595,7.9047,0.03569,22.498,0,4
STARLINK-31852,53deg,mixed,12,480.45,486.36,7.4097,3.3694916666666668,7.9123,0.02934,22.449,0,4
STARLINK-34474,53deg,mixed,12,481.71,477.28,-12.3794,3.3533500000000003,10.5767,0.02768,22.384,1,2
STARLINK-31859,53deg,mixed,12,480.67,488.85,8.8553,3.352208333333333,8.5132,0.03093,22.341,0,5
STARLINK-30864,53deg,mixed,12,482.15,480.98,5.737799999999998,3.3234,6.9082,0.03117,22.143,0,3
STARLINK-35262,53deg,mixed,12,473.5,473.96,-2.8577000000000004,3.312858333333334,6.412,0.01919,22.114,0,3
STARLINK-32013,53deg,lowering,12,476.22,470.84,-6.915900000000001,3.2898083333333332,6.4907,0.02679,21.97,0,2
STARLINK-31851,53deg,mixed,12,488.32,483.59,-7.666700000000001,3.289591666666667,7.4008,0.04097,21.916,0,3
STARLINK-31724,53deg,lowering,12,489.83,484.05,-8.3524,3.2756666666666674,7.3768,0.03808,21.824,0,3
STARLINK-32667,53deg,mixed,12,484.96,480.93,4.475200000000001,3.2726333333333337,8.5029,0.03735,21.807000000000002,0,3
STARLINK-30818,53deg,mixed,12,487.1,489.33,-2.2542999999999993,3.2702249999999995,7.4327,0.03479,21.785,0,3
STARLINK-31699,53deg,mixed,12,482.25,482.53,7.425499999999999,3.254008333333333,7.5099,0.02669,21.681,0,4
STARLINK-30233,53deg,phasing,11,485.13,489.15,-3.2999,3.2419545454545458,7.32,0.03334,19.796999999999997,0,1
STARLINK-31157,53deg,mixed,12,488.67,487.77,-7.744,3.1729833333333333,6.842,0.03298,21.136,0,4
STARLINK-32710,53deg,mixed,12,485.09,489.2,-4.315999999999999,3.16085,8.4249,0.03943,21.055,0,2
STARLINK-31148,53deg,mixed,12,487.88,487.12,-3.8955,3.1477249999999994,7.5841,0.03605,20.969,0,2
STARLINK-30838,53deg,mixed,12,488.38,489.37,-5.6523,3.1474083333333334,7.3367,0.03596,20.966,0,4
STARLINK-31156,53deg,raising,12,480.65,488.28,8.8843,3.1320750000000004,8.2658,0.03475,20.871,0,3
STARLINK-32742,53deg,mixed,12,483.0,485.62,0.6399000000000004,3.0997749999999997,8.2927,0.0404,20.656,0,3
STARLINK-31700,53deg,mixed,12,471.69,479.59,7.284700000000001,3.0891416666666665,8.6914,0.02397,20.634,0,3
STARLINK-32747,53deg,mixed,12,483.61,485.27,1.7736999999999998,3.0655750000000004,6.9096,0.03854,20.426,0,2
STARLINK-31422,53deg,lowering,12,487.53,484.48,-6.132099999999999,3.0602416666666667,9.0075,0.03731,20.392,0,2
STARLINK-31552,53deg,mixed,12,487.74,484.77,-6.472899999999999,3.052591666666667,7.9694,0.04289,20.337,0,2
STARLINK-30851,53deg,phasing,12,489.48,488.23,-8.969,3.0277833333333333,7.7242,0.03407,20.163,0,3
STARLINK-31857,53deg,mixed,12,484.05,483.18,5.557600000000001,3.0201499999999997,6.4248,0.02747,20.12,0,1
STARLINK-31730,53deg,mixed,12,482.99,481.12,0.20179999999999998,3.0126499999999994,8.4329,0.03851,20.073,0,3
STARLINK-31625,53deg,mixed,12,487.07,486.73,1.331599999999999,2.9097166666666663,8.1128,0.03656,19.381,0,2
STARLINK-32783,53deg,lowering,12,487.32,485.42,-6.504800000000001,2.8951166666666666,8.8603,0.03624,19.289,0,2
STARLINK-32671,53deg,mixed,12,482.57,480.67,6.3870000000000005,2.842633333333333,8.8865,0.0382,18.947000000000003,0,3
STARLINK-32665,53deg,mixed,12,480.58,481.42,8.367899999999999,2.835808333333333,8.7391,0.04277,18.899,0,3
STARLINK-32767,53deg,mixed,12,480.8,481.97,2.4408,2.8289166666666667,8.8447,0.03259,18.854,0,2
STARLINK-35236,53deg,mixed,12,475.41,481.6,5.591800000000001,2.819716666666667,7.6525,0.02344,18.826,0,2
STARLINK-32784,53deg,lowering,12,450.05,447.88,-9.9695,2.7986416666666667,7.8013,0.03623,18.806,0,3
STARLINK-32647,53deg,mixed,12,487.71,481.71,-2.3751000000000015,2.7783916666666664,8.0018,0.03119,18.512999999999998,0,1
STARLINK-31042,53deg,mixed,12,483.45,482.09,1.5596999999999994,2.7694083333333332,7.1693,0.03288,18.45,0,2
STARLINK-30844,53deg,lowering,12,489.4,481.0,-8.4968,2.727116666666667,7.284,0.03159,18.163,0,2
STARLINK-30964,53deg,mixed,12,482.57,487.64,0.4135,2.7135083333333334,6.702,0.02917,18.076,0,1
STARLINK-32778,53deg,mixed,12,489.24,488.74,-3.1552,2.6569499999999997,7.4202,0.03999,17.698,0,4
STARLINK-31559,53deg,mixed,12,484.52,484.85,-2.9722000000000017,2.6559833333333334,7.3344,0.0262,17.698,0,1
STARLINK-6075,53deg,raising,12,481.27,486.47,8.0645,2.5969416666666665,5.9677,0.02647,17.302,0,1
STARLINK-31319,53deg,mixed,12,482.78,482.95,2.7679,2.5927416666666665,7.1712,0.03433,17.279,0,2
STARLINK-6066,53deg,mixed,12,490.93,491.79,-4.614099999999999,2.5737583333333336,6.7283,0.0318,17.133,0,2
STARLINK-30881,53deg,mixed,12,484.24,480.88,1.6604999999999999,2.5429416666666667,5.532,0.02289,16.947,0,2
STARLINK-32769,53deg,lowering,12,486.35,481.56,-5.6549,2.527475,6.2479,0.03561,16.838,0,3
STARLINK-31164,53deg,mixed,12,489.5,480.93,-8.841000000000001,2.4808,6.7456,0.03054,16.523,0,3
STARLINK-30925,53deg,mixed,12,484.11,485.84,4.408900000000001,2.2853083333333335,4.7267,0.02443,15.23,0,0
STARLINK-6081,53deg,mixed,12,481.5,480.96,2.0050000000000003,2.2540999999999998,4.6744,0.02802,15.02,0,0
