norad_id,sma_mean_km,alt_mean_km,sma_net_30d_km,sma_slope_km_day,sma_std_30d_km,sma_resid_std_km,sma_range_30d_km,inc_std_30d_deg,raan_res_30d_deg,ecc_mean,n_tle_30d,maneuver_class,alt_shell,inc_shell,i_deg_mean,alt_start_km,alt_end_km,net_da_km,abs_da_mean,abs_da_max,dv_total_ms
64035,6950.13,571.99,0.057,-0.0004,0.4358,0.4358,4.14,0.001,0.051,0.000276,86,mixed,high-shell,70deg-B,69.934,566.03,564.86,4.173499999999998,5.444641666666667,12.6049,35.617
64036,6950.04,571.9,0.001,-0.00833,0.8435,0.8382,5.944,0.00082,0.0585,0.000283,84,mixed,high-shell,70deg-B,69.94,577.74,578.06,0.405199999999998,4.60445,16.2215,30.114
64037,6950.21,572.07,0.005,0.00524,0.4325,0.4283,3.783,0.00094,0.0493,0.00023,79,phasing,high-shell,70deg-B,69.925,564.58,562.0,-0.7222999999999993,3.479691666666667,7.7527,22.786
64038,6950.17,572.03,0.014,0.00069,0.0389,0.0382,0.339,0.00095,0.0505,0.000276,81,mixed,high-shell,70deg-B,69.928,572.72,565.62,-0.9841999999999996,5.167783333333333,10.4838,33.815
64472,6853.33,475.19,0.072,0.00092,0.0356,0.0341,0.216,0.0018,0.0319,0.00012,68,phasing,operational,53deg,53.069,477.46,480.22,-7.6263999999999985,4.79,10.3898,31.983
64473,6853.35,475.21,0.006,0.00021,0.0427,0.0426,0.249,0.00131,0.0317,0.000117,64,mixed,operational,53deg,53.069,480.92,481.45,-11.0288,4.743483333333333,11.9791,31.658
64474,6853.34,475.2,0.053,0.00111,0.0348,0.0325,0.193,0.0015,0.0299,0.000121,60,mixed,operational,53deg,53.072,481.71,477.28,-12.3794,3.3533500000000003,10.5767,22.384
64475,6829.98,451.84,-35.413,-1.45107,16.6604,7.5082,41.639,0.00081,0.0209,0.000191,77,mixed,raising,53deg,53.075,439.78,438.94,-1.736899999999998,4.627625,11.6302,31.134
64476,6832.52,454.39,-35.365,-1.38864,17.5906,7.6676,35.812,0.00094,-0.0408,0.000133,63,phasing,raising,53deg,53.076,443.3,444.67,-3.960099999999999,5.014375,11.3171,33.731
64477,6831.47,453.34,-35.42,-1.39511,16.7226,8.5771,35.65,0.00131,0.0247,0.00013,74,mixed,raising,53deg,53.077,439.79,436.6,0.7558999999999996,5.148575,11.1785,34.635
64478,6853.33,475.2,0.083,0.00064,0.0533,0.0528,0.275,0.00156,0.0347,0.00012,73,mixed,operational,53deg,53.068,475.61,480.18,-5.776500000000001,5.059158333333333,10.3497,33.768
64479,6833.23,455.09,-35.445,-1.32144,17.6804,8.9206,35.66,0.00152,0.0135,0.000121,67,mixed,raising,53deg,53.073,436.35,437.65,8.768,5.225266666666666,12.0232,35.161
64480,6853.33,475.2,0.092,0.00087,0.0429,0.0418,0.237,0.00157,0.0382,0.000116,69,mixed,operational,53deg,53.068,479.12,481.06,-7.282899999999999,4.132975000000001,9.6441,27.592
64481,6853.34,475.2,-0.004,0.00071,0.0405,0.0397,0.227,0.00136,0.0326,0.000132,68,phasing,operational,53deg,53.074,481.55,480.29,-11.5418,5.172666666666667,10.7801,34.523
64704,6950.11,571.97,0.027,0.00939,0.5835,0.5761,5.182,0.00099,0.0607,0.000372,76,mixed,high-shell,70deg-B,70.012,561.8,571.69,0.4300999999999995,3.860341666666667,9.4605,25.269
64706,6950.25,572.11,0.001,0.00333,0.6136,0.6127,5.606,0.00117,0.0583,0.000362,80,phasing,high-shell,70deg-B,70.011,561.71,565.06,7.048299999999999,5.090075000000001,15.6099,33.317
64710,6950.03,571.89,-1.816,-0.00876,0.7821,0.7774,6.202,0.00073,0.0609,0.000406,82,phasing,high-shell,70deg-B,70.025,577.3,569.51,-1.4069000000000005,4.579725,11.2118,29.932
64712,6950.17,572.03,-0.208,-0.00194,0.8702,0.87,10.097,0.0021,0.0658,0.000365,78,mixed,high-shell,70deg-B,70.023,577.83,563.78,0.6763000000000012,5.755108333333333,15.0948,37.629
64714,6950.07,571.93,0.004,0.00851,0.6819,0.6762,5.26,0.00266,0.0699,0.000369,83,phasing,high-shell,70deg-B,70.024,578.42,565.42,-15.795,3.944233333333333,14.4233,25.778
64716,6950.18,572.04,0.016,-0.00512,0.8462,0.8444,10.598,0.00108,0.0412,0.000357,80,mixed,high-shell,70deg-B,70.018,573.42,561.85,3.4007999999999985,7.633216666666667,14.9711,49.926
64718,6950.27,572.13,0.001,-0.00254,0.7268,0.7263,6.393,0.0016,0.0542,0.000344,84,mixed,high-shell,70deg-B,70.027,573.96,573.06,4.308199999999999,3.826483333333334,10.6475,25.002
64720,6950.18,572.04,0.06,-0.00129,0.0597,0.0583,0.459,0.00107,0.0539,0.000359,80,mixed,high-shell,70deg-B,70.022,577.04,575.78,1.3006999999999975,5.121325000000001,13.3708,33.484
64724,6853.35,475.21,-0.017,-0.00112,0.0398,0.0379,0.217,0.00116,0.0374,0.000133,62,mixed,operational,53deg,53.012,476.33,481.57,-6.999400000000001,4.1464,12.2405,27.675
65355,6853.33,475.2,-0.008,-0.00029,0.0308,0.0306,0.142,0.0015,0.0328,0.000117,60,mixed,operational,53deg,53.017,473.38,478.9,-3.634999999999998,5.599166666666666,9.157,37.377
65356,6853.34,475.2,0.017,0.00023,0.0435,0.0434,0.189,0.00139,0.0285,0.00012,66,phasing,operational,53deg,53.012,481.05,479.88,-2.3839,4.3785750000000005,11.7174,29.23
65357,6853.33,475.2,0.139,0.00104,0.0448,0.0434,0.206,0.0013,0.0328,0.000116,61,mixed,operational,53deg,53.008,473.77,478.51,6.935600000000001,3.6870166666666666,9.4519,24.621
65358,6853.33,475.2,0.037,0.00025,0.0463,0.0462,0.245,0.00108,0.0344,0.000127,64,phasing,operational,53deg,53.006,471.92,480.79,6.405999999999999,5.198133333333334,10.7415,34.715
65359,6853.34,475.2,0.093,9e-05,0.0443,0.0443,0.217,0.00097,0.0272,0.00013,61,phasing,operational,53deg,53.012,476.3,470.4,-3.5776,5.817083333333334,12.3171,38.84
65360,6853.34,475.2,0.098,0.00048,0.0383,0.0379,0.2,0.00163,0.0343,0.000122,60,mixed,operational,53deg,53.015,481.01,469.56,-9.7494,6.559816666666667,11.9073,43.788
65361,6853.34,475.21,0.011,-0.00026,0.046,0.046,0.303,0.0014,0.034,0.00012,59,phasing,operational,53deg,53.009,474.56,478.64,4.575700000000001,5.499524999999999,10.7694,36.717
65362,6849.02,470.88,-12.534,-0.35258,5.3197,3.7641,12.681,0.00122,0.031,0.000117,74,mixed,operational,53deg,53.014,471.28,456.95,-11.7125,5.051975,11.0729,33.805
65363,6853.34,475.2,0.043,0.00049,0.0352,0.0348,0.2,0.0014,0.0321,0.000121,58,mixed,operational,53deg,53.007,469.39,470.08,10.7798,4.121466666666668,10.0884,27.533
65364,6853.34,475.2,0.009,-0.00129,0.0317,0.0289,0.159,0.0013,0.0317,0.000112,52,mixed,operational,53deg,53.017,480.46,481.35,-9.8395,4.8547416666666665,10.7266,32.4
65400,6927.64,549.5,0.028,-0.00091,0.0242,0.0219,0.12,0.02598,-0.0679,0.000183,73,phasing,high-shell,SSO,97.523,547.87,539.33,-7.349399999999996,8.31555,18.7582,54.64
65401,6927.64,549.5,0.004,-0.00073,0.0411,0.0403,0.334,0.02566,-0.0673,0.000206,82,mixed,high-shell,SSO,97.524,546.45,549.75,6.8857,5.417691666666667,12.8658,35.62
65402,6927.64,549.5,-0.017,0.00028,0.0319,0.0318,0.166,0.02513,-0.0681,0.000207,81,mixed,high-shell,SSO,97.522,537.82,555.69,15.9867,3.8505583333333337,8.2912,25.303
65404,6849.39,471.25,-12.513,-0.34584,5.4056,4.2052,13.456,0.00134,0.0369,0.000155,76,phasing,operational,53deg,53.115,464.4,456.91,3.9128000000000007,6.03250909090909,11.8656,37.02
65405,6853.33,475.19,0.016,0.00089,0.0313,0.0298,0.181,0.00139,0.0297,0.000121,67,mixed,operational,53deg,53.095,474.59,479.7,-4.4504,4.243233333333333,10.7674,28.329
65406,6853.34,475.2,0.029,0.00013,0.0335,0.0334,0.222,0.00161,0.0291,0.000131,66,mixed,operational,53deg,53.094,481.79,469.89,-9.6266,5.4684,9.5968,36.504
65407,6853.35,475.21,0.061,-0.00058,0.0374,0.0369,0.183,0.00142,0.0299,0.000116,70,mixed,operational,53deg,53.089,479.99,470.89,0.685299999999998,6.252175,11.259,41.748
65408,6853.33,475.2,0.044,0.00032,0.0337,0.0336,0.147,0.00108,0.0318,0.00011,68,mixed,operational,53deg,53.085,474.16,472.52,7.3375,4.764841666666666,10.6339,31.818
65409,6851.32,473.18,-4.51,-0.14954,2.1806,1.5277,4.676,0.00142,0.0303,0.000128,79,mixed,operational,53deg,53.093,468.4,472.92,-3.379900000000001,4.898708333333333,10.2991,32.741
65840,6850.76,472.62,-12.292,-0.25256,4.73,3.9581,12.587,0.00167,0.0341,0.000144,69,lowering,operational,53deg,53.137,479.5,456.96,-14.743099999999998,3.896641666666667,7.8938,26.06
65842,6853.34,475.2,0.078,0.00054,0.0363,0.0358,0.211,0.00144,0.0359,0.000122,61,mixed,operational,53deg,53.137,481.5,470.02,-4.8598,3.875333333333333,11.2929,25.865
65843,6853.32,475.19,0.046,0.00095,0.035,0.0335,0.156,0.00133,0.0307,0.000112,61,mixed,operational,53deg,53.136,478.02,472.55,3.8099,5.285941666666666,10.0879,35.299
65844,6850.65,472.51,-9.941,-0.23706,4.3831,3.4533,10.107,0.00143,0.0288,0.000129,80,mixed,operational,53deg,53.142,464.99,471.78,-5.591200000000001,4.660383333333333,12.381,31.169
65845,6853.29,475.16,0.029,-0.00032,0.2437,0.2437,1.494,0.00171,0.0316,0.00011,78,mixed,operational,53deg,53.132,473.74,472.97,7.102299999999998,4.538325,10.2509,30.31
65846,6853.33,475.2,0.036,0.00077,0.0285,0.0272,0.142,0.00143,0.0335,0.000108,71,phasing,operational,53deg,53.136,472.48,475.86,8.202900000000003,5.553875000000001,12.094,37.08
65847,6853.33,475.19,0.024,0.00016,0.0427,0.0427,0.201,0.00127,0.0338,0.000126,67,mixed,operational,53deg,53.139,473.5,473.96,-2.8577000000000004,3.312858333333334,6.412,22.114
65848,6853.31,475.17,0.061,0.00018,0.191,0.191,1.617,0.0012,0.036,0.000122,65,raising,operational,53deg,53.131,471.21,479.6,10.1985,3.518791666666667,12.2429,23.493
65849,6853.34,475.2,-0.022,-0.00011,0.0383,0.0383,0.239,0.0012,0.0327,0.00011,72,mixed,operational,53deg,53.138,473.82,475.22,-0.1002999999999996,3.964975,9.6087,26.471
65875,6852.23,474.09,-12.291,-0.1397,3.4373,3.1366,12.445,0.00125,0.0322,0.000125,72,mixed,operational,53deg,53.239,475.89,469.27,-10.6741,4.580825,9.6843,30.611
65876,6853.34,475.21,0.084,-0.00144,0.0521,0.0502,0.296,0.00174,0.0317,0.000126,66,mixed,operational,53deg,53.246,477.34,471.97,2.629800000000001,4.468716666666666,10.5948,29.825
65877,6853.34,475.2,0.128,0.0009,0.0417,0.0408,0.304,0.00123,0.0394,0.000128,65,mixed,operational,53deg,53.24,473.84,475.17,-3.5737000000000005,4.862525000000001,11.3187,32.469
65878,6853.32,475.19,-0.386,-0.00086,0.075,0.0745,0.581,0.00171,0.0296,0.000128,70,lowering,operational,53deg,53.245,478.78,463.41,-19.6565,4.655891666666667,10.3557,31.091
65879,6853.34,475.2,0.193,0.00071,0.0357,0.0351,0.209,0.00139,0.0325,0.000126,68,mixed,operational,53deg,53.245,470.76,481.51,9.700199999999995,6.119466666666667,11.9613,40.857
65880,6853.34,475.2,0.143,-0.00203,0.0506,0.0473,0.286,0.00121,0.0333,0.000133,67,mixed,operational,53deg,53.238,476.46,472.02,-0.853499999999999,3.915208333333334,11.293,26.141
65881,6850.43,472.3,-12.439,-0.28659,4.6921,3.6852,12.547,0.00128,0.0334,0.000136,81,mixed,operational,53deg,53.242,460.14,468.76,-2.4453,6.652758333333334,12.411,44.523
65882,6845.48,467.34,-12.282,-0.48832,5.4212,2.6646,12.596,0.00161,0.0352,0.000103,74,mixed,operational,53deg,53.295,463.37,457.32,5.1064,4.589200000000001,11.1527,30.736
65883,6844.97,466.83,-12.383,-0.528,5.3169,2.5451,12.712,0.00166,0.0368,0.000126,66,mixed,operational,53deg,53.295,465.36,469.14,-4.557100000000001,4.981974999999999,11.3337,33.351
65884,6853.32,475.19,0.179,4e-05,0.0411,0.0411,0.24,0.00116,0.0361,0.000134,67,mixed,operational,53deg,53.289,480.94,470.65,-6.750600000000001,4.60325,10.7704,30.734
66005,6853.33,475.19,0.051,0.00109,0.0302,0.0278,0.133,0.00159,0.0325,0.00012,73,mixed,operational,53deg,53.099,474.66,474.34,3.5220000000000025,4.616483333333334,10.7108,30.827
66006,6853.33,475.19,0.062,0.00032,0.0515,0.0514,0.357,0.00139,0.0325,0.000109,67,mixed,operational,53deg,53.106,471.9,481.68,0.8094999999999981,5.833308333333332,11.367,38.932
66007,6853.35,475.21,0.079,0.00124,0.0445,0.042,0.229,0.00139,0.0301,0.000118,76,mixed,operational,53deg,53.095,481.27,469.44,-11.113,4.290083333333333,10.1328,28.635
66008,6853.34,475.2,0.039,0.00052,0.0349,0.0344,0.209,0.00197,0.029,0.000115,71,mixed,operational,53deg,53.099,475.41,481.6,5.591800000000001,2.819716666666667,7.6525,18.826
66009,6853.34,475.2,0.084,0.00065,0.0483,0.0477,0.292,0.00192,0.0316,0.000119,76,mixed,operational,53deg,53.102,470.18,478.81,4.018000000000001,4.373616666666666,10.2423,29.198
66070,6853.34,475.2,0.057,0.00084,0.0269,0.0254,0.138,0.00155,0.0333,0.00012,71,lowering,operational,53deg,53.126,479.93,472.03,-10.4807,5.263208333333334,9.9636,35.134
66071,6853.34,475.2,-0.001,0.00062,0.4138,0.4138,4.764,0.00148,0.0298,0.000136,69,mixed,operational,53deg,53.124,469.3,481.53,12.086,4.712733333333333,12.4317,31.469
66072,6853.34,475.2,0.062,0.00022,0.05,0.0499,0.306,0.00133,0.029,0.000113,68,phasing,operational,53deg,53.123,477.0,473.7,4.780599999999998,4.71385,9.1161,31.475
66073,6853.34,475.2,0.001,0.0009,0.0427,0.0416,0.247,0.00142,0.0332,0.000124,71,mixed,operational,53deg,53.129,477.49,473.89,-7.259000000000001,4.683833333333333,10.6843,31.262
66074,6853.32,475.18,0.093,0.00011,0.105,0.105,0.904,0.00138,0.0273,0.000135,65,mixed,operational,53deg,53.118,481.08,469.64,-9.257300000000004,4.085958333333333,10.4907,27.283
66075,6853.33,475.2,0.029,0.00024,0.0269,0.0268,0.142,0.00181,0.0331,0.000122,62,phasing,operational,53deg,53.125,470.98,481.11,8.317699999999999,6.6420916666666665,11.852,44.336
66076,6853.34,475.2,0.032,0.00059,0.0293,0.0287,0.141,0.00113,0.0277,0.000123,69,mixed,operational,53deg,53.117,469.37,471.51,11.4418,4.870183333333334,10.4759,32.519
66077,6853.33,475.19,0.035,2e-05,0.0391,0.0391,0.196,0.00122,0.0272,0.000135,63,phasing,operational,53deg,53.119,469.9,480.38,11.9316,5.347533333333334,10.929,35.717
66078,6853.35,475.21,0.053,-6e-05,0.03,0.03,0.188,0.00175,0.0309,0.000111,64,mixed,operational,53deg,53.125,480.91,469.54,-5.013699999999998,6.181341666666667,10.7569,41.26
66079,6853.34,475.2,0.085,-0.00045,0.0527,0.0525,0.297,0.00154,0.0291,0.00012,69,mixed,operational,53deg,53.118,475.28,469.78,4.955800000000001,4.68965,12.2399,31.324
67711,6843.67,465.53,-0.133,-0.00248,0.0589,0.0518,0.306,0.00141,-0.0529,0.000162,81,phasing,operational,SSO,97.163,471.79,453.82,-13.881999999999998,9.0726,16.6241,60.723
67712,6843.67,465.53,-0.148,-0.00278,0.0716,0.0644,0.44,0.00174,-0.0524,0.000148,86,phasing,raising,SSO,97.165,453.52,464.39,11.414700000000002,8.311141666666668,16.9004,55.682
67713,6843.65,465.52,0.127,0.00035,0.0458,0.0457,0.359,0.00109,-0.0531,0.000128,81,phasing,operational,SSO,97.164,470.9,464.03,-16.454800000000002,9.275333333333334,18.0408,62.067
67714,6838.85,460.71,46.561,0.80033,12.7259,9.1076,46.609,0.00113,-0.0767,0.000175,90,mixed,operational,SSO,97.166,459.6,465.51,-2.908300000000001,5.602325,16.82,37.532
67715,6843.65,465.51,-0.155,0.0001,0.0681,0.068,0.511,0.00144,-0.0553,0.000108,86,phasing,operational,SSO,97.164,470.37,458.93,-16.006099999999996,10.367508333333337,17.7109,69.402
67716,6843.65,465.52,0.137,0.0013,0.0516,0.0497,0.34,0.0014,-0.0541,0.0001,85,phasing,operational,SSO,97.163,471.04,454.97,-9.6658,9.940233333333332,18.7069,66.531
67717,6845.04,466.91,-5.187,-0.18442,2.2687,0.9122,5.462,0.00145,-0.0541,0.000116,80,mixed,raising,SSO,97.165,453.06,465.01,5.623700000000001,8.126875,18.128,54.426
67800,6809.45,431.31,121.605,4.69673,49.8766,17.7788,121.94,0.00136,-0.0359,0.000175,84,mixed,operational,SSO,97.175,458.97,469.3,13.0201,7.000174999999999,15.8037,46.883
67801,6809.55,431.41,121.147,4.74119,48.9319,16.2329,122.391,0.00118,-0.0475,0.000175,87,phasing,operational,SSO,97.172,471.74,471.85,-17.198500000000003,8.836075000000001,17.3166,59.113
67802,6807.09,428.95,121.442,4.72057,50.4078,17.5946,122.373,0.00128,-0.0378,0.000191,84,mixed,operational,SSO,97.175,463.37,471.91,-3.542100000000003,6.622808333333334,13.937,44.337
67803,6810.14,432.01,121.653,4.71826,49.432,17.2172,122.03,0.00117,-0.0397,0.000184,86,mixed,raising,SSO,97.174,462.69,456.09,-2.3637999999999995,5.053649999999999,12.7229,33.834
67804,6805.31,427.17,121.623,4.77663,50.0385,15.4432,122.581,0.00105,-0.0385,0.000179,82,phasing,operational,SSO,97.173,467.49,455.17,-5.798099999999997,8.589891666666668,18.3646,57.505
67805,6807.45,429.31,121.672,4.71113,50.0719,16.4419,122.04,0.00116,-0.0385,0.000155,90,mixed,raising,SSO,97.174,458.07,456.62,2.1803000000000017,6.463425,16.1932,43.283
67806,6807.43,429.3,121.64,4.80133,50.5475,17.495,122.448,0.00133,-0.0377,0.000182,84,mixed,operational,SSO,97.174,454.85,469.88,-1.8034000000000017,9.26885,17.2242,62.038
67807,6798.84,420.7,119.106,4.43211,52.0606,13.7668,119.7,0.00124,-0.0511,0.000156,70,mixed,operational,SSO,97.175,450.78,469.38,1.9309999999999972,8.6195,17.8955,57.743
67808,6807.51,429.37,121.65,4.67467,50.2409,17.491,122.65,0.00167,-0.0365,0.000168,86,phasing,operational,SSO,97.175,468.6,453.9,-4.4039,8.038691666666667,17.6033,53.824
67809,6807.85,429.72,121.425,4.86057,50.1727,16.8567,121.947,0.00126,-0.0353,0.000188,81,mixed,operational,SSO,97.174,457.06,463.71,12.331199999999995,7.317533333333333,18.0702,49.003
68075,6793.8,415.67,131.757,4.42375,47.8777,17.115,132.157,0.00183,0.0424,9.9e-05,88,mixed,operational,53deg,53.016,469.85,473.91,2.8694999999999995,5.249975000000001,13.0335,35.072
68076,6791.78,413.65,131.329,4.61814,51.8014,21.2745,132.417,0.00237,0.0438,0.000122,86,lowering,operational,53deg,53.017,481.12,473.42,-21.2092,4.226983333333333,13.5139,28.222
68077,6765.07,386.93,74.926,2.7445,34.0655,15.0206,78.53,0.00143,0.0652,0.000104,74,mixed,raising,53deg,53.012,421.23,415.87,3.7568,4.15635,10.2554,28.104
68078,6798.9,420.77,121.516,4.57834,50.0658,19.5342,133.622,0.00384,0.0467,0.000133,87,phasing,operational,53deg,53.011,472.71,469.85,-5.5698000000000025,5.151516666666667,13.3039,34.447
68079,6798.6,420.46,147.541,4.81749,50.4337,9.9966,148.314,0.00099,0.1085,0.000107,87,mixed,operational,53deg,53.013,467.72,469.73,4.7569,4.300208333333333,11.6222,28.715
68080,6768.83,390.7,119.018,3.11122,43.429,23.3968,119.482,0.00187,0.0523,0.00011,64,raising,raising,53deg,53.017,408.85,459.34,59.8948,6.972966666666667,15.8916,46.992
68081,6766.05,387.91,74.88,2.82008,37.0509,13.8636,75.581,0.00105,0.0535,0.00013,63,mixed,raising,53deg,53.011,420.33,413.46,-0.1444999999999998,5.300708333333334,10.7886,35.831
68082,6791.9,413.77,147.496,4.74144,53.4843,19.6116,147.659,0.00136,-0.0193,0.000124,94,mixed,operational,53deg,53.022,481.66,480.21,-11.964200000000002,4.413633333333333,10.5241,29.457
68083,6790.32,412.18,119.197,4.47787,47.4325,18.3612,119.715,0.0009,-0.0176,0.00012,81,mixed,operational,53deg,53.009,457.96,468.74,10.9255,3.382575000000001,9.9044,22.652
68084,6795.07,416.93,119.002,4.34301,49.5465,16.9869,119.458,0.00123,0.0434,0.000143,73,phasing,operational,53deg,53.009,457.02,468.1,7.978199999999999,6.124033333333334,11.1798,41.004
68262,6767.55,389.41,130.724,4.27701,51.0997,18.54,130.895,0.00123,0.1353,0.000184,87,mixed,raising,53deg,53.291,446.19,445.59,-12.0947,6.354491666666667,11.5976,42.749
68263,6784.34,406.2,166.431,5.0968,58.2769,17.2223,166.478,0.00107,-0.0206,0.000123,99,mixed,operational,53deg,53.291,477.46,473.23,-6.2277,3.600308333333333,9.1187,24.032
68264,6769.96,391.83,131.852,4.26336,49.7213,15.9038,131.862,0.00108,-0.0276,0.000121,87,mixed,raising,53deg,53.284,434.59,434.67,5.7777,5.263991666666667,11.5412,35.42
68265,6779.91,401.78,166.539,5.14236,59.6824,20.8457,166.574,0.00109,-0.024,0.000124,96,mixed,operational,53deg,53.285,471.33,470.78,9.5996,4.3696166666666665,10.3088,29.189
68266,6771.59,393.45,131.18,4.25482,50.8341,14.8712,131.29,0.00124,-0.0397,0.000122,83,phasing,raising,53deg,53.291,445.64,445.04,-6.2391,5.8990583333333335,12.2466,39.689
68267,6761.82,383.68,110.815,3.60661,43.5107,11.8129,111.038,0.0011,-0.0177,0.000121,81,mixed,raising,53deg,53.287,417.07,421.46,-4.1919,4.732825,10.8462,31.99
68268,6765.83,387.69,154.426,4.22765,58.5278,24.5684,154.467,0.00175,0.0605,0.000111,75,raising,raising,53deg,53.281,441.01,457.64,24.792000000000005,4.375900000000001,16.6548,29.35
68269,6759.48,381.34,155.273,3.76869,47.9251,18.847,155.273,0.00128,0.0194,0.000148,90,phasing,raising,53deg,53.282,420.01,449.94,41.8429,8.148808333333333,22.4317,54.953
68270,6783.79,405.66,164.881,5.14405,59.532,17.8721,164.915,0.00106,-0.0229,0.000117,97,mixed,operational,53deg,53.289,479.03,472.67,-8.0541,4.142708333333333,8.424,27.663
68271,6761.33,383.19,110.704,3.63681,42.5425,11.8622,110.932,0.00109,-0.0058,0.00012,87,mixed,raising,53deg,53.287,412.98,420.89,0.2714999999999996,6.435124999999999,12.0863,43.505
68686,6753.79,375.66,80.514,7.49414,29.6467,10.5384,80.667,0.00137,-0.0289,0.000167,56,raising,raising,SSO,97.271,374.6,425.3,32.051500000000004,10.439491666666669,18.6506,70.813
68802,6700.13,321.99,73.434,8.32577,21.8979,5.8013,73.796,0.00067,-0.0198,0.000151,43,phasing,deployment,SSO,97.208,325.79,348.33,15.9799,8.546891666666667,20.6205,58.886
68803,6701.11,322.97,73.804,8.2065,20.8542,5.5892,74.146,0.00069,-0.0193,0.000162,42,phasing,deployment,SSO,97.208,334.25,345.23,-0.7215999999999969,10.377833333333331,22.4317,71.481
68804,6699.25,321.12,74.254,8.43333,22.0833,5.4958,74.562,0.00071,-0.0187,0.000154,43,phasing,deployment,SSO,97.208,317.64,336.23,20.2257,7.879258333333333,15.4006,54.279
68805,6698.65,320.51,75.206,8.45862,22.146,5.3038,75.539,0.00068,-0.0185,0.000153,43,mixed,deployment,SSO,97.207,322.2,342.57,26.5091,7.386641666666666,15.2522,50.874
68806,6699.03,320.9,74.909,8.64644,22.6469,5.6556,75.354,0.00072,-0.0186,0.000151,43,mixed,deployment,SSO,97.208,324.6,343.23,11.476399999999998,6.891749999999999,18.7979,47.474
68807,6698.75,320.61,76.078,8.7505,22.9558,5.6729,76.512,0.00067,-0.0184,0.000161,43,mixed,deployment,SSO,97.209,317.11,334.6,26.7315,6.679375,16.1811,46.044
68808,6699.41,321.27,76.374,8.57673,21.6635,5.2212,76.821,0.00062,-0.0182,0.000144,42,phasing,deployment,SSO,97.208,317.5,337.94,27.6309,7.516491666666666,15.0644,51.764
68809,6697.56,319.43,76.747,8.76965,22.878,5.1417,77.103,0.00072,-0.0187,0.000143,43,mixed,deployment,SSO,97.208,328.25,337.88,20.9402,8.1884,12.94,56.364
68810,6698.39,320.25,77.238,8.62493,21.6945,4.8594,77.688,0.0007,-0.0183,0.000144,42,mixed,deployment,SSO,97.208,326.57,333.24,18.0304,6.503433333333335,16.6537,44.762
68811,6696.36,318.22,77.643,8.74275,22.7298,4.7655,77.972,0.00068,-0.0185,0.00017,43,mixed,deployment,SSO,97.208,329.24,334.45,20.791000000000004,10.933633333333333,18.4097,75.284
