norad_id,sat_name,t_from,t_to,dt_h,a_km,alt_km,e,i_deg,raan_deg,da_km,de,di_deg,draan_raw_deg,draan_res_deg,da_severity,score,flagged,flag_reason
67300,TIANHUI 7,2026-03-21 19:01:53.648256+00:00,2026-03-31 19:52:39.213696+00:00,240.85,6863.955,485.82,0.000143,97.4062,157.3457,4.8316,0.000126,-0.0002,9.9401,-0.0163,small,4.8316,True,da=+4.83km[small]
51840,OBJECT S,2026-03-29 05:49:25.120704+00:00,2026-03-31 22:55:19.238592+00:00,65.1,6693.058,314.92,0.000385,97.3667,182.8423,-4.8132,4.9e-05,0.0001,2.9264,-0.0048,small,4.8132,True,da=-4.81km[small]
65123,GEESAT 4-05,2026-03-27 15:42:58.855104+00:00,2026-03-29 14:35:56.346720+00:00,46.88,6992.768,614.63,0.001784,49.998,145.4877,4.803,-0.000509,-0.0027,-9.0493,0.0074,small,4.803,True,da=+4.80km[small]
62576,CENTISPACE-1 S7,2026-02-22 08:00:17.860320+00:00,2026-02-24 20:24:54.187488+00:00,60.41,7304.428,926.29,0.000902,54.9777,334.2935,4.7929,-6.8e-05,-0.0008,-8.9424,0.002,small,4.7929,True,da=+4.79km[small]
58558,YAOGAN-39 05B,2026-02-06 09:50:53.224800+00:00,2026-02-12 11:14:01.534848+00:00,145.39,6890.113,511.98,0.000442,34.9911,176.1587,4.7901,0.000526,-0.0002,-37.7058,-0.0123,small,4.7901,True,da=+4.79km[small]
52389,JILIN-01 GAOFEN 3D 4,2026-05-02 14:43:38.554752+00:00,2026-05-02 19:08:52.424736+00:00,4.42,6573.27,195.13,0.001212,97.489,243.2346,-4.7893,2.8e-05,-0.0006,0.2154,-0.0001,small,4.7893,True,da=-4.79km[small]
59812,OBJECT C,2026-04-17 21:36:34.945344+00:00,2026-04-21 23:00:55.453824+00:00,97.41,6716.669,338.53,0.000438,97.545,210.491,-4.7841,5.9e-05,-0.0011,4.4284,-0.0076,small,4.7841,True,da=-4.78km[small]
57988,YAOGAN-39 03B,2026-02-10 06:43:16.585248+00:00,2026-02-13 21:31:36.761664+00:00,86.81,6889.016,510.88,0.001342,34.9931,7.453,4.7823,-0.000431,-0.0011,-22.6098,-0.0919,small,4.7823,True,da=+4.78km[small]
63293,OBJECT C,2026-03-31 06:28:57.732096+00:00,2026-04-06 22:31:53.150304+00:00,160.05,6895.014,516.88,0.001833,97.6389,231.0268,4.7682,0.000693,0.0024,6.7055,-0.0119,small,4.7682,True,da=+4.77km[small]
59810,OBJECT A,2026-03-18 01:59:24.376992+00:00,2026-03-25 23:10:42.858912+00:00,189.19,6907.756,529.62,0.000394,97.5388,157.3528,4.7543,-0.000145,-0.0019,7.7631,-0.0211,small,4.7543,True,da=+4.75km[small]
59812,OBJECT C,2026-04-11 20:52:21.383616+00:00,2026-04-17 21:36:34.945344+00:00,144.74,6721.404,343.27,0.000325,97.5432,203.9278,-4.7351,0.000113,0.0018,6.5632,-0.0117,small,4.7351,True,da=-4.74km[small]
53451,OBJECT H,2026-04-22 02:04:46.298208+00:00,2026-04-22 21:25:19.624800+00:00,19.34,6616.039,237.9,0.000941,97.5587,248.739,-4.719,3.2e-05,-0.0005,0.9308,0.0004,small,4.719,True,da=-4.72km[small]
51835,OBJECT M,2026-04-23 19:41:56.516064+00:00,2026-04-24 18:04:50.133792+00:00,22.38,6628.472,250.33,0.000736,97.3601,210.8395,-4.7183,3.6e-05,0.0005,1.0395,-0.0021,small,4.7183,True,da=-4.72km[small]
63293,OBJECT C,2026-04-11 08:47:26.064096+00:00,2026-04-17 20:21:02.550816+00:00,155.56,6903.11,524.97,0.002971,97.6391,242.1758,4.7147,0.00056,0.0035,6.4952,-0.0078,small,4.7147,True,da=+4.71km[small]
52389,JILIN-01 GAOFEN 3D 4,2026-05-01 01:45:22.732992+00:00,2026-05-01 10:38:47.090112+00:00,8.89,6597.567,219.43,0.00113,97.4894,241.4497,-4.7141,8e-06,0.0002,0.4275,-0.0004,small,4.7141,True,da=-4.71km[small]
65126,GEESAT 4-08,2026-03-19 18:28:53.781024+00:00,2026-03-20 18:31:39.294912+00:00,24.05,6954.748,576.61,0.006419,49.9798,181.5486,4.7045,-0.00045,-0.0019,-4.7356,0.0012,small,4.7045,True,da=+4.70km[small]
51835,OBJECT M,2026-04-29 15:21:01.921248+00:00,2026-04-29 19:46:14.949696+00:00,4.42,6573.026,194.89,0.001184,97.3561,217.3923,-4.7011,2.4e-05,-0.0006,0.2115,-0.0002,small,4.7011,True,da=-4.70km[small]
65122,GEESAT 4-04,2026-02-19 18:41:07.183968+00:00,2026-02-20 05:34:36.053472+00:00,10.89,6815.876,437.74,0.000568,49.9852,319.2076,4.6999,0.000606,-0.0028,-2.3003,0.0017,small,4.6999,True,da=+4.70km[small]
51841,OBJECT T,2026-05-27 22:53:01.942080+00:00,2026-05-28 21:18:19.050336+00:00,22.42,6636.305,258.17,0.000798,97.3554,244.8557,-4.6923,3.8e-05,-0.0004,1.0363,-0.0022,small,4.6923,True,da=-4.69km[small]
65126,GEESAT 4-08,2026-03-16 18:29:42.390528+00:00,2026-03-17 15:15:59.839200+00:00,20.77,6939.982,561.85,0.004817,49.9818,195.802,4.6867,0.000251,-0.0162,-4.2137,-0.091,small,4.6867,True,da=+4.69km[small]
49006,OBJECT D,2026-04-22 03:40:42.481344+00:00,2026-04-22 06:36:50.390208+00:00,2.94,6556.099,177.96,0.001317,97.2717,192.7182,-4.6707,-1.3e-05,-0.0007,0.14,-0.0003,small,4.6707,True,da=-4.67km[small]
51840,OBJECT S,2026-04-29 12:54:51.520320+00:00,2026-04-29 20:18:02.219328+00:00,7.39,6584.304,206.17,0.001121,97.3488,217.1947,-4.6698,2e-05,-0.001,0.3507,-0.0006,small,4.6698,True,da=-4.67km[small]
46454,JILIN-01 GAOFEN 3B,2026-04-25 21:50:39.713568+00:00,2026-04-26 02:16:00.627744+00:00,4.42,6575.144,197.01,0.000979,97.202,176.7714,-4.6581,3.7e-05,-0.0006,0.2067,-0.0005,small,4.6581,True,da=-4.66km[small]
66379,SHIYAN 32-03,2026-01-13 10:27:02.524896+00:00,2026-01-13 19:47:47.539392+00:00,9.35,6819.907,441.77,0.00055,52.998,27.5154,4.5919,-4.6e-05,-0.0009,-1.8423,0.0028,small,4.5919,True,da=+4.59km[small]
48274,CSS (TIANHE-1),2026-05-13 11:28:32.957472+00:00,2026-05-16 02:27:04.826880+00:00,62.98,6759.517,381.38,0.000412,41.467,173.0841,4.5442,0.000312,-0.0002,-15.9614,0.008,small,4.5442,True,da=+4.54km[small]
66645,SZ-22,2026-05-13 11:28:32.957472+00:00,2026-05-16 02:27:04.826880+00:00,62.98,6759.517,381.38,0.000412,41.467,173.0841,4.5442,0.000312,-0.0002,-15.9614,0.008,small,4.5442,True,da=+4.54km[small]
54216,CSS (MENGTIAN),2026-05-13 11:28:32.957472+00:00,2026-05-16 02:27:04.826880+00:00,62.98,6759.517,381.38,0.000412,41.467,173.0841,4.5442,0.000312,-0.0002,-15.9614,0.008,small,4.5442,True,da=+4.54km[small]
62578,CENTISPACE-1 S9,2026-01-24 03:27:10.727424+00:00,2026-01-27 13:35:44.200320+00:00,82.14,7262.983,884.85,0.000862,54.9838,79.3824,4.5322,-2.9e-05,-0.0017,-12.4107,-0.005,small,4.5322,True,da=+4.53km[small]
52389,JILIN-01 GAOFEN 3D 4,2026-05-02 04:23:47.374080+00:00,2026-05-02 10:18:08.826048+00:00,5.91,6582.017,203.88,0.001174,97.4898,242.7335,-4.5087,7e-06,-0.0003,0.2862,-0.0004,small,4.5087,True,da=-4.51km[small]
66379,SHIYAN 32-03,2026-01-20 07:33:08.108352+00:00,2026-01-20 18:27:54.486432+00:00,10.91,6823.917,445.78,0.000526,52.9977,354.9596,4.4794,0.000674,-0.0004,-2.1486,0.0015,small,4.4794,True,da=+4.48km[small]
65128,GEESAT 4-10,2026-03-20 05:50:14.759232+00:00,2026-03-20 17:01:29.916192+00:00,11.19,6938.292,560.16,0.006976,49.9936,179.638,4.4674,-0.000504,-0.0006,-2.2188,0.0029,small,4.4674,True,da=+4.47km[small]
49007,OBJECT E,2026-04-23 20:17:59.294688+00:00,2026-04-24 18:41:17.826720+00:00,22.39,6629.663,251.53,0.000739,97.2785,193.8134,-4.465,1.8e-05,-0.0011,1.0276,-0.002,small,4.465,True,da=-4.46km[small]
44537,ZHUHAI-1 03C,2026-04-11 21:01:42.109248+00:00,2026-04-17 22:49:59.193984+00:00,145.8,6707.291,329.15,0.000686,97.552,267.0734,-4.4574,-0.000123,0.0,6.6659,-0.0129,small,4.4574,True,da=-4.46km[small]
57990,YAOGAN-39 03C,2026-02-10 06:38:23.171712+00:00,2026-02-17 18:43:46.726752+00:00,180.09,6889.198,511.06,0.000207,34.9924,7.3927,4.4467,0.000729,-0.0006,-46.7405,-0.0242,small,4.4467,True,da=+4.45km[small]
63292,OBJECT B,2026-04-11 19:42:10.876608+00:00,2026-04-17 23:08:17.435616+00:00,147.44,6896.997,518.86,0.002176,97.6402,242.5999,4.4451,0.000533,0.0018,6.1725,-0.0106,small,4.4451,True,da=+4.45km[small]
54691,OBJECT K,2026-04-18 21:08:19.951872+00:00,2026-04-21 23:21:49.476384+00:00,74.22,6695.337,317.2,0.000552,97.6019,295.1342,-4.4386,-3e-05,-0.0026,3.4364,-0.0067,small,4.4386,True,da=-4.44km[small]
62580,CENTISPACE-1 S11,2026-02-22 02:18:22.543200+00:00,2026-02-24 19:55:35.042880+00:00,65.62,7307.229,929.09,0.000858,54.9801,334.2382,4.4248,-4e-06,-0.0002,-9.7011,0.0018,small,4.4248,True,da=+4.42km[small]
53451,OBJECT H,2026-04-24 07:35:15.550944+00:00,2026-04-24 19:27:04.027392+00:00,11.86,6601.062,222.92,0.001007,97.5558,251.3182,-4.4237,2.2e-05,-0.0009,0.5743,-0.0006,small,4.4237,True,da=-4.42km[small]
57731,YAOGAN-39 01C,2026-01-23 20:47:02.741280+00:00,2026-02-01 08:37:57.145152+00:00,203.85,6889.122,510.98,0.000721,34.9941,331.4567,4.4137,-0.000522,-0.0013,-52.87,0.011,small,4.4137,True,da=+4.41km[small]
63523,Naxing 4B (纳星四号B星),2026-04-02 20:04:02.777664+00:00,2026-04-10 02:06:18.969984+00:00,174.04,6739.388,361.25,0.000271,41.4571,30.863,-4.4086,-0.000231,-0.0005,-44.7495,-0.0433,small,4.4086,True,da=-4.41km[small]
51835,OBJECT M,2026-04-25 22:23:29.845248+00:00,2026-04-26 11:47:01.773600+00:00,13.39,6616.19,238.05,0.000831,97.3612,213.1982,-4.4071,4.3e-05,0.0003,0.6263,-0.0011,small,4.4071,True,da=-4.41km[small]
65126,GEESAT 4-08,2026-03-01 01:42:16.016544+00:00,2026-03-02 04:25:00.764832+00:00,26.71,6863.026,484.89,0.001209,49.9799,272.1924,4.4037,-9.4e-05,-0.0054,-5.4688,0.0437,small,4.4037,True,da=+4.40km[small]
65126,GEESAT 4-08,2026-03-02 04:25:00.765696+00:00,2026-03-03 02:26:12.290496+00:00,22.02,6867.429,489.29,0.001115,49.9745,266.7236,4.3958,0.000231,-0.0003,-4.5371,-0.0029,small,4.3958,True,da=+4.40km[small]
61900,OBJECT G,2026-01-25 19:07:29.949888+00:00,2026-01-31 19:54:34.312320+00:00,144.78,6913.834,535.7,0.002191,97.429,100.1873,4.3925,-0.000278,-0.0006,5.8441,-0.0099,small,4.3925,True,da=+4.39km[small]
65122,GEESAT 4-04,2026-03-05 02:17:38.814432+00:00,2026-03-05 14:55:11.618400+00:00,12.63,6883.444,505.31,0.001978,49.9881,252.7925,4.3921,6e-06,-0.0096,-2.5705,0.0078,small,4.3921,True,da=+4.39km[small]
53450,OBJECT G,2026-04-11 06:02:29.605056+00:00,2026-04-17 21:31:41.964672+00:00,159.49,6707.651,329.51,0.000338,97.5472,232.2159,-4.3906,2e-06,0.0018,7.2884,-0.0118,small,4.3906,True,da=-4.39km[small]
48843,OBJECT D,2026-04-07 15:20:21.829056+00:00,2026-04-08 22:52:24.918816+00:00,31.53,6871.629,493.49,0.000977,97.3356,175.311,4.389,-0.000311,-0.0002,1.2831,-0.0033,small,4.389,True,da=+4.39km[small]
57728,YAOGAN-39 01B,2026-01-20 04:28:02.018208+00:00,2026-02-01 15:01:34.168224+00:00,298.56,6889.341,511.2,0.000827,34.997,354.4815,4.3546,-0.000636,-0.0032,-77.4938,-0.053,small,4.3546,True,da=+4.35km[small]
57454,YAOGAN-36 05B,2026-01-22 08:52:36.473376+00:00,2026-01-26 17:02:11.864256+00:00,104.16,6889.273,511.14,0.002189,34.9946,269.8579,4.3427,-0.00138,-0.0018,-27.2001,-0.1812,small,4.3427,True,da=+4.34km[small] | de=-0.00138 | dOmega_res=-0.181deg
52389,JILIN-01 GAOFEN 3D 4,2026-03-29 04:13:29.437824+00:00,2026-03-31 18:20:41.720928+00:00,62.12,6696.399,318.26,0.000376,97.4895,204.7956,-4.3424,5.2e-05,0.0009,2.8339,-0.0044,small,4.3424,True,da=-4.34km[small]
57036,OBJECT AJ,2026-05-19 19:14:20.006016+00:00,2026-05-19 22:24:46.051776+00:00,3.17,6890.361,512.22,0.000718,97.4864,245.6171,-4.34,6e-05,-0.0006,0.1301,-0.0011,small,4.34,True,da=-4.34km[small]
61894,OBJECT A,2026-01-25 17:19:08.482944+00:00,2026-01-31 21:11:24.834912+00:00,147.87,6910.93,532.79,0.001829,97.4291,100.1229,4.3121,-0.000218,-0.0009,5.9777,-0.01,small,4.3121,True,da=+4.31km[small]
52391,JILIN-01 GAOFEN 3D 6,2026-04-06 20:20:53.995488+00:00,2026-04-08 22:06:09.771552+00:00,49.75,6674.452,296.31,0.000504,97.4979,216.6039,-4.3019,8e-06,-0.0008,2.2983,-0.0035,small,4.3019,True,da=-4.30km[small]
62585,CENTISPACE-1 S16,2026-02-22 18:59:30.665760+00:00,2026-02-24 19:20:51.799776+00:00,48.36,7307.122,928.98,0.001233,54.9907,331.8864,4.2792,-0.000164,-0.0002,-7.1455,0.0034,small,4.2792,True,da=+4.28km[small]
52389,JILIN-01 GAOFEN 3D 4,2026-05-02 10:18:08.826048+00:00,2026-05-02 14:43:38.554752+00:00,4.42,6577.509,199.37,0.001181,97.4895,243.0197,-4.2386,3.1e-05,-0.0005,0.2149,-0.0003,small,4.2386,True,da=-4.24km[small]
56732,OBJECT B,2026-03-05 13:51:13.296672+00:00,2026-03-05 18:37:19.331616+00:00,4.77,6911.563,533.43,0.00069,41.0085,296.9661,4.2337,0.000459,-0.0004,-1.1261,0.0005,small,4.2337,True,da=+4.23km[small]
44358,FORMOSAT7-5/COSMIC2-5,2026-01-20 17:51:14.154912+00:00,2026-01-23 14:40:38.533440+00:00,68.82,6954.135,576.0,0.000116,23.9979,181.8577,4.2175,-8.8e-05,0.0,-19.3251,-0.0581,small,4.2175,True,da=+4.22km[small]
63523,Naxing 4B (纳星四号B星),2026-04-14 14:25:23.920320+00:00,2026-05-04 14:02:25.357344+00:00,479.62,6733.1,354.96,0.00012,41.456,318.2185,4.2062,0.000638,-0.0018,-123.1748,0.1577,small,4.2062,True,da=+4.21km[small] | dOmega_res=+0.158deg
52390,JILIN-01 GAOFEN 3D 5,2026-04-07 11:43:06.237696+00:00,2026-04-08 20:45:42.651936+00:00,33.04,6657.458,279.32,0.000593,97.4777,214.6103,-4.1853,4e-05,0.0008,1.5356,-0.0028,small,4.1853,True,da=-4.19km[small]
53447,OBJECT D,2026-04-03 02:51:34.965216+00:00,2026-04-04 15:00:17.843328+00:00,36.15,6669.505,291.37,0.000629,97.5346,224.9258,-4.1817,6e-06,-0.0012,1.6826,-0.002,small,4.1817,True,da=-4.18km[small]
65128,GEESAT 4-10,2026-03-22 17:01:14.093760+00:00,2026-03-23 15:27:06.857568+00:00,22.43,6952.627,574.49,0.005711,49.9921,167.9343,4.171,-0.000547,-0.0028,-4.4216,0.0013,small,4.171,True,da=+4.17km[small]
44315,OBJECT F,2026-04-21 15:26:32.598240+00:00,2026-04-22 04:50:06.982080+00:00,13.39,6624.429,246.29,0.001267,44.9624,181.2259,-4.1656,-4.2e-05,-0.0007,-3.4507,-0.0012,small,4.1656,True,da=-4.17km[small]
44315,OBJECT F,2026-04-25 04:00:19.106784+00:00,2026-04-25 08:25:52.730400+00:00,4.43,6586.584,208.45,0.000718,44.9584,159.2815,-4.1553,-0.000116,0.0002,-1.1647,-0.0016,small,4.1553,True,da=-4.16km[small]
54691,OBJECT K,2026-05-11 05:30:53.075808+00:00,2026-05-11 20:25:42.388320+00:00,14.91,6626.018,247.88,0.000799,97.5766,320.25,-4.1487,1.8e-05,-0.0022,0.7143,-0.0008,small,4.1487,True,da=-4.15km[small]
53450,OBJECT G,2026-05-22 03:47:31.214688+00:00,2026-05-24 05:23:07.763424+00:00,49.59,6659.955,281.82,0.000445,97.5516,277.5264,-4.1437,3.2e-05,0.0005,2.3244,-0.0041,small,4.1437,True,da=-4.14km[small]
61896,OBJECT C,2026-02-03 04:03:32.603904+00:00,2026-02-08 11:59:43.219392+00:00,127.94,6880.284,502.15,0.002177,97.4268,108.6344,4.139,-7.2e-05,-0.0006,5.2458,-0.0146,small,4.139,True,da=+4.14km[small]
66645,SZ-22,2026-05-09 07:44:31.672320+00:00,2026-05-09 15:24:51.892128+00:00,7.67,6755.625,377.49,0.000452,41.4663,198.4235,4.124,1.7e-05,-0.0026,-1.9448,0.0049,small,4.124,True,da=+4.12km[small]
54216,CSS (MENGTIAN),2026-05-09 07:44:31.672320+00:00,2026-05-09 15:24:51.892128+00:00,7.67,6755.625,377.49,0.000452,41.4663,198.4235,4.124,1.7e-05,-0.0026,-1.9448,0.0049,small,4.124,True,da=+4.12km[small]
48274,CSS (TIANHE-1),2026-05-09 07:44:31.672320+00:00,2026-05-09 15:24:51.892128+00:00,7.67,6755.625,377.49,0.000452,41.4663,198.4235,4.124,1.7e-05,-0.0026,-1.9448,0.0049,small,4.124,True,da=+4.12km[small]
59812,OBJECT C,2026-05-21 03:21:47.849760+00:00,2026-05-22 07:53:18.524832+00:00,28.53,6655.445,277.31,0.000887,97.54,247.2129,-4.1186,-1.2e-05,-0.0003,1.3381,-0.0023,small,4.1186,True,da=-4.12km[small]
62583,CENTISPACE-1 S14,2026-02-01 00:30:49.519872+00:00,2026-02-03 22:51:28.833984+00:00,70.34,7275.759,897.62,0.000869,54.9916,51.1566,4.1039,-2e-05,-0.008,-10.5715,-0.0129,small,4.1039,True,da=+4.10km[small]
65126,GEESAT 4-08,2026-03-15 13:45:41.832576+00:00,2026-03-16 15:18:04.408992+00:00,25.54,6935.195,557.06,0.004934,49.9833,201.5184,4.0947,-0.00019,-0.0046,-5.0793,0.002,small,4.0947,True,da=+4.09km[small]
58555,HONGHU 2,2026-04-18 20:20:22.799904+00:00,2026-04-21 22:42:09.481248+00:00,74.36,6888.163,510.03,0.004394,97.2795,101.0599,4.0696,-4e-05,0.0003,2.9814,-0.0042,small,4.0696,True,da=+4.07km[small]
65127,GEESAT 4-09,2026-02-03 23:23:34.941408+00:00,2026-02-04 23:46:11.220960+00:00,24.38,7023.658,645.52,0.002694,49.9999,98.9823,-4.0673,-0.000471,-0.0059,-4.638,0.0093,small,4.0673,True,da=-4.07km[small]
63992,OBJECT L,2026-04-23 02:30:08.115840+00:00,2026-04-23 19:52:24.245760+00:00,17.37,6880.075,501.94,0.001266,97.367,187.2893,4.0537,0.000186,0.0037,0.7059,-0.0029,small,4.0537,True,da=+4.05km[small]
65128,GEESAT 4-10,2026-03-05 00:56:11.081760+00:00,2026-03-05 15:07:21.599040+00:00,14.19,6877.738,499.6,0.000546,49.9882,253.2832,4.0527,0.00024,-0.0019,-2.9034,0.0019,small,4.0527,True,da=+4.05km[small]
59812,OBJECT C,2026-05-25 22:46:51.041568+00:00,2026-05-26 15:13:20.932320+00:00,16.44,6635.92,257.78,0.00098,97.5389,252.6458,-4.0488,3.4e-05,-0.0006,0.7787,-0.0017,small,4.0488,True,da=-4.05km[small]
52389,JILIN-01 GAOFEN 3D 4,2026-05-01 22:29:04.803360+00:00,2026-05-02 04:23:47.374080+00:00,5.91,6586.065,207.93,0.001167,97.4898,242.4478,-4.0475,7e-06,0.0,0.2857,-0.0006,small,4.0475,True,da=-4.05km[small]
59806,OBJECT B,2026-03-05 02:03:37.289664+00:00,2026-03-05 17:53:58.657920+00:00,15.84,6891.473,513.34,0.00109,97.3982,137.7193,4.0085,-0.000582,0.0,0.643,-0.0021,small,4.0085,True,da=+4.01km[small]
65123,GEESAT 4-05,2026-03-29 14:35:56.347584+00:00,2026-04-01 18:39:25.585344+00:00,76.06,6997.571,619.43,0.001275,49.9953,136.4384,4.0033,-0.00051,-0.0026,-14.6512,0.01,small,4.0033,True,da=+4.00km[small]
62112,GUANGCHUAN 02,2026-03-10 14:04:15.925152+00:00,2026-03-12 13:32:18.070656+00:00,47.47,6893.227,515.09,0.00066,49.9418,281.8969,4.0032,-1.5e-05,0.0001,-9.6454,0.0089,small,4.0032,True,da=+4.00km[small]
65128,GEESAT 4-10,2026-03-04 12:20:07.605888+00:00,2026-03-05 00:56:11.081760+00:00,12.6,6873.737,495.6,0.000817,49.9965,255.8837,4.0016,-0.000271,-0.0083,-2.6005,-0.0148,small,4.0016,True,da=+4.00km[small]
48843,OBJECT D,2026-01-27 02:24:29.632608+00:00,2026-02-05 16:36:53.153568+00:00,230.21,6870.429,492.29,0.000281,97.3474,106.2839,3.9934,0.000454,-0.0019,9.3866,-0.0247,small,3.9934,True,da=+3.99km[small]
53447,OBJECT D,2026-04-24 23:33:03.105216+00:00,2026-04-25 02:29:23.498880+00:00,2.94,6561.025,182.89,0.001129,97.5197,249.7606,-3.9905,1.5e-05,-0.0006,0.1446,-0.0002,small,3.9905,True,da=-3.99km[small]
54035,HJ-2E,2026-01-26 20:42:53.938656+00:00,2026-01-27 09:20:14.510976+00:00,12.62,6873.494,495.36,0.001413,97.3829,34.0023,3.9839,0.000423,0.0,0.5169,-0.0009,small,3.9839,True,da=+3.98km[small]
51840,OBJECT S,2026-04-23 00:38:58.347744+00:00,2026-04-23 23:03:48.024864+00:00,22.41,6634.442,256.31,0.000676,97.3549,209.8999,-3.9661,7e-06,-0.0014,1.0372,-0.0016,small,3.9661,True,da=-3.97km[small]
51839,OBJECT R,2026-04-11 20:59:38.311872+00:00,2026-04-17 21:25:52.697856+00:00,144.44,6711.708,333.57,0.000101,97.3663,195.0423,-3.9538,6.3e-05,0.0001,6.4272,-0.0115,small,3.9538,True,da=-3.95km[small]
51841,OBJECT T,2026-04-11 20:44:40.334208+00:00,2026-04-17 16:34:35.520096+00:00,139.83,6710.295,332.16,0.000253,97.3634,194.9508,-3.9498,7.6e-05,0.0009,6.2251,-0.0108,small,3.9498,True,da=-3.95km[small]
63986,OBJECT E,2026-04-18 19:58:45.181632+00:00,2026-04-21 22:08:01.968864+00:00,74.15,6876.664,498.53,0.001354,97.3649,182.9441,3.9414,7.8e-05,-0.0007,3.0275,-0.0019,small,3.9414,True,da=+3.94km[small]
51835,OBJECT M,2026-04-29 10:55:33.332160+00:00,2026-04-29 15:21:01.921248+00:00,4.42,6576.966,198.83,0.001156,97.3567,217.1811,-3.9404,2.8e-05,-0.0006,0.2112,-0.0003,small,3.9404,True,da=-3.94km[small]
52389,JILIN-01 GAOFEN 3D 4,2026-04-29 14:07:01.703424+00:00,2026-04-30 02:00:31.610880+00:00,11.89,6611.33,233.19,0.001004,97.4906,239.745,-3.9275,5.2e-05,-0.0002,0.5677,-0.0005,small,3.9275,True,da=-3.93km[small]
52389,JILIN-01 GAOFEN 3D 4,2026-04-30 13:53:20.718528+00:00,2026-04-30 22:47:27.192192+00:00,8.9,6602.955,224.82,0.001094,97.4895,240.8811,-3.9206,2.7e-05,-0.0002,0.4264,-0.0008,small,3.9206,True,da=-3.92km[small]
65126,GEESAT 4-08,2026-03-27 22:48:15.554592+00:00,2026-03-31 22:14:21.372864+00:00,95.43,6995.325,617.19,0.002078,49.9572,143.2224,3.9177,2.9e-05,0.0079,-18.3953,0.0349,small,3.9177,True,da=+3.92km[small]
65123,GEESAT 4-05,2026-02-20 17:08:17.981664+00:00,2026-02-20 21:48:50.737248+00:00,4.68,6819.28,441.14,0.002596,49.9983,314.9882,3.9126,0.000554,0.0028,-0.9751,0.0113,small,3.9126,True,da=+3.91km[small]
67433,YAOGAN-50,2026-01-14 10:09:03.044160+00:00,2026-01-14 23:38:06.923904+00:00,13.48,7201.186,823.05,0.016849,142.0,191.7347,-3.8997,-0.000352,-0.0018,2.8969,0.0079,small,3.8997,True,da=-3.90km[small]
65128,GEESAT 4-10,2026-03-23 15:27:06.857568+00:00,2026-03-24 15:30:22.191552+00:00,24.05,6956.798,578.66,0.005164,49.9893,163.5127,3.8949,-0.000471,-0.0017,-4.7306,0.0029,small,3.8949,True,da=+3.89km[small]
52391,JILIN-01 GAOFEN 3D 6,2026-04-25 22:07:03.143424+00:00,2026-04-26 11:31:08.397120+00:00,13.4,6618.984,240.85,0.000957,97.5079,237.9887,-3.8772,3.9e-05,-0.0006,0.6388,-0.0004,small,3.8772,True,da=-3.88km[small]
52785,GEESAT 1-01,2026-01-13 03:46:42.104064+00:00,2026-01-14 05:28:36.611328+00:00,25.7,6962.083,583.95,0.000925,49.9914,199.7211,3.8647,0.000228,0.0,-5.0377,0.0054,small,3.8647,True,da=+3.86km[small]
62190,HAISHAO 1,2026-02-10 09:24:11.495808+00:00,2026-02-13 23:09:53.472672+00:00,85.76,6747.064,368.93,0.000296,42.9843,43.4465,3.8599,0.000208,0.0035,-21.3622,0.0093,small,3.8599,True,da=+3.86km[small]
65126,GEESAT 4-08,2026-02-19 16:38:06.477792+00:00,2026-02-20 15:58:08.210784+00:00,23.33,6815.723,437.59,0.001095,49.977,319.2595,3.8285,0.000296,0.0,-4.9323,0.0017,small,3.8285,True,da=+3.83km[small]
44315,OBJECT F,2026-03-29 22:02:02.475744+00:00,2026-03-31 22:24:39.869856+00:00,48.38,6694.217,316.08,0.001288,44.9728,318.6259,-3.826,7.1e-05,-0.0023,-12.0119,-0.0037,small,3.826,True,da=-3.83km[small]
65126,GEESAT 4-08,2026-02-24 04:11:30.658560+00:00,2026-02-24 19:49:26.721408+00:00,15.63,6839.334,461.2,0.001245,49.979,296.6434,3.8174,3.1e-05,0.0003,-3.2623,0.0033,small,3.8174,True,da=+3.82km[small]
60946,YAOGAN-43 02B,2026-04-09 10:01:45.214752+00:00,2026-04-11 18:39:23.778720+00:00,56.63,6874.2,496.06,0.000214,34.9946,270.5128,0.8645,0.000456,-0.0075,-15.197,-0.3814,none,3.8139,True,dOmega_res=-0.381deg
62582,CENTISPACE-1 S13,2026-02-22 16:23:17.446848+00:00,2026-02-24 20:09:59.143968+00:00,51.78,7304.817,926.68,0.000825,54.9813,332.4714,3.8127,-3.3e-05,0.0005,-7.6522,0.0137,small,3.8127,True,da=+3.81km[small]
51844,OBJECT W,2026-04-26 06:38:28.899168+00:00,2026-04-26 23:03:09.911232+00:00,16.41,6627.533,249.4,0.000821,97.3552,212.4994,-3.8089,1.6e-05,-0.0007,0.7618,-0.0016,small,3.8089,True,da=-3.81km[small]
59807,OBJECT C,2026-03-04 02:42:47.138112+00:00,2026-03-04 05:52:50.934144+00:00,3.17,6891.568,513.43,0.000809,97.4015,136.9024,3.7979,-0.000289,-0.0004,0.1284,-0.0007,small,3.7979,True,da=+3.80km[small]
57037,OBJECT AK,2026-05-22 16:29:46.467168+00:00,2026-05-22 18:04:54.077952+00:00,1.59,6893.844,515.71,0.000647,97.4859,248.3559,-3.7908,-1e-06,-0.0013,0.0655,0.0001,small,3.7908,True,da=-3.79km[small]
