norad_id,sat_name,t_from,t_to,dt_h,a_km,alt_km,e,i_deg,raan_deg,da_km,de,di_deg,draan_raw_deg,draan_res_deg,da_severity,score,flagged,flag_reason
37875,YAOGAN 12,2024-08-27 03:10:02.632224+00:00,2024-08-27 12:37:44.258880+00:00,9.46,6870.917,492.78,0.000279,97.214,296.9267,4.1886,0.000588,0.0,0.3786,-0.0012,small,4.1886,True,da=+4.19km[small]
60463,YAOGAN-43 O1F,2024-09-08 02:24:26.145504+00:00,2024-09-08 18:09:21.952512+00:00,15.75,6873.993,495.86,0.000538,34.9984,271.9837,4.1823,-3e-06,0.0005,-4.1167,0.0003,small,4.1823,True,da=+4.18km[small]
59912,TIANQI 28,2024-07-15 13:22:31.319616+00:00,2024-07-16 00:15:57.705120+00:00,10.89,7272.457,894.32,0.001105,44.9776,142.6379,4.1799,-7.8e-05,-0.0028,-2.0245,-0.0059,small,4.1799,True,da=+4.18km[small]
53943,YAOGAN-36 01A,2024-04-29 03:50:38.148000+00:00,2024-04-29 09:08:37.613760+00:00,5.3,6872.14,494.0,0.000421,34.9953,129.5007,4.174,0.000341,0.0064,-1.3938,-0.007,small,4.174,True,da=+4.17km[small]
57889,YAOGAN-39 02B,2024-08-28 01:33:00.938880+00:00,2024-08-28 12:33:58.346208+00:00,11.02,6873.087,494.95,0.000693,34.9948,19.2283,4.169,-0.000158,0.0005,-2.8826,-0.0014,small,4.169,True,da=+4.17km[small]
54695,OBJECT P,2024-12-19 20:43:09.816384+00:00,2024-12-21 20:07:13.204992+00:00,47.4,6880.486,502.35,0.001019,97.6314,138.3539,4.1671,-0.000125,-0.0004,1.9973,-0.0049,small,4.1671,True,da=+4.17km[small]
49059,KL-BETA A,2024-04-30 01:36:09.748800+00:00,2024-05-01 10:10:25.516416+00:00,32.57,7284.541,906.4,0.000693,88.9817,304.0577,4.1658,0.000478,0.0155,-0.1916,-0.042,small,4.1658,True,da=+4.17km[small]
52447,JILIN-01 GAOFEN 3D 30,2024-07-03 02:30:05.770080+00:00,2024-07-03 16:40:37.050528+00:00,14.18,6867.192,489.06,0.001122,97.5974,263.8054,4.157,-1.4e-05,-0.0042,0.6064,0.0064,small,4.157,True,da=+4.16km[small]
43146,LKW-3,2024-10-06 08:59:11.014656+00:00,2024-10-06 22:07:14.982816+00:00,13.13,6871.738,493.6,0.000497,97.5882,55.8744,4.1496,-0.000293,-0.0001,0.5535,-0.0006,small,4.1496,True,da=+4.15km[small]
41026,YAOGAN 28,2024-09-24 06:54:43.732224+00:00,2024-09-24 16:22:18.022656+00:00,9.46,6870.696,492.56,0.000847,97.2245,54.8596,4.1416,6.5e-05,0.0,0.3789,-0.0014,small,4.1416,True,da=+4.14km[small]
58652,SHIYAN 24C 03,2024-03-18 20:57:46.130112+00:00,2024-03-19 11:25:02.345376+00:00,14.45,6955.617,577.48,0.000921,97.3368,83.9124,4.1388,-0.000329,-0.0008,0.5646,-0.0006,small,4.1388,True,da=+4.14km[small]
53451,OBJECT H,2024-07-03 02:53:07.653408+00:00,2024-07-05 08:27:57.753792+00:00,53.58,6868.492,490.36,0.000563,97.5364,285.5315,4.1359,-7.3e-05,0.0005,2.2429,-0.0061,small,4.1359,True,da=+4.14km[small]
59911,TIANQI 27,2024-06-13 15:31:15.998016+00:00,2024-06-15 10:30:01.810944+00:00,42.98,7222.307,844.17,0.001101,44.9785,286.192,4.1177,2.3e-05,0.0014,-8.1506,0.0107,small,4.1177,True,da=+4.12km[small]
43034,LKW-1,2024-08-25 02:13:43.279392+00:00,2024-08-25 21:09:10.670400+00:00,18.92,6871.637,493.5,0.000305,97.197,292.7762,4.1175,2.3e-05,-0.0004,0.7565,-0.001,small,4.1175,True,da=+4.12km[small]
57797,YAOGAN-33 03,2024-10-22 02:12:48.561408+00:00,2024-10-22 07:39:18.887904+00:00,5.44,7071.902,693.77,0.000257,98.173,218.1723,4.117,0.000121,0.0007,0.2187,-0.0049,small,4.117,True,da=+4.12km[small]
61196,TIANQI 30,2024-10-22 19:51:34.640064+00:00,2024-10-24 19:25:30.546048+00:00,47.57,7228.321,850.18,0.000612,44.8586,311.6705,4.1047,0.0,0.0,-9.0197,0.0051,small,4.1047,True,da=+4.10km[small]
51840,OBJECT S,2024-07-02 10:29:49.277760+00:00,2024-07-02 17:18:13.133376+00:00,6.81,6861.182,483.04,0.001237,97.4337,258.7727,4.1026,-0.000183,0.0023,0.2862,0.0033,small,4.1026,True,da=+4.10km[small]
54752,SHIYAN 21 (SY-21),2024-10-21 21:33:58.896576+00:00,2024-10-22 06:01:14.071584+00:00,8.45,6867.241,489.1,0.000416,35.9491,247.2137,-4.0994,0.000152,0.0036,-2.2049,-0.0087,small,4.0994,True,da=-4.10km[small]
40701,GAOFEN 8,2024-09-20 09:14:25.524960+00:00,2024-09-20 15:49:40.488096+00:00,6.59,6869.593,491.46,0.000744,97.667,61.1177,4.0861,0.000416,-0.0059,0.2801,-0.0009,small,4.0861,True,da=+4.09km[small]
61553,QIANFAN-20,2024-11-25 23:35:42.301536+00:00,2024-11-27 02:41:41.195040+00:00,27.1,7208.772,830.63,0.001005,88.9965,121.5339,4.0804,0.000104,-0.0071,-0.1246,0.0041,small,4.0804,True,da=+4.08km[small]
57696,JILIN-01 KUANFU 02A,2024-11-26 20:47:03.373728+00:00,2024-11-27 04:41:58.349472+00:00,7.92,6892.237,514.1,0.000999,97.5728,60.4649,4.0663,0.000538,-0.0004,0.3292,-0.0006,small,4.0663,True,da=+4.07km[small]
61936,HAIYANG 4A,2024-11-14 11:50:16.063872+00:00,2024-11-15 02:11:52.573344+00:00,14.36,7017.056,638.92,0.000874,98.0058,324.1046,4.0573,3e-06,-0.0002,0.5924,-0.0015,small,4.0573,True,da=+4.06km[small]
46396,GAOFEN 11 2,2024-09-20 06:21:58.039776+00:00,2024-09-20 14:15:02.781216+00:00,7.88,6871.083,492.95,0.000752,97.4519,21.3446,4.0559,0.000324,-0.0001,0.3251,-0.0017,small,4.0559,True,da=+4.06km[small]
49006,OBJECT D,2024-07-07 22:51:47.069568+00:00,2024-07-08 10:20:24.285696+00:00,11.48,6874.859,496.72,0.001243,97.3941,251.5493,4.052,-6.6e-05,0.0163,0.4887,0.017,small,4.052,True,da=+4.05km[small]
40362,YAOGAN 26,2024-06-19 01:04:55.695648+00:00,2024-06-19 12:07:15.240864+00:00,11.04,6871.212,493.07,0.000696,97.0843,191.958,4.0506,-0.000206,-0.0012,0.4343,-0.0008,small,4.0506,True,da=+4.05km[small]
58555,HONGHU 2,2024-10-11 18:23:43.127232+00:00,2024-10-14 18:48:55.263744+00:00,72.42,6888.642,510.5,0.003301,97.2582,285.0931,-4.041,9.1e-05,-0.0004,2.9,-0.0042,small,4.041,True,da=-4.04km[small]
57004,OBJECT A,2024-12-25 06:07:51.534912+00:00,2024-12-25 23:32:21.714432+00:00,17.41,6890.493,512.36,0.000966,97.4787,101.2774,4.0403,8e-05,-0.0002,0.711,-0.0061,small,4.0403,True,da=+4.04km[small]
46458,JILIN-01 GAOFEN 3F,2024-12-09 20:40:00.073344+00:00,2024-12-10 12:19:52.288032+00:00,15.66,6841.761,463.62,0.001623,97.3101,26.3367,4.0398,-1.6e-05,0.0003,0.6453,-0.0013,small,4.0398,True,da=+4.04km[small]
54372,YAOGAN-36 03A,2024-09-11 22:50:30.030144+00:00,2024-09-12 16:21:57.886272+00:00,17.52,6871.049,492.91,0.00036,34.9954,67.9708,4.0288,-0.000196,-0.0002,-4.5952,-0.0068,small,4.0288,True,da=+4.03km[small]
59281,YUNHAI 2-2B,2024-04-21 09:02:11.411808+00:00,2024-04-21 12:23:55.999968+00:00,3.36,7180.878,802.74,0.00084,50.097,115.6026,0.8313,-0.000133,-0.0805,-0.5971,-0.0053,none,4.025,True,di=-0.0805deg
