norad,sat,win_start_tai,win_end_tai,da_km
27421,SPOT-5,2014-09-12T16:18:00,2014-09-12T17:11:00,
27421,SPOT-5,2014-10-31T17:13:00,2014-10-31T18:06:00,
27421,SPOT-5,2014-12-18T16:45:00,2014-12-18T17:39:00,
27421,SPOT-5,2015-01-15T18:55:00,2015-01-15T18:58:00,
27421,SPOT-5,2015-01-17T17:07:00,2015-01-17T18:00:00,
27421,SPOT-5,2015-02-23T16:52:00,2015-02-23T17:45:00,
27421,SPOT-5,2015-03-20T06:45:00,2015-03-20T06:47:00,
27421,SPOT-5,2015-03-21T17:40:00,2015-03-21T18:33:00,
27421,SPOT-5,2015-04-02T04:36:00,2015-04-02T07:12:00,
27421,SPOT-5,2015-04-13T15:56:00,2015-04-13T16:49:00,
27421,SPOT-5,2015-04-15T00:14:00,2015-04-15T00:16:00,
27421,SPOT-5,2015-04-20T16:56:00,2015-04-20T17:49:00,
27421,SPOT-5,2015-05-18T00:49:00,2015-05-18T00:51:00,
27421,SPOT-5,2015-05-21T16:33:00,2015-05-21T17:26:00,
27421,SPOT-5,2015-08-04T16:26:00,2015-08-04T17:19:00,
27421,SPOT-5,2015-12-01T19:04:00,2015-12-01T21:07:00,
27421,SPOT-5,2015-12-02T20:16:00,2015-12-02T22:18:00,
27421,SPOT-5,2015-12-03T21:25:00,2015-12-03T23:27:00,
27421,SPOT-5,2015-12-04T20:48:00,2015-12-04T22:50:00,
27421,SPOT-5,2015-12-07T20:26:00,2015-12-07T22:28:00,
27421,SPOT-5,2015-12-08T21:21:00,2015-12-08T23:22:00,
27421,SPOT-5,2015-12-09T20:10:00,2015-12-09T20:13:00,
66514,Sentinel-6B,2025-11-18T14:41:00,2025-11-18T14:42:00,
66514,Sentinel-6B,2025-11-19T05:18:00,2025-11-19T05:19:00,
66514,Sentinel-6B,2025-12-05T10:45:00,2025-12-05T10:50:00,
66514,Sentinel-6B,2025-12-09T09:07:00,2025-12-09T09:14:00,
66514,Sentinel-6B,2025-12-12T02:21:00,2025-12-12T02:22:00,
66514,Sentinel-6B,2025-12-16T02:49:00,2025-12-16T02:50:00,
66514,Sentinel-6B,2026-02-24T08:33:00,2026-02-24T08:33:00,
66514,Sentinel-6B,2026-05-20T05:21:00,2026-05-20T05:21:00,
