sat,win_start_tai,n_burns,clean,da_obs_m,di_obs_mdeg,dv_along_truth,dv_along_rec,dv_cross_truth,dv_cross_rec,dv_mag_truth
CryoSat-2,2012-06-12T09:59:00,1,1,3.8215621580093284,-0.10000000000331966,0.021108,0.0020178915070345896,0.000213,-0.013080336589907766,0.02111
CryoSat-2,2012-07-12T08:56:00,1,1,-0.4202765212539816,-0.5999999999914962,0.004848,-0.00022191687675576357,4.8e-05,-0.07848191822066256,0.004848
CryoSat-2,2012-07-26T06:47:00,1,1,0.4007288753200555,-0.5000000000023874,0.006057,0.00021159518889749565,6.1e-05,-0.0654015959363375,0.006057
CryoSat-2,2012-08-13T07:16:00,1,1,0.4626299869414652,0.19999999999242846,0.003902,0.00024428062311236996,4e-05,0.026160640144874413,0.003902
CryoSat-2,2012-09-20T08:03:00,1,1,22.129574139398756,-0.34999999999740794,0.015625,0.011685036700764703,0.000158,-0.04578118297033247,0.015627
CryoSat-2,2012-10-18T07:03:00,1,1,27.725136249500792,-0.7999999999981355,0.017954,0.014639648762657508,0.000182,-0.10464269941702987,0.017956
CryoSat-2,2012-11-29T12:09:00,1,1,23.9897196779566,0.10000000000331966,0.018899,0.01266730296112612,0.000191,0.013080357670129937,0.018901
CryoSat-2,2014-04-03T04:26:00,1,1,30.771442751756695,0.2999999999957481,0.021316,0.016248108598334376,0.000211,0.03924095162061787,0.021319
CryoSat-2,2014-10-07T00:54:00,1,0,37.96516900183633,-0.5999999999914962,0.022038,0.020046578414410446,0.00022,-0.07848190116961723,0.022041
CryoSat-2,2014-10-09T05:55:00,1,0,-24.80301224386494,-0.5000000000023874,-0.011958,-0.0130966078487724,0.0,-0.06540155802267857,0.011958
CryoSat-2,2015-06-30T12:09:00,1,1,13.88863667671103,-0.5000000000023874,0.00872,0.007333571298680455,8.8e-05,-0.06540163360221965,0.008721
CryoSat-2,2015-08-27T01:46:00,1,1,34.75260143659398,0.39999999999906777,0.020498,0.018350219780744352,0.000207,0.052321228529053444,0.0205
CryoSat-2,2015-10-01T23:59:00,1,1,18.71047438999085,0.6000000000057071,0.011802,0.009879606615213428,0.000119,0.07848189718116454,0.011804
CryoSat-2,2015-11-03T19:10:00,1,1,30.097057632701762,0.0999999999891088,0.016986,0.015892009768088123,0.000171,0.013080315492714151,0.016988
CryoSat-2,2015-11-30T19:01:00,1,1,23.946066909957153,0.0,0.013822,0.012644147906069063,0.000139,0.0,0.013823
CryoSat-2,2015-12-22T05:01:00,1,1,6.043537473487959,-0.30000000000995897,0.005324,0.0031911358772456484,5.5e-05,-0.03924092521732624,0.005324
CryoSat-2,2016-01-15T07:29:00,1,1,4.8967233324219706,-0.25000000000829914,0.003754,0.002585591550773011,3.9e-05,-0.032700777935133006,0.003754
CryoSat-2,2016-02-19T05:23:00,1,1,13.828373122123594,-0.4500000000007276,0.008997,0.007301738489108734,9.2e-05,-0.058861437882782815,0.008998
CryoSat-2,2016-03-22T04:12:00,1,1,29.157029850466643,0.0,0.016733,0.01539568584592635,0.000169,0.0,0.016735
CryoSat-2,2016-04-05T22:54:00,2,1,2.1632879452226916,0.19999999999242846,0.0020599999999999993,0.0011422707002090202,0.00045,0.02616062945008838,0.087231
CryoSat-2,2016-05-10T11:34:00,1,1,19.492345054459292,0.30000000000995897,0.011899,0.010292467561702538,0.00012,0.039240965543430005,0.011901
CryoSat-2,2016-06-23T23:11:00,1,1,21.186525740631623,0.05000000000165983,0.010985,0.011187001465339737,0.000111,0.006540153563361562,0.010986
CryoSat-2,2016-07-28T08:00:00,1,1,2.6031154147858615,0.05000000000165983,0.001594,0.0013745103747571457,1.7e-05,0.006540156818038847,0.001594
CryoSat-2,2016-10-20T04:52:00,1,1,20.233477020155988,-0.5000000000023874,0.011262,0.010683843893758507,0.000115,-0.06540168940296363,0.011264
CryoSat-2,2016-12-16T05:17:00,1,1,15.634850679816736,0.10000000000331966,0.008371,0.008255620557984138,8.7e-05,0.013080327567515893,0.008372
CryoSat-2,2017-02-07T14:07:00,1,1,23.06951557056891,0.24999999999408828,0.011977,0.01218129829011666,0.000121,0.03270079675874685,0.011978
CryoSat-2,2017-03-16T05:21:00,1,1,5.963683737718384,0.10000000000331966,0.004258,0.00314898368820284,4.3e-05,0.01308032576904095,0.004259
CryoSat-2,2017-05-31T12:45:00,1,1,12.666875592003635,-0.39999999999906777,0.006592,0.006688458456321669,6.8e-05,-0.05232133206604414,0.006593
CryoSat-2,2017-07-06T04:39:00,1,1,5.002569618227426,-0.10000000000331966,0.003588,0.0026414952187389725,3.7e-05,-0.01308033461278902,0.003589
CryoSat-2,2017-08-23T07:52:00,1,1,25.079635389374744,0.2999999999957481,0.013261,0.013242770739659931,0.000134,0.039241032583527964,0.013263
CryoSat-2,2017-10-05T12:07:00,1,1,23.315535015171918,0.649999999993156,0.013535,0.012311247264811698,0.000136,0.08502217372063015,0.013536
CryoSat-2,2017-11-30T13:00:00,1,1,12.383490172396705,0.0999999999891088,0.007534,0.006538797585846861,7.6e-05,0.013080315958128943,0.007535
CryoSat-2,2017-12-20T11:02:00,1,1,8.091158123534115,-0.30000000000995897,0.005119,0.0042723379843555434,5.1e-05,-0.039240950411043043,0.00512
CryoSat-2,2018-03-16T06:03:00,1,1,17.773768408915203,-0.10000000000331966,0.01016,0.009385000113777148,0.000105,-0.013080315311454807,0.010161
CryoSat-2,2018-03-23T08:13:00,1,0,-2.436953695905686,0.19999999999242846,0.029575,-0.0012867742254061337,0.0003,0.026160636860176802,0.029579
CryoSat-2,2018-03-23T15:47:00,1,0,-2.821392658916011,0.19999999999242846,-0.029575,-0.0014897681003751503,0.0,0.026160638121212592,0.029575
CryoSat-2,2018-04-26T03:57:00,1,1,22.53528882374667,0.39999999999906777,0.012644,0.011899189510972156,0.00013,0.052321240665039674,0.012646
CryoSat-2,2018-07-03T13:06:00,1,1,17.770586456208548,0.10000000000331966,0.009436,0.009383311691282849,9.6e-05,0.013080311468282734,0.009437
CryoSat-2,2018-07-09T03:32:00,1,1,54.91049209376797,0.2000000000066393,0.029532,0.028993719638302287,0.0003,0.026160506818576446,0.029536
CryoSat-2,2018-07-12T05:52:00,1,1,-58.02023038268089,0.2000000000066393,-0.029807,-0.030636085926627206,0.0,0.02616061184546403,0.029807
CryoSat-2,2018-11-15T09:14:00,1,1,13.963558565592393,-0.2000000000066393,0.007673,0.007373135736575423,8e-05,-0.026160657792195452,0.007674
CryoSat-2,2018-12-13T08:04:00,1,1,15.634906879313348,0.19999999999242846,0.008415,0.00825564561941991,8.6e-05,0.02616065026015704,0.008416
CryoSat-2,2018-12-22T21:20:00,2,1,-0.33882780280691804,0.2999999999957481,-0.0007179999999999999,-0.0001789097876884343,0.0003,0.03924095483632111,0.057307
CryoSat-2,2019-02-14T09:56:00,1,1,19.87029410975083,0.19999999999242846,0.010057,0.010492004837322766,0.000106,0.026160619007501117,0.010058
CryoSat-2,2019-04-03T11:32:00,1,1,4.500872957578395,-0.19999999999242846,0.002576,0.002376575075218383,2.5e-05,-0.026160630987351823,0.002576
CryoSat-2,2019-06-06T05:55:00,1,1,8.866515483532567,-0.39999999999906777,0.004573,0.004681750665657956,4.6e-05,-0.052321282885737605,0.004574
CryoSat-2,2019-07-31T04:46:00,1,1,20.117822529755358,0.19999999999242846,0.010602,0.010622729609313033,0.000107,0.026160638436471505,0.010603
CryoSat-2,2019-09-17T14:36:00,1,1,23.80751616874477,0.5500000000040473,0.012996,0.012571018652227213,0.00013,0.0719418235329403,0.012998
CryoSat-2,2019-11-13T15:02:00,1,1,14.561472642526496,0.0,0.008282,0.007688835951748994,8.3e-05,0.0,0.008283
CryoSat-2,2020-01-15T12:10:00,1,1,8.640113194815058,-0.4500000000007276,0.004518,0.0045621964234191775,4.5e-05,-0.05886140906360244,0.004519
CryoSat-2,2020-02-27T16:12:00,1,1,11.407735137254349,0.04999999998744897,0.007593,0.00602357428228518,7.7e-05,0.006540158035181936,0.007594
CryoSat-2,2020-04-02T19:02:00,1,1,20.334539168288757,0.2000000000066393,0.011691,0.01073718544494485,0.000117,0.026160657813227555,0.011692
CryoSat-2,2020-05-14T15:55:00,1,1,17.459442342442344,0.2999999999957481,0.009389,0.009219039539687559,9.5e-05,0.03924096232597161,0.00939
CryoSat-2,2020-07-16T22:41:00,1,1,101.67625271697034,-0.05000000000165983,0.054608,0.05368708917135969,0.000543,-0.006540135371883503,0.054614
CryoSat-2,2020-07-20T22:34:00,2,0,253.00744988908264,-0.2000000000066393,0.067329,0.13358442803174062,0.00067,-0.026159983298906515,0.06733700000000001
CryoSat-2,2020-07-21T01:53:00,2,0,253.00744988908264,-0.2000000000066393,0.067484,0.13358797785243418,0.00067,-0.02616021501859837,0.067492
CryoSat-2,2020-07-23T23:18:00,2,0,235.12862760071584,-0.19999999999242846,0.062528,0.12413850218443999,0.000622,-0.02615955093119183,0.062534
CryoSat-2,2020-07-24T02:36:00,2,0,235.14166214863508,-0.19999999999242846,0.062548,0.12414842913414259,0.0006230000000000001,-0.026159764823435,0.062555
