NORAD_ID,COSPAR_ID,NAME,MEAN_ALT_KM
45225,2020-012AZ,STARLINK-1215,482.4
45227,2020-012BB,STARLINK-1221,445.7
45228,2020-012BC,STARLINK-1222,421.9
45229,2020-012BD,STARLINK-1226,462.1
45230,2020-012BE,STARLINK-1227,462.1
45235,2020-012BK,STARLINK-1246,482.4
45237,2020-012BM,STARLINK-1270,424.3
45360,2020-019A,STARLINK-1279,392.5
45361,2020-019B,STARLINK-1301,374.5
45366,2020-019G,STARLINK-1262,484.9
45367,2020-019H,STARLINK-1273,433.3
45368,2020-019J,STARLINK-1276,538.2
45369,2020-019K,STARLINK-1277,418.3
45370,2020-019L,STARLINK-1281,482.4
45374,2020-019Q,STARLINK-1300,482.4
45375,2020-019R,STARLINK-1302,403.8
45376,2020-019S,STARLINK-1304,420.8
45377,2020-019T,STARLINK-1305,405.2
45379,2020-019V,STARLINK-1319,373.5
45383,2020-019Z,STARLINK-1266,429.3
45384,2020-019AA,STARLINK-1267,415.4
45386,2020-019AC,STARLINK-1272,396.6
45387,2020-019AD,STARLINK-1274,424.4
45388,2020-019AE,STARLINK-1280,372.4
45389,2020-019AF,STARLINK-1283,385.5
45390,2020-019AG,STARLINK-1284,410.2
45395,2020-019AM,STARLINK-1297,401.7
45397,2020-019AP,STARLINK-1307,421.0
45399,2020-019AR,STARLINK-1255,408.8
45404,2020-019AW,STARLINK-1260,480.3
45405,2020-019AX,STARLINK-1263,482.4
45406,2020-019AY,STARLINK-1265,480.5
45408,2020-019BA,STARLINK-1278,398.5
45412,2020-019BE,STARLINK-1296,478.6
45414,2020-019BG,STARLINK-1309,400.1
45415,2020-019BH,STARLINK-1316,478.5
45417,2020-019BK,STARLINK-1286,417.5
45419,2020-019BM,STARLINK-1308,412.7
45531,2020-025A,STARLINK-1329,380.7
45532,2020-025B,STARLINK-1338,402.3
45535,2020-025E,STARLINK-1350,463.5
45538,2020-025H,STARLINK-1362,483.7
45540,2020-025K,STARLINK-1368,482.4
45542,2020-025M,STARLINK-1371,423.9
45543,2020-025N,STARLINK-1372,482.4
45544,2020-025P,STARLINK-1373,412.5
45555,2020-025AA,STARLINK-1327,402.7
45564,2020-025AK,STARLINK-1356,431.0
45565,2020-025AL,STARLINK-1357,396.9
45567,2020-025AN,STARLINK-1361,422.2
45568,2020-025AP,STARLINK-1363,333.9
45569,2020-025AQ,STARLINK-1366,337.7
45570,2020-025AR,STARLINK-1376,478.4
45572,2020-025AT,STARLINK-1320,361.7
45573,2020-025AU,STARLINK-1321,419.7
45578,2020-025AZ,STARLINK-1331,419.9
45580,2020-025BB,STARLINK-1333,482.4
45581,2020-025BC,STARLINK-1335,484.9
45582,2020-025BD,STARLINK-1337,390.4
45586,2020-025BH,STARLINK-1347,402.3
45589,2020-025BL,STARLINK-1364,416.3
45590,2020-025BM,STARLINK-1365,430.3
45660,2020-035D,STARLINK-1443,493.2
45663,2020-035G,STARLINK-1446,442.6
45665,2020-035J,STARLINK-1448,406.5
45668,2020-035M,STARLINK-1451,540.5
45669,2020-035N,STARLINK-1452,430.1
45670,2020-035P,STARLINK-1453,405.8
45671,2020-035Q,STARLINK-1454,410.6
45673,2020-035S,STARLINK-1456,416.1
45674,2020-035T,STARLINK-1457,326.0
45675,2020-035U,STARLINK-1458,437.9
45676,2020-035V,STARLINK-1460,482.4
45677,2020-035W,STARLINK-1392,484.9
45679,2020-035Y,STARLINK-1394,415.5
45685,2020-035AE,STARLINK-1402,431.1
45686,2020-035AF,STARLINK-1404,468.0
45689,2020-035AJ,STARLINK-1413,482.4
45693,2020-035AN,STARLINK-1417,533.0
45695,2020-035AQ,STARLINK-1420,403.8
45696,2020-035AR,STARLINK-1422,482.3
45697,2020-035AS,STARLINK-1351,407.5
45700,2020-035AV,STARLINK-1400,413.4
45701,2020-035AW,STARLINK-1403,484.9
45703,2020-035AY,STARLINK-1407,382.6
45706,2020-035BB,STARLINK-1411,377.4
45710,2020-035BF,STARLINK-1423,406.0
45711,2020-035BG,STARLINK-1433,400.0
45712,2020-035BH,STARLINK-1434,487.9
45731,2020-038B,STARLINK-1465,415.5
45735,2020-038F,STARLINK-1471,424.4
45741,2020-038M,STARLINK-1480,410.2
45744,2020-038Q,STARLINK-1500,465.8
45746,2020-038S,STARLINK-1504,411.1
45747,2020-038T,STARLINK-1506,493.2
45751,2020-038X,STARLINK-1464,436.6
45754,2020-038AA,STARLINK-1477,527.3
45755,2020-038AB,STARLINK-1478,400.0
45759,2020-038AF,STARLINK-1493,414.7
45760,2020-038AG,STARLINK-1494,344.1
45764,2020-038AL,STARLINK-1502,424.6
45772,2020-038AU,STARLINK-1470,484.9
45773,2020-038AV,STARLINK-1482,478.7
45780,2020-038BC,STARLINK-1496,421.1
45786,2020-038BJ,STARLINK-1513,482.4
46027,2020-055A,STARLINK-1522,543.7
46028,2020-055B,STARLINK-1523,484.9
46029,2020-055C,STARLINK-1526,484.9
46032,2020-055F,STARLINK-1555,482.3
46033,2020-055G,STARLINK-1556,484.7
46034,2020-055H,STARLINK-1557,484.9
46035,2020-055J,STARLINK-1558,485.0
46036,2020-055K,STARLINK-1560,484.9
46038,2020-055M,STARLINK-1567,416.2
46039,2020-055N,STARLINK-1569,482.4
46043,2020-055S,STARLINK-1582,482.4
46045,2020-055U,STARLINK-1591,482.4
46047,2020-055W,STARLINK-1524,482.4
46048,2020-055X,STARLINK-1527,482.4
46051,2020-055AA,STARLINK-1540,482.4
46052,2020-055AB,STARLINK-1541,482.4
46053,2020-055AC,STARLINK-1543,482.4
46054,2020-055AD,STARLINK-1548,482.4
46055,2020-055AE,STARLINK-1554,482.4
46058,2020-055AH,STARLINK-1564,482.4
46059,2020-055AJ,STARLINK-1570,482.4
46060,2020-055AK,STARLINK-1572,482.4
46061,2020-055AL,STARLINK-1573,482.4
46063,2020-055AN,STARLINK-1577,482.4
46064,2020-055AP,STARLINK-1583,482.4
46066,2020-055AR,STARLINK-1525,482.2
46070,2020-055AV,STARLINK-1536,552.5
46073,2020-055AY,STARLINK-1542,554.3
46074,2020-055AZ,STARLINK-1549,554.4
46075,2020-055BA,STARLINK-1551,554.4
46076,2020-055BB,STARLINK-1552,554.3
46077,2020-055BC,STARLINK-1559,479.0
46079,2020-055BE,STARLINK-1566,554.4
46080,2020-055BF,STARLINK-1568,430.0
46082,2020-055BH,STARLINK-1578,554.3
46083,2020-055BJ,STARLINK-1579,554.4
46119,2020-057C,STARLINK-1593,334.4
46127,2020-057L,STARLINK-1621,322.9
46128,2020-057M,STARLINK-1622,373.5
46129,2020-057N,STARLINK-1623,405.5
46130,2020-057P,STARLINK-1624,357.1
46141,2020-057AA,STARLINK-1596,430.8
46142,2020-057AB,STARLINK-1597,395.1
46144,2020-057AD,STARLINK-1606,371.9
46146,2020-057AF,STARLINK-1608,482.3
46155,2020-057AQ,STARLINK-1667,371.6
46156,2020-057AR,STARLINK-1545,377.5
46159,2020-057AU,STARLINK-1595,412.6
46160,2020-057AV,STARLINK-1598,409.8
46164,2020-057AZ,STARLINK-1612,309.9
46167,2020-057BC,STARLINK-1626,398.6
46168,2020-057BD,STARLINK-1627,345.2
46171,2020-057BG,STARLINK-1633,384.0
46172,2020-057BH,STARLINK-1635,379.7
46173,2020-057BJ,STARLINK-1640,401.4
46174,2020-057BK,STARLINK-1641,418.3
46326,2020-062B,STARLINK-1654,358.5
46328,2020-062D,STARLINK-1686,350.9
46329,2020-062E,STARLINK-1695,400.4
46331,2020-062G,STARLINK-1719,389.0
46335,2020-062L,STARLINK-1727,355.3
46340,2020-062R,STARLINK-1759,382.8
46342,2020-062T,STARLINK-1762,485.2
46343,2020-062U,STARLINK-1764,363.5
46347,2020-062Y,STARLINK-1547,372.7
46348,2020-062Z,STARLINK-1553,460.8
46351,2020-062AC,STARLINK-1646,397.7
46352,2020-062AD,STARLINK-1653,384.9
46353,2020-062AE,STARLINK-1656,408.5
46355,2020-062AG,STARLINK-1661,480.1
46356,2020-062AH,STARLINK-1665,372.8
46357,2020-062AJ,STARLINK-1666,388.0
46359,2020-062AL,STARLINK-1707,370.7
46375,2020-062BC,STARLINK-1724,405.4
46376,2020-062BD,STARLINK-1742,301.5
46383,2020-062BL,STARLINK-1770,375.3
46384,2020-062BM,STARLINK-1771,427.0
46535,2020-070D,STARLINK-1663,369.8
46537,2020-070F,STARLINK-1672,412.3
46538,2020-070G,STARLINK-1678,375.1
46553,2020-070X,STARLINK-1664,450.1
46556,2020-070AA,STARLINK-1676,409.3
46557,2020-070AB,STARLINK-1679,387.7
46558,2020-070AC,STARLINK-1680,328.7
46559,2020-070AD,STARLINK-1681,320.4
46562,2020-070AG,STARLINK-1714,411.1
46563,2020-070AH,STARLINK-1730,433.3
46564,2020-070AJ,STARLINK-1733,339.2
46565,2020-070AK,STARLINK-1735,377.2
46567,2020-070AM,STARLINK-1741,374.3
46572,2020-070AS,STARLINK-1531,373.8
46576,2020-070AW,STARLINK-1677,366.4
46578,2020-070AY,STARLINK-1683,308.9
46582,2020-070BC,STARLINK-1728,404.9
46585,2020-070BF,STARLINK-1736,363.7
46588,2020-070BJ,STARLINK-1746,342.7
46672,2020-073C,STARLINK-1716,371.5
46674,2020-073E,STARLINK-1718,396.6
46681,2020-073M,STARLINK-1775,323.4
46685,2020-073R,STARLINK-1781,397.0
46687,2020-073T,STARLINK-1784,377.6
46689,2020-073V,STARLINK-1788,376.2
46691,2020-073X,STARLINK-1790,339.5
46696,2020-073AC,STARLINK-1795,363.4
46698,2020-073AE,STARLINK-1797,399.9
46699,2020-073AF,STARLINK-1799,328.2
46700,2020-073AG,STARLINK-1800,315.2
46701,2020-073AH,STARLINK-1801,347.7
46702,2020-073AJ,STARLINK-1802,479.9
46705,2020-073AM,STARLINK-1805,408.3
46706,2020-073AN,STARLINK-1807,497.3
46709,2020-073AR,STARLINK-1810,424.0
46713,2020-073AV,STARLINK-1815,359.2
46714,2020-073AW,STARLINK-1816,341.1
46715,2020-073AX,STARLINK-1817,378.8
46718,2020-073BA,STARLINK-1821,452.5
46723,2020-073BF,STARLINK-1826,381.8
46725,2020-073BH,STARLINK-1828,403.7
46727,2020-073BK,STARLINK-1830,398.2
46743,2020-074E,STARLINK-1892,412.1
46744,2020-074F,STARLINK-1894,307.8
46746,2020-074H,STARLINK-1905,374.2
46749,2020-074L,STARLINK-1911,345.3
46753,2020-074Q,STARLINK-1922,371.8
46758,2020-074V,STARLINK-1928,365.0
46780,2020-074AT,STARLINK-1832,327.9
46782,2020-074AV,STARLINK-1835,387.3
46784,2020-074AX,STARLINK-1882,376.8
46786,2020-074AZ,STARLINK-1893,416.6
46790,2020-074BD,STARLINK-1931,369.5
46792,2020-074BF,STARLINK-1934,318.7
46794,2020-074BH,STARLINK-1942,423.1
46796,2020-074BK,STARLINK-1944,370.9
47122,2020-088A,STARLINK-1777,409.5
47126,2020-088E,STARLINK-1812,524.2
47135,2020-088P,STARLINK-1845,399.8
47143,2020-088X,STARLINK-1856,416.6
47157,2020-088AM,STARLINK-1871,482.3
47158,2020-088AN,STARLINK-1873,393.0
47161,2020-088AR,STARLINK-1876,373.4
47171,2020-088BB,STARLINK-1888,418.8
47178,2020-088BJ,STARLINK-1912,395.3
47179,2020-088BK,STARLINK-1913,482.4
47351,2021-005C,STARLINK-2017,482.4
47352,2021-005D,STARLINK-2034,482.4
47353,2021-005E,STARLINK-2045,482.4
47354,2021-005F,STARLINK-2046,482.4
47355,2021-005G,STARLINK-2047,482.4
47356,2021-005H,STARLINK-2049,554.4
47357,2021-005J,STARLINK-2050,482.5
47358,2021-005K,STARLINK-2055,554.4
47361,2021-005N,STARLINK-2071,554.3
47362,2021-005P,STARLINK-2076,484.9
47366,2021-005T,STARLINK-2081,485.0
47367,2021-005U,STARLINK-2082,482.4
47368,2021-005V,STARLINK-2084,482.4
47371,2021-005Y,STARLINK-2088,539.4
47373,2021-005AA,STARLINK-2092,482.4
47374,2021-005AB,STARLINK-2093,369.4
47375,2021-005AC,STARLINK-2094,484.9
47376,2021-005AD,STARLINK-2096,482.4
47377,2021-005AE,STARLINK-2097,539.4
47378,2021-005AF,STARLINK-2098,482.4
47379,2021-005AG,STARLINK-2099,482.4
47380,2021-005AH,STARLINK-2100,499.4
47381,2021-005AJ,STARLINK-2101,484.9
47382,2021-005AK,STARLINK-2102,482.4
47383,2021-005AL,STARLINK-2103,481.0
47384,2021-005AM,STARLINK-2104,554.3
47385,2021-005AN,STARLINK-2105,554.3
47386,2021-005AP,STARLINK-2106,554.4
47388,2021-005AR,STARLINK-2109,539.3
47389,2021-005AS,STARLINK-2110,482.4
47390,2021-005AT,STARLINK-2111,529.9
47391,2021-005AU,STARLINK-2112,554.3
47392,2021-005AV,STARLINK-2113,388.7
47393,2021-005AW,STARLINK-2114,366.5
47397,2021-005BA,STARLINK-2119,482.4
47399,2021-005BC,STARLINK-2121,482.4
47400,2021-005BD,STARLINK-2122,482.4
47401,2021-005BE,STARLINK-2123,554.2
47404,2021-005BH,STARLINK-2128,381.7
47405,2021-005BJ,STARLINK-2130,482.5
47407,2021-005BL,STARLINK-2134,554.3
47408,2021-005BM,STARLINK-2135,554.3
47555,2021-009H,STARLINK-1954,474.9
47559,2021-009M,STARLINK-1958,362.8
47563,2021-009R,STARLINK-1962,376.7
47565,2021-009T,STARLINK-1964,365.0
47566,2021-009U,STARLINK-1965,304.9
47568,2021-009W,STARLINK-1967,376.7
47573,2021-009AB,STARLINK-1975,324.4
47587,2021-009AR,STARLINK-1991,364.4
47588,2021-009AS,STARLINK-1993,357.0
47589,2021-009AT,STARLINK-1994,393.5
47590,2021-009AU,STARLINK-1995,396.8
47592,2021-009AW,STARLINK-1997,367.9
47596,2021-009BA,STARLINK-2001,412.3
47604,2021-009BJ,STARLINK-2021,370.0
47621,2021-012B,STARLINK-1609,467.0
47622,2021-012C,STARLINK-1645,301.9
47623,2021-012D,STARLINK-1655,371.5
47624,2021-012E,STARLINK-1669,324.9
47625,2021-012F,STARLINK-1704,435.5
47627,2021-012H,STARLINK-1972,424.0
47628,2021-012J,STARLINK-1973,482.3
47630,2021-012L,STARLINK-1983,482.3
47632,2021-012N,STARLINK-1992,482.4
47638,2021-012U,STARLINK-2015,482.3
47641,2021-012X,STARLINK-2019,388.6
47648,2021-012AE,STARLINK-2031,482.4
47649,2021-012AF,STARLINK-2032,369.4
47650,2021-012AG,STARLINK-2033,473.7
47652,2021-012AJ,STARLINK-2036,436.4
47655,2021-012AM,STARLINK-2039,482.4
47656,2021-012AN,STARLINK-2040,482.5
47657,2021-012AP,STARLINK-2041,429.1
47667,2021-012AZ,STARLINK-2058,301.7
47672,2021-012BE,STARLINK-2065,356.3
47676,2021-012BJ,STARLINK-2083,388.3
47679,2021-012BM,STARLINK-2095,327.7
47722,2021-017A,STARLINK-2068,482.4
47723,2021-017B,STARLINK-2107,482.4
47728,2021-017G,STARLINK-2131,492.6
47730,2021-017J,STARLINK-2140,484.9
47731,2021-017K,STARLINK-2141,420.1
47733,2021-017M,STARLINK-2143,482.4
47734,2021-017N,STARLINK-2144,482.4
47736,2021-017Q,STARLINK-2147,498.0
47739,2021-017T,STARLINK-2150,482.4
47742,2021-017W,STARLINK-2156,482.4
47745,2021-017Z,STARLINK-2159,434.5
47746,2021-017AA,STARLINK-2160,482.4
47747,2021-017AB,STARLINK-2161,482.4
47748,2021-017AC,STARLINK-2162,415.6
47749,2021-017AD,STARLINK-2163,431.2
47750,2021-017AE,STARLINK-2164,482.3
47752,2021-017AG,STARLINK-2169,442.3
47753,2021-017AH,STARLINK-2170,482.3
47754,2021-017AJ,STARLINK-2171,352.3
47760,2021-017AQ,STARLINK-2178,482.4
47762,2021-017AS,STARLINK-2180,410.6
47767,2021-017AX,STARLINK-2185,445.2
47770,2021-017BA,STARLINK-2193,482.4
47771,2021-017BB,STARLINK-2194,482.4
47772,2021-017BC,STARLINK-2195,482.4
47773,2021-017BD,STARLINK-2196,482.3
47776,2021-017BG,STARLINK-2209,436.2
47778,2021-017BJ,STARLINK-2211,454.2
47780,2021-017BL,STARLINK-2213,482.4
47787,2021-018A,STARLINK-2257,482.4
47788,2021-018B,STARLINK-2314,478.3
47789,2021-018C,STARLINK-2315,554.4
47790,2021-018D,STARLINK-2319,482.4
47791,2021-018E,STARLINK-2322,482.4
47792,2021-018F,STARLINK-2334,554.3
47793,2021-018G,STARLINK-2338,554.3
47796,2021-018K,STARLINK-2373,554.4
47797,2021-018L,STARLINK-2377,484.9
47798,2021-018M,STARLINK-2379,554.4
47799,2021-018N,STARLINK-2380,482.4
47800,2021-018P,STARLINK-2381,554.4
47802,2021-018R,STARLINK-2383,484.8
47804,2021-018T,STARLINK-2385,482.4
47805,2021-018U,STARLINK-2386,554.3
47806,2021-018V,STARLINK-2387,482.3
47807,2021-018W,STARLINK-2388,482.3
47808,2021-018X,STARLINK-2389,482.4
47810,2021-018Z,STARLINK-2391,482.4
47814,2021-018AD,STARLINK-2395,482.4
47815,2021-018AE,STARLINK-2396,482.4
47816,2021-018AF,STARLINK-2399,554.4
47817,2021-018AG,STARLINK-2400,482.4
47818,2021-018AH,STARLINK-2401,439.9
47819,2021-018AJ,STARLINK-2402,482.4
47821,2021-018AL,STARLINK-2406,482.4
47822,2021-018AM,STARLINK-2407,482.4
47823,2021-018AN,STARLINK-2408,554.4
47824,2021-018AP,STARLINK-2409,554.4
47825,2021-018AQ,STARLINK-2410,482.3
47826,2021-018AR,STARLINK-2411,482.4
47827,2021-018AS,STARLINK-2413,485.0
47828,2021-018AT,STARLINK-2415,482.4
47830,2021-018AV,STARLINK-2419,482.4
47831,2021-018AW,STARLINK-2420,554.4
47832,2021-018AX,STARLINK-2422,482.4
47833,2021-018AY,STARLINK-2423,538.9
47834,2021-018AZ,STARLINK-2424,482.4
47836,2021-018BB,STARLINK-2426,482.3
47837,2021-018BC,STARLINK-2427,554.4
47838,2021-018BD,STARLINK-2429,482.3
47839,2021-018BE,STARLINK-2431,482.3
47840,2021-018BF,STARLINK-2432,554.4
47841,2021-018BG,STARLINK-2433,554.3
47843,2021-018BJ,STARLINK-2435,485.3
47844,2021-018BK,STARLINK-2446,479.8
47845,2021-018BL,STARLINK-2453,554.4
47861,2021-021B,STARLINK-2280,482.4
47862,2021-021C,STARLINK-2291,482.3
47870,2021-021L,STARLINK-2326,482.4
47873,2021-021P,STARLINK-2329,482.4
47874,2021-021Q,STARLINK-2330,483.2
47879,2021-021V,STARLINK-2336,444.4
47883,2021-021Z,STARLINK-2342,432.7
47884,2021-021AA,STARLINK-2343,484.9
47887,2021-021AD,STARLINK-2346,482.4
47894,2021-021AL,STARLINK-2354,481.5
47895,2021-021AM,STARLINK-2355,482.3
47896,2021-021AN,STARLINK-2356,482.5
47898,2021-021AQ,STARLINK-2358,482.4
47901,2021-021AT,STARLINK-2361,479.4
47903,2021-021AV,STARLINK-2363,371.3
47904,2021-021AW,STARLINK-2364,482.4
47907,2021-021AZ,STARLINK-2367,484.9
47910,2021-021BC,STARLINK-2370,482.3
47911,2021-021BD,STARLINK-2371,482.3
47916,2021-021BJ,STARLINK-2378,482.3
47919,2021-021BM,STARLINK-2405,482.4
47978,2021-024B,STARLINK-1647,482.4
47981,2021-024E,STARLINK-2303,482.4
47993,2021-024S,STARLINK-2273,455.3
47997,2021-024W,STARLINK-2266,482.4
48000,2021-024Z,STARLINK-2270,471.9
48009,2021-024AJ,STARLINK-2153,482.4
48010,2021-024AK,STARLINK-2226,482.4
48019,2021-024AU,STARLINK-2285,482.4
48022,2021-024AX,STARLINK-2298,456.3
48023,2021-024AY,STARLINK-2292,464.3
48029,2021-024BE,STARLINK-2299,478.3
48093,2021-027B,STARLINK-2404,482.4
48094,2021-027C,STARLINK-2412,482.4
48095,2021-027D,STARLINK-2414,482.4
48096,2021-027E,STARLINK-2417,482.4
48097,2021-027F,STARLINK-2418,482.4
48098,2021-027G,STARLINK-2421,482.4
48099,2021-027H,STARLINK-2428,482.4
48100,2021-027J,STARLINK-2430,482.3
48101,2021-027K,STARLINK-2436,482.4
48104,2021-027N,STARLINK-2439,482.4
48105,2021-027P,STARLINK-2440,482.4
48106,2021-027Q,STARLINK-2442,484.9
48107,2021-027R,STARLINK-2443,482.4
48111,2021-027V,STARLINK-2448,475.0
48112,2021-027W,STARLINK-2449,482.4
48113,2021-027X,STARLINK-2450,482.4
48115,2021-027Z,STARLINK-2452,482.2
48116,2021-027AA,STARLINK-2454,482.4
48117,2021-027AB,STARLINK-2455,484.9
48119,2021-027AD,STARLINK-2459,482.4
48120,2021-027AE,STARLINK-2460,482.2
48121,2021-027AF,STARLINK-2462,482.4
48123,2021-027AH,STARLINK-2464,482.4
48124,2021-027AJ,STARLINK-2465,482.4
48125,2021-027AK,STARLINK-2466,482.3
48126,2021-027AL,STARLINK-2467,484.9
48127,2021-027AM,STARLINK-2468,482.4
48128,2021-027AN,STARLINK-2469,513.0
48129,2021-027AP,STARLINK-2471,482.4
48130,2021-027AQ,STARLINK-2472,482.3
48131,2021-027AR,STARLINK-2473,482.4
48132,2021-027AS,STARLINK-2474,482.4
48133,2021-027AT,STARLINK-2475,482.3
48134,2021-027AU,STARLINK-2476,482.4
48135,2021-027AV,STARLINK-2478,482.4
48136,2021-027AW,STARLINK-2479,482.4
48137,2021-027AX,STARLINK-2480,510.6
48138,2021-027AY,STARLINK-2481,482.4
48139,2021-027AZ,STARLINK-2482,484.9
48140,2021-027BA,STARLINK-2483,482.4
48142,2021-027BC,STARLINK-2485,484.9
48143,2021-027BD,STARLINK-2486,480.1
48144,2021-027BE,STARLINK-2487,484.9
48148,2021-027BJ,STARLINK-2491,482.3
48149,2021-027BK,STARLINK-2492,484.9
48150,2021-027BL,STARLINK-2493,484.8
48151,2021-027BM,STARLINK-2503,482.5
48276,2021-036A,STARLINK-2567,539.4
48277,2021-036B,STARLINK-2569,497.3
48278,2021-036C,STARLINK-2543,482.4
48280,2021-036E,STARLINK-2565,554.3
48282,2021-036G,STARLINK-2558,482.4
48283,2021-036H,STARLINK-2516,482.4
48284,2021-036J,STARLINK-2564,482.4
48286,2021-036L,STARLINK-2547,482.4
48287,2021-036M,STARLINK-2566,482.4
48289,2021-036P,STARLINK-2545,482.4
48291,2021-036R,STARLINK-2555,482.4
48292,2021-036S,STARLINK-2542,482.4
48293,2021-036T,STARLINK-2550,482.4
48294,2021-036U,STARLINK-2533,482.4
48295,2021-036V,STARLINK-2535,482.4
48298,2021-036Y,STARLINK-2559,482.4
48299,2021-036Z,STARLINK-2557,482.4
48300,2021-036AA,STARLINK-2538,482.4
48301,2021-036AB,STARLINK-2537,483.1
48303,2021-036AD,STARLINK-2530,482.4
48304,2021-036AE,STARLINK-2524,554.3
48305,2021-036AF,STARLINK-2519,554.4
48306,2021-036AG,STARLINK-2523,554.3
48309,2021-036AK,STARLINK-2517,479.9
48310,2021-036AL,STARLINK-2536,484.8
48311,2021-036AM,STARLINK-2534,482.3
48312,2021-036AN,STARLINK-2061,482.4
48314,2021-036AQ,STARLINK-2549,484.8
48315,2021-036AR,STARLINK-2506,554.3
48316,2021-036AS,STARLINK-2507,554.4
48317,2021-036AT,STARLINK-2513,482.4
48318,2021-036AU,STARLINK-2509,482.4
48319,2021-036AV,STARLINK-2512,482.3
48320,2021-036AW,STARLINK-2029,484.9
48321,2021-036AX,STARLINK-2457,482.3
48323,2021-036AZ,STARLINK-2515,482.4
48325,2021-036BB,STARLINK-2495,482.4
48326,2021-036BC,STARLINK-2498,482.3
48327,2021-036BD,STARLINK-2502,484.9
48328,2021-036BE,STARLINK-2504,482.4
48329,2021-036BF,STARLINK-2510,484.8
48330,2021-036BG,STARLINK-2501,484.8
48331,2021-036BH,STARLINK-2514,484.8
48333,2021-036BK,STARLINK-2518,484.8
48334,2021-036BL,STARLINK-2470,484.8
48353,2021-038A,STARLINK-2613,482.3
48354,2021-038B,STARLINK-2674,482.3
48355,2021-038C,STARLINK-2635,482.4
48356,2021-038D,STARLINK-2637,482.3
48357,2021-038E,STARLINK-2636,482.4
48358,2021-038F,STARLINK-2624,482.4
48359,2021-038G,STARLINK-2628,482.4
48360,2021-038H,STARLINK-2622,482.4
48361,2021-038J,STARLINK-2591,482.3
48362,2021-038K,STARLINK-2578,482.3
48364,2021-038M,STARLINK-2611,482.4
48365,2021-038N,STARLINK-2608,482.4
48367,2021-038Q,STARLINK-2643,482.4
48368,2021-038R,STARLINK-2623,482.4
48370,2021-038T,STARLINK-2621,482.4
48371,2021-038U,STARLINK-2589,482.4
48373,2021-038W,STARLINK-2609,482.3
48374,2021-038X,STARLINK-2604,482.4
48375,2021-038Y,STARLINK-2603,482.7
48376,2021-038Z,STARLINK-2610,482.3
48377,2021-038AA,STARLINK-2499,482.4
48378,2021-038AB,STARLINK-2526,482.4
48379,2021-038AC,STARLINK-2612,482.4
48380,2021-038AD,STARLINK-2614,482.3
48381,2021-038AE,STARLINK-2630,482.4
48382,2021-038AF,STARLINK-2585,482.4
48385,2021-038AJ,STARLINK-2598,482.4
48386,2021-038AK,STARLINK-2606,482.9
48388,2021-038AM,STARLINK-2594,484.9
48390,2021-038AP,STARLINK-2586,482.3
48391,2021-038AQ,STARLINK-2607,484.9
48392,2021-038AR,STARLINK-2605,482.4
48395,2021-038AU,STARLINK-2574,482.4
48396,2021-038AV,STARLINK-2575,482.4
48397,2021-038AW,STARLINK-2590,482.4
48398,2021-038AX,STARLINK-2588,525.1
48399,2021-038AY,STARLINK-2587,482.4
48400,2021-038AZ,STARLINK-2576,482.3
48401,2021-038BA,STARLINK-2571,482.6
48404,2021-038BD,STARLINK-2593,482.4
48405,2021-038BE,STARLINK-2570,482.4
48406,2021-038BF,STARLINK-2568,482.3
48408,2021-038BH,STARLINK-2592,482.4
48410,2021-038BK,STARLINK-2563,484.9
48411,2021-038BL,STARLINK-2505,497.5
48412,2021-038BM,STARLINK-2581,554.4
48428,2021-040A,STARLINK-2461,482.4
48431,2021-040D,STARLINK-2700,484.8
48432,2021-040E,STARLINK-2680,554.4
48433,2021-040F,STARLINK-2699,484.9
48434,2021-040G,STARLINK-2692,482.4
48435,2021-040H,STARLINK-2633,484.8
48436,2021-040J,STARLINK-2639,482.3
48437,2021-040K,STARLINK-2642,484.8
48438,2021-040L,STARLINK-2640,482.4
48439,2021-040M,STARLINK-2583,482.2
48440,2021-040N,STARLINK-2682,482.4
48441,2021-040P,STARLINK-2702,482.3
48442,2021-040Q,STARLINK-2644,482.3
48443,2021-040R,STARLINK-2663,482.3
48444,2021-040S,STARLINK-2645,482.4
48445,2021-040T,STARLINK-2634,482.4
48449,2021-040X,STARLINK-2655,482.4
48452,2021-040AA,STARLINK-2703,482.3
48453,2021-040AB,STARLINK-2620,482.4
48454,2021-040AC,STARLINK-2654,482.3
48455,2021-040AD,STARLINK-2497,482.4
48458,2021-040AG,STARLINK-2698,482.3
48459,2021-040AH,STARLINK-2579,482.3
48460,2021-040AJ,STARLINK-2582,397.6
48462,2021-040AL,STARLINK-2683,482.2
48464,2021-040AN,STARLINK-2686,484.9
48465,2021-040AP,STARLINK-2681,442.6
48466,2021-040AQ,STARLINK-2687,482.4
48467,2021-040AR,STARLINK-2659,482.3
48468,2021-040AS,STARLINK-2685,482.4
48469,2021-040AT,STARLINK-2661,482.3
48470,2021-040AU,STARLINK-2675,482.4
48471,2021-040AV,STARLINK-2684,482.4
48472,2021-040AW,STARLINK-2722,546.8
48473,2021-040AX,STARLINK-2658,482.3
48474,2021-040AY,STARLINK-2697,484.9
48478,2021-040BC,STARLINK-2728,484.9
48479,2021-040BD,STARLINK-2755,484.9
48481,2021-040BF,STARLINK-2706,482.4
48482,2021-040BG,STARLINK-2525,482.4
48483,2021-040BH,STARLINK-2531,482.3
48485,2021-040BK,STARLINK-2500,482.4
