NORAD_ID,COSPAR_ID,NAME,MEAN_ALT_KM
55931,2023-037T,STARLINK-5897,579.2
55932,2023-037U,STARLINK-5848,579.2
55933,2023-037V,STARLINK-5852,579.2
55934,2023-037W,STARLINK-5927,579.1
55935,2023-037X,STARLINK-5920,579.2
55936,2023-037Y,STARLINK-5882,579.2
55937,2023-037Z,STARLINK-5913,579.2
55938,2023-037AA,STARLINK-5909,579.2
55939,2023-037AB,STARLINK-5918,579.2
55940,2023-037AC,STARLINK-5864,579.2
55941,2023-037AD,STARLINK-5914,579.2
55942,2023-037AE,STARLINK-5917,579.2
55943,2023-037AF,STARLINK-5932,579.2
55944,2023-037AG,STARLINK-5926,579.3
55945,2023-037AH,STARLINK-5925,579.2
55946,2023-037AJ,STARLINK-5857,579.3
55947,2023-037AK,STARLINK-5851,380.9
55948,2023-037AL,STARLINK-5900,579.2
55949,2023-037AM,STARLINK-5899,579.2
55950,2023-037AN,STARLINK-5911,579.3
55951,2023-037AP,STARLINK-5908,579.2
55952,2023-037AQ,STARLINK-5893,579.2
55954,2023-037AS,STARLINK-5892,579.2
55955,2023-037AT,STARLINK-5878,579.2
55956,2023-037AU,STARLINK-5883,579.2
55957,2023-037AV,STARLINK-5884,579.2
55958,2023-037AW,STARLINK-5928,579.2
55959,2023-037AX,STARLINK-5929,579.2
55960,2023-037AY,STARLINK-5938,579.3
55961,2023-037AZ,STARLINK-5933,579.2
55962,2023-037BA,STARLINK-5906,579.2
55963,2023-037BB,STARLINK-5924,579.2
55964,2023-037BC,STARLINK-5895,549.5
55965,2023-037BD,STARLINK-5894,579.1
55986,2023-042A,STARLINK-5905,519.1
55987,2023-042B,STARLINK-5915,512.1
55988,2023-042C,STARLINK-5916,540.4
55989,2023-042D,STARLINK-5947,515.5
55990,2023-042E,STARLINK-5946,512.2
55991,2023-042F,STARLINK-5948,492.7
55993,2023-042H,STARLINK-5969,510.6
55994,2023-042J,STARLINK-5956,513.3
55996,2023-042L,STARLINK-5903,514.1
55998,2023-042N,STARLINK-5902,507.5
55999,2023-042P,STARLINK-5901,512.9
56000,2023-042Q,STARLINK-5910,522.6
56001,2023-042R,STARLINK-5944,543.3
56002,2023-042S,STARLINK-5799,519.6
56003,2023-042T,STARLINK-5789,519.8
56004,2023-042U,STARLINK-5787,540.0
56005,2023-042V,STARLINK-5801,540.3
56006,2023-042W,STARLINK-5794,539.6
56007,2023-042X,STARLINK-5806,519.7
56008,2023-042Y,STARLINK-5803,511.5
56009,2023-042Z,STARLINK-5964,540.1
56010,2023-042AA,STARLINK-5968,524.2
56011,2023-042AB,STARLINK-5936,492.8
56012,2023-042AC,STARLINK-5940,492.8
56013,2023-042AD,STARLINK-5941,523.1
56014,2023-042AE,STARLINK-5942,493.2
56015,2023-042AF,STARLINK-5939,492.7
56016,2023-042AG,STARLINK-5943,496.8
56017,2023-042AH,STARLINK-5934,493.1
56018,2023-042AJ,STARLINK-5945,500.1
56019,2023-042AK,STARLINK-5949,492.9
56020,2023-042AL,STARLINK-5912,497.7
56021,2023-042AM,STARLINK-5907,496.7
56022,2023-042AN,STARLINK-5783,492.7
56023,2023-042AP,STARLINK-5771,499.8
56024,2023-042AQ,STARLINK-5772,492.8
56025,2023-042AR,STARLINK-5766,493.7
56026,2023-042AS,STARLINK-5770,496.1
56027,2023-042AT,STARLINK-5777,492.8
56028,2023-042AU,STARLINK-5779,499.5
56029,2023-042AV,STARLINK-5774,492.7
56030,2023-042AW,STARLINK-5781,492.8
56031,2023-042AX,STARLINK-5785,493.7
56032,2023-042AY,STARLINK-5786,500.5
56034,2023-042BA,STARLINK-5782,509.6
56035,2023-042BB,STARLINK-5792,492.7
56036,2023-042BC,STARLINK-5790,499.0
56037,2023-042BD,STARLINK-5758,492.7
56038,2023-042BE,STARLINK-5793,508.5
56039,2023-042BF,STARLINK-5795,492.7
56040,2023-042BG,STARLINK-5798,492.8
56041,2023-042BH,STARLINK-5800,527.2
56094,2023-046B,STARLINK-6109,501.9
56095,2023-046C,STARLINK-6090,498.9
56096,2023-046D,STARLINK-6089,502.9
56097,2023-046E,STARLINK-6077,535.6
56098,2023-046F,STARLINK-6088,493.4
56100,2023-046H,STARLINK-6076,495.2
56101,2023-046J,STARLINK-6095,492.8
56102,2023-046K,STARLINK-6075,495.3
56103,2023-046L,STARLINK-6096,500.5
56104,2023-046M,STARLINK-6062,492.7
56105,2023-046N,STARLINK-6066,497.0
56107,2023-046Q,STARLINK-6030,506.7
56108,2023-046R,STARLINK-6081,507.5
56109,2023-046S,STARLINK-6083,503.3
56110,2023-046T,STARLINK-6082,501.5
56111,2023-046U,STARLINK-6084,519.3
56112,2023-046V,STARLINK-6080,509.3
56113,2023-046W,STARLINK-6113,508.0
56115,2023-046Y,STARLINK-6101,492.7
56116,2023-046Z,STARLINK-6114,508.5
56117,2023-046AA,STARLINK-6107,492.7
56119,2023-046AC,STARLINK-6091,492.7
56120,2023-046AD,STARLINK-6079,492.7
56121,2023-046AE,STARLINK-6092,492.7
56122,2023-046AF,STARLINK-6094,490.2
56123,2023-046AH,STARLINK-6115,492.7
56124,2023-046AJ,STARLINK-6126,492.7
56125,2023-046AK,STARLINK-6119,492.7
56126,2023-046AL,STARLINK-6124,492.7
56127,2023-046AM,STARLINK-6104,518.1
56128,2023-046AN,STARLINK-6122,492.7
56129,2023-046AP,STARLINK-6121,499.2
56130,2023-046AQ,STARLINK-6117,492.6
56131,2023-046AR,STARLINK-6120,490.2
56132,2023-046AS,STARLINK-6071,492.8
56133,2023-046AT,STARLINK-5566,492.7
56134,2023-046AU,STARLINK-5564,492.7
56136,2023-046AW,STARLINK-5489,491.3
56137,2023-046AX,STARLINK-5090,492.7
56138,2023-046AY,STARLINK-4774,492.7
56140,2023-046BA,STARLINK-5375,492.7
56141,2023-046BB,STARLINK-5377,492.8
56142,2023-046BC,STARLINK-5376,492.8
56143,2023-046BD,STARLINK-5016,542.9
56144,2023-046BE,STARLINK-5374,492.7
56146,2023-046BG,STARLINK-5111,492.7
56147,2023-046BH,STARLINK-5140,505.6
56148,2023-046BJ,STARLINK-5089,500.2
56287,2023-056B,STARLINK-30107,490.2
56288,2023-056C,STARLINK-30106,492.7
56289,2023-056D,STARLINK-30095,490.3
56290,2023-056E,STARLINK-30103,492.7
56291,2023-056F,STARLINK-30113,492.7
56292,2023-056G,STARLINK-30098,492.7
56293,2023-056H,STARLINK-30090,352.9
56294,2023-056J,STARLINK-30049,490.1
56295,2023-056K,STARLINK-30083,492.7
56296,2023-056L,STARLINK-30089,490.2
56297,2023-056M,STARLINK-30086,492.8
56298,2023-056N,STARLINK-30109,490.1
56299,2023-056P,STARLINK-30108,492.7
56300,2023-056Q,STARLINK-30104,492.7
56301,2023-056R,STARLINK-30101,490.2
56302,2023-056S,STARLINK-30111,492.8
56304,2023-056U,STARLINK-30099,490.1
56305,2023-056V,STARLINK-30094,492.7
56306,2023-056W,STARLINK-30112,490.2
56317,2023-058A,STARLINK-6038,556.7
56318,2023-058B,STARLINK-5954,556.7
56319,2023-058C,STARLINK-6039,556.6
56320,2023-058D,STARLINK-5988,556.7
56321,2023-058E,STARLINK-5876,556.7
56322,2023-058E,STARLINK-6033,556.7
56323,2023-058G,STARLINK-6035,556.7
56324,2023-058H,STARLINK-6034,556.7
56325,2023-058J,STARLINK-5981,556.7
56326,2023-058K,STARLINK-5980,556.7
56327,2023-058L,STARLINK-5997,556.8
56328,2023-058M,STARLINK-5992,556.7
56329,2023-058N,STARLINK-5984,556.7
56331,2023-058Q,STARLINK-5991,569.7
56332,2023-058R,STARLINK-5093,556.6
56333,2023-058S,STARLINK-5553,556.7
56334,2023-058T,STARLINK-5548,556.7
56335,2023-058U,STARLINK-5559,556.7
56336,2023-058V,STARLINK-5562,556.6
56337,2023-058W,STARLINK-5561,558.4
56338,2023-058X,STARLINK-5554,556.7
56339,2023-058Y,STARLINK-5552,557.3
56340,2023-058Z,STARLINK-5540,556.7
56341,2023-058AA,STARLINK-5543,556.8
56342,2023-058AB,STARLINK-5955,556.7
56343,2023-058AC,STARLINK-5976,556.7
56344,2023-058AD,STARLINK-5974,556.7
56345,2023-058AE,STARLINK-5979,570.2
56346,2023-058AF,STARLINK-5837,557.6
56347,2023-058AG,STARLINK-5829,556.7
56348,2023-058AH,STARLINK-5888,570.2
56349,2023-058AJ,STARLINK-5887,556.7
56350,2023-058AK,STARLINK-5886,556.7
56351,2023-058AL,STARLINK-5891,556.7
56352,2023-058AM,STARLINK-5885,570.2
56353,2023-058AN,STARLINK-5874,570.2
56354,2023-058AP,STARLINK-5877,556.7
56355,2023-058AQ,STARLINK-5533,570.2
56356,2023-058AR,STARLINK-5535,556.7
56357,2023-058AS,STARLINK-5538,556.7
56358,2023-058AT,STARLINK-5482,556.7
56359,2023-058AU,STARLINK-5551,570.2
56360,2023-058AV,STARLINK-5549,556.7
56361,2023-058AW,STARLINK-5550,570.0
56362,2023-058AX,STARLINK-5972,556.7
56374,2023-061A,STARLINK-6156,492.7
56375,2023-061B,STARLINK-6158,492.7
56376,2023-061C,STARLINK-6188,492.7
56377,2023-061D,STARLINK-6189,492.7
56378,2023-061E,STARLINK-6191,492.7
56379,2023-061F,STARLINK-6157,492.7
56381,2023-061H,STARLINK-6159,491.2
56382,2023-061J,STARLINK-6160,490.3
56383,2023-061K,STARLINK-6166,492.7
56384,2023-061L,STARLINK-6153,492.7
56385,2023-061M,STARLINK-6173,492.7
56386,2023-061N,STARLINK-5836,492.7
56387,2023-061P,STARLINK-6178,492.8
56388,2023-061Q,STARLINK-6176,490.2
56389,2023-061R,STARLINK-6145,490.2
56391,2023-061T,STARLINK-6298,492.7
56392,2023-061U,STARLINK-6301,498.0
56393,2023-061V,STARLINK-6303,492.7
56394,2023-061W,STARLINK-6305,492.7
56395,2023-061X,STARLINK-6273,504.7
56396,2023-061Y,STARLINK-6302,492.9
56397,2023-061Z,STARLINK-6271,492.8
56398,2023-061AA,STARLINK-6288,492.7
56399,2023-061AB,STARLINK-6277,492.9
56400,2023-061AC,STARLINK-6267,497.9
56404,2023-061AG,STARLINK-6287,495.3
56405,2023-061AH,STARLINK-6285,492.7
56406,2023-061AJ,STARLINK-6283,505.6
56407,2023-061AK,STARLINK-6282,501.4
56408,2023-061AL,STARLINK-6289,492.8
56409,2023-061AM,STARLINK-6241,502.8
56410,2023-061AN,STARLINK-6281,492.7
56411,2023-061AP,STARLINK-6279,507.3
56412,2023-061AQ,STARLINK-6278,501.7
56413,2023-061AR,STARLINK-6258,503.9
56414,2023-061AS,STARLINK-5136,508.4
56416,2023-061AU,STARLINK-6260,566.2
56417,2023-061AV,STARLINK-6261,505.1
56418,2023-061AW,STARLINK-5356,566.3
56419,2023-061AX,STARLINK-5350,509.3
56420,2023-061AY,STARLINK-6272,566.2
56421,2023-061AZ,STARLINK-6270,566.3
56422,2023-061BA,STARLINK-6236,566.2
56423,2023-061BB,STARLINK-6239,566.3
56424,2023-061BC,STARLINK-6242,566.2
56425,2023-061BD,STARLINK-6224,566.2
56426,2023-061BE,STARLINK-5352,566.3
56427,2023-061BF,STARLINK-5724,566.2
56428,2023-061BG,STARLINK-6238,566.2
56429,2023-061BH,STARLINK-6264,566.2
56448,2023-064A,STARLINK-5990,581.7
56449,2023-064B,STARLINK-5993,579.3
56450,2023-064C,STARLINK-5970,579.2
56451,2023-064D,STARLINK-5985,579.2
56452,2023-064E,STARLINK-5986,579.3
56453,2023-064F,STARLINK-5935,579.2
56454,2023-064G,STARLINK-5959,579.2
56455,2023-064H,STARLINK-5987,579.2
56456,2023-064J,STARLINK-5995,579.2
56457,2023-064K,STARLINK-5994,579.3
56458,2023-064L,STARLINK-6050,579.2
56459,2023-064M,STARLINK-6048,579.2
56460,2023-064N,STARLINK-6047,579.2
56461,2023-064P,STARLINK-6037,579.2
56462,2023-064Q,STARLINK-6045,579.2
56463,2023-064R,STARLINK-6051,579.2
56464,2023-064S,STARLINK-6043,579.2
56465,2023-064T,STARLINK-6054,579.2
56466,2023-064U,STARLINK-6053,579.2
56467,2023-064V,STARLINK-6055,579.2
56468,2023-064W,STARLINK-5998,579.2
56469,2023-064X,STARLINK-5518,579.2
56470,2023-064Y,STARLINK-5523,579.2
56471,2023-064Z,STARLINK-5521,579.2
56472,2023-064AA,STARLINK-5038,579.2
56474,2023-064AC,STARLINK-5524,579.2
56475,2023-064AD,STARLINK-5541,579.2
56476,2023-064AE,STARLINK-5545,579.2
56477,2023-064AF,STARLINK-5534,579.2
56478,2023-064AG,STARLINK-6041,579.2
56479,2023-064AH,STARLINK-6044,579.2
56480,2023-064AJ,STARLINK-6214,506.9
56481,2023-064AK,STARLINK-6222,579.2
56482,2023-064AL,STARLINK-6220,579.2
56483,2023-064AM,STARLINK-5868,579.0
56484,2023-064AN,STARLINK-6221,579.2
56485,2023-064AP,STARLINK-6210,579.2
56487,2023-064AR,STARLINK-6196,579.1
56488,2023-064AS,STARLINK-6204,579.2
56489,2023-064AT,STARLINK-5923,579.2
56490,2023-064AU,STARLINK-5873,579.2
56491,2023-064AV,STARLINK-5842,579.2
56492,2023-064AW,STARLINK-5846,579.2
56493,2023-064AX,STARLINK-5841,579.1
56494,2023-064AY,STARLINK-5530,579.2
56495,2023-064AZ,STARLINK-5529,579.2
56496,2023-064BA,STARLINK-5526,579.2
56497,2023-064BB,STARLINK-5527,579.3
56498,2023-064BC,STARLINK-5522,579.2
56503,2023-065A,STARLINK-5775,492.8
56504,2023-065B,STARLINK-5716,492.9
56505,2023-065C,STARLINK-5763,498.5
56506,2023-065D,STARLINK-5340,511.1
56507,2023-065E,STARLINK-5333,566.2
56508,2023-065F,STARLINK-5335,492.7
56509,2023-065G,STARLINK-5334,492.7
56510,2023-065H,STARLINK-5339,492.8
56511,2023-065J,STARLINK-5351,492.9
56512,2023-065K,STARLINK-5349,492.7
56513,2023-065L,STARLINK-5329,492.9
56515,2023-065N,STARLINK-5348,499.1
56516,2023-065P,STARLINK-5342,492.7
56517,2023-065Q,STARLINK-5345,492.7
56518,2023-065R,STARLINK-5346,497.6
56519,2023-065S,STARLINK-6313,498.7
56520,2023-065T,STARLINK-6344,499.4
56521,2023-065U,STARLINK-6333,558.3
56522,2023-065V,STARLINK-6327,496.7
56523,2023-065W,STARLINK-6328,504.2
56524,2023-065X,STARLINK-6323,492.7
56525,2023-065Y,STARLINK-6329,563.8
56526,2023-065Z,STARLINK-6317,507.8
56527,2023-065AA,STARLINK-6335,566.2
56528,2023-065AB,STARLINK-6337,566.2
56529,2023-065AC,STARLINK-6307,504.6
56530,2023-065AD,STARLINK-6318,499.8
56531,2023-065AE,STARLINK-6280,490.2
56532,2023-065AF,STARLINK-6319,490.2
56533,2023-065AG,STARLINK-6310,492.7
56534,2023-065AH,STARLINK-6308,492.8
56535,2023-065AJ,STARLINK-6309,510.0
56536,2023-065AK,STARLINK-6312,516.0
56537,2023-065AL,STARLINK-6311,513.3
56538,2023-065AM,STARLINK-6314,492.7
56539,2023-065AN,STARLINK-6135,515.1
56540,2023-065AP,STARLINK-6136,516.0
56541,2023-065AQ,STARLINK-6249,492.7
56542,2023-065AR,STARLINK-6266,511.2
56544,2023-065AT,STARLINK-6226,492.7
56545,2023-065AU,STARLINK-6086,492.7
56546,2023-065AV,STARLINK-6187,492.7
56547,2023-065AW,STARLINK-6291,490.2
56548,2023-065AX,STARLINK-6244,492.7
56549,2023-065AY,STARLINK-6263,492.7
56550,2023-065AZ,STARLINK-6255,492.7
56551,2023-065BA,STARLINK-6199,492.7
56552,2023-065BB,STARLINK-5802,495.1
56553,2023-065BC,STARLINK-6074,490.2
56554,2023-065BD,STARLINK-6295,491.6
56555,2023-065BE,STARLINK-6252,492.7
56556,2023-065BF,STARLINK-5302,492.7
56557,2023-065BG,STARLINK-6265,492.7
56558,2023-065BH,STARLINK-6286,521.6
56688,2023-067A,STARLINK-30122,510.3
56689,2023-067B,STARLINK-30129,566.2
56690,2023-067C,STARLINK-30124,566.3
56692,2023-067E,STARLINK-30036,566.3
56693,2023-067F,STARLINK-30067,566.3
56694,2023-067G,STARLINK-30126,492.7
56695,2023-067H,STARLINK-30121,566.2
56697,2023-067K,STARLINK-30130,490.2
56698,2023-067L,STARLINK-30068,490.3
56699,2023-067M,STARLINK-30127,566.2
56700,2023-067N,STARLINK-30053,490.2
56701,2023-067P,STARLINK-30125,490.2
56702,2023-067Q,STARLINK-30117,510.9
56703,2023-067R,STARLINK-30132,492.7
56704,2023-067S,STARLINK-30066,490.3
56705,2023-067T,STARLINK-30080,492.7
56706,2023-067U,STARLINK-30079,551.9
56707,2023-067V,STARLINK-30070,490.2
56708,2023-067W,STARLINK-30071,492.7
56709,2023-067X,STARLINK-30085,490.2
56767,2023-078A,STARLINK-6197,520.7
56768,2023-078B,STARLINK-6198,579.2
56770,2023-078D,STARLINK-6342,579.2
56772,2023-078F,STARLINK-6275,579.2
56773,2023-078G,STARLINK-6296,579.2
56774,2023-078H,STARLINK-6190,579.2
56775,2023-078J,STARLINK-6292,579.2
56776,2023-078K,STARLINK-6274,579.2
56777,2023-078L,STARLINK-5582,579.2
56778,2023-078M,STARLINK-6304,579.2
56779,2023-078N,STARLINK-6231,579.3
56780,2023-078P,STARLINK-5963,579.2
56781,2023-078Q,STARLINK-5989,579.1
56782,2023-078R,STARLINK-6352,579.2
56783,2023-078S,STARLINK-6357,579.2
56784,2023-078T,STARLINK-6354,579.2
56785,2023-078U,STARLINK-5931,579.2
56786,2023-078V,STARLINK-6341,579.2
56787,2023-078W,STARLINK-6326,579.2
56788,2023-078X,STARLINK-6336,579.2
56790,2023-078Z,STARLINK-6345,579.2
56791,2023-078AA,STARLINK-5977,579.2
56792,2023-078AB,STARLINK-6046,579.2
56793,2023-078AC,STARLINK-6052,579.2
56794,2023-078AD,STARLINK-6060,579.2
56795,2023-078AE,STARLINK-6061,579.2
56796,2023-078AF,STARLINK-6049,579.2
56797,2023-078AG,STARLINK-6058,579.2
56799,2023-078AJ,STARLINK-5953,579.2
56800,2023-078AK,STARLINK-6036,579.2
56801,2023-078AL,STARLINK-6087,579.2
56802,2023-078AM,STARLINK-6070,402.8
56803,2023-078AN,STARLINK-6029,579.2
56804,2023-078AP,STARLINK-6069,579.2
56805,2023-078AQ,STARLINK-6064,579.2
56806,2023-078AR,STARLINK-6072,579.2
56807,2023-078AS,STARLINK-6073,579.1
56808,2023-078AT,STARLINK-6042,579.2
56809,2023-078AU,STARLINK-6040,579.2
56810,2023-078AV,STARLINK-6031,579.2
56811,2023-078AW,STARLINK-6063,394.8
56812,2023-078AX,STARLINK-6065,579.3
56813,2023-078AY,STARLINK-6056,579.2
56814,2023-078AZ,STARLINK-6059,579.2
56816,2023-078BB,STARLINK-6067,579.2
56818,2023-078BD,STARLINK-6028,579.2
56823,2023-079A,STARLINK-30119,492.7
56824,2023-079B,STARLINK-30120,492.7
56825,2023-079C,STARLINK-30084,492.7
56826,2023-079D,STARLINK-30114,492.7
56827,2023-079E,STARLINK-30151,490.2
56828,2023-079F,STARLINK-30152,492.8
56832,2023-079K,STARLINK-30128,490.2
56833,2023-079L,STARLINK-30131,508.3
56834,2023-079M,STARLINK-30069,490.2
56835,2023-079N,STARLINK-30144,488.0
56836,2023-079P,STARLINK-30142,490.2
56837,2023-079Q,STARLINK-30133,492.7
56838,2023-079R,STARLINK-30123,490.2
56839,2023-079S,STARLINK-30076,492.7
56840,2023-079T,STARLINK-30073,490.3
56841,2023-079U,STARLINK-30078,490.2
56842,2023-079V,STARLINK-30135,492.7
56843,2023-079W,STARLINK-30137,492.7
56844,2023-079X,STARLINK-30136,490.1
56876,2023-083A,STARLINK-6206,512.9
56877,2023-083B,STARLINK-6209,507.4
56878,2023-083C,STARLINK-6182,510.4
56879,2023-083D,STARLINK-5707,515.5
56880,2023-083E,STARLINK-6177,508.6
56881,2023-083F,STARLINK-5853,517.7
56882,2023-083G,STARLINK-6175,509.5
56883,2023-083H,STARLINK-6171,505.5
56884,2023-083J,STARLINK-5515,513.2
56885,2023-083K,STARLINK-5095,507.3
56886,2023-083L,STARLINK-5496,507.8
56887,2023-083M,STARLINK-6180,535.3
56888,2023-083N,STARLINK-6181,536.5
56889,2023-083P,STARLINK-6169,511.0
56890,2023-083Q,STARLINK-5528,536.2
56891,2023-083R,STARLINK-6213,510.4
56892,2023-083S,STARLINK-6219,541.0
56893,2023-083T,STARLINK-6216,514.5
56894,2023-083U,STARLINK-6144,533.2
56895,2023-083V,STARLINK-6208,542.2
56896,2023-083W,STARLINK-6202,542.5
56897,2023-083X,STARLINK-6200,542.4
56898,2023-083Y,STARLINK-6205,492.7
56899,2023-083Z,STARLINK-6203,492.7
56900,2023-083AA,STARLINK-6207,493.0
56901,2023-083AB,STARLINK-6185,492.7
56902,2023-083AC,STARLINK-6195,496.4
56903,2023-083AD,STARLINK-6192,492.7
56904,2023-083AE,STARLINK-6193,493.1
56905,2023-083AF,STARLINK-6183,492.7
56906,2023-083AG,STARLINK-6098,492.7
56907,2023-083AH,STARLINK-6110,492.8
56908,2023-083AJ,STARLINK-6186,492.7
56909,2023-083AK,STARLINK-5999,493.1
56910,2023-083AL,STARLINK-6179,494.5
56911,2023-083AM,STARLINK-6116,492.7
56912,2023-083AN,STARLINK-5805,492.7
56913,2023-083AP,STARLINK-5950,492.7
56914,2023-083AQ,STARLINK-5961,490.2
56915,2023-083AR,STARLINK-5965,492.7
56916,2023-083AS,STARLINK-5973,493.0
56917,2023-083AT,STARLINK-5971,495.6
56918,2023-083AU,STARLINK-5951,492.8
56919,2023-083AV,STARLINK-5966,492.7
56920,2023-083AW,STARLINK-5960,496.3
56921,2023-083AX,STARLINK-5958,493.1
56922,2023-083AY,STARLINK-5937,502.1
56923,2023-083AZ,STARLINK-5952,492.8
56924,2023-083BA,STARLINK-5731,502.6
56925,2023-083BB,STARLINK-5733,498.9
56926,2023-083BC,STARLINK-5746,496.1
56927,2023-083BD,STARLINK-5808,492.7
57049,2023-088B,STARLINK-5850,506.9
57050,2023-088C,STARLINK-5845,517.5
57051,2023-088D,STARLINK-5839,504.3
57052,2023-088E,STARLINK-5860,503.1
57053,2023-088F,STARLINK-5865,511.9
57054,2023-088G,STARLINK-5881,510.8
57055,2023-088H,STARLINK-6237,511.8
57056,2023-088J,STARLINK-6353,508.7
57057,2023-088K,STARLINK-6223,511.6
57058,2023-088L,STARLINK-6217,509.1
57059,2023-088M,STARLINK-6211,492.9
57060,2023-088N,STARLINK-6227,515.5
57061,2023-088P,STARLINK-5869,541.8
57062,2023-088Q,STARLINK-5536,493.0
57063,2023-088R,STARLINK-5832,514.5
57064,2023-088S,STARLINK-5822,507.9
57065,2023-088T,STARLINK-5830,563.8
57066,2023-088U,STARLINK-5827,516.5
57067,2023-088V,STARLINK-5824,511.3
57068,2023-088W,STARLINK-5844,535.6
57069,2023-088X,STARLINK-5821,493.1
57070,2023-088Y,STARLINK-5828,492.8
57071,2023-088Z,STARLINK-5834,492.8
57072,2023-088AA,STARLINK-5843,492.7
57073,2023-088AB,STARLINK-5838,492.7
57074,2023-088AC,STARLINK-5773,542.2
57075,2023-088AD,STARLINK-5542,492.7
57076,2023-088AE,STARLINK-6155,490.7
57077,2023-088AF,STARLINK-6194,492.8
57079,2023-088AH,STARLINK-6245,492.7
57080,2023-088AJ,STARLINK-6243,492.7
57081,2023-088AK,STARLINK-6184,492.6
57082,2023-088AL,STARLINK-6248,492.7
57083,2023-088AM,STARLINK-6253,492.9
57084,2023-088AN,STARLINK-6240,492.7
57085,2023-088AP,STARLINK-6232,492.7
57086,2023-088AQ,STARLINK-6247,492.8
57087,2023-088AR,STARLINK-6251,492.7
57088,2023-088AS,STARLINK-6257,492.7
57089,2023-088AT,STARLINK-6259,492.8
57090,2023-088AU,STARLINK-6254,492.7
57091,2023-088AV,STARLINK-6262,492.8
57092,2023-088AW,STARLINK-6225,492.8
57093,2023-088AX,STARLINK-6229,492.8
57094,2023-088AY,STARLINK-6235,497.0
57101,2023-090A,STARLINK-6132,566.2
57102,2023-090B,STARLINK-6111,566.3
57104,2023-090D,STARLINK-6130,566.2
57105,2023-090E,STARLINK-6097,566.1
57106,2023-090F,STARLINK-6118,566.2
57107,2023-090G,STARLINK-6131,566.3
57108,2023-090H,STARLINK-6099,566.3
57109,2023-090J,STARLINK-6139,566.3
57110,2023-090K,STARLINK-6134,566.2
57111,2023-090L,STARLINK-6140,566.2
57112,2023-090M,STARLINK-6141,566.3
57113,2023-090N,STARLINK-6142,566.3
57114,2023-090P,STARLINK-6125,566.2
57115,2023-090Q,STARLINK-6085,531.5
57116,2023-090R,STARLINK-6129,566.2
57117,2023-090S,STARLINK-6148,566.2
57119,2023-090U,STARLINK-6150,566.2
57120,2023-090V,STARLINK-6147,566.3
57121,2023-090W,STARLINK-6152,566.2
57122,2023-090X,STARLINK-6149,566.3
57123,2023-090Y,STARLINK-6154,566.2
57124,2023-090Z,STARLINK-6146,566.3
57125,2023-090AA,STARLINK-6100,490.2
57126,2023-090AB,STARLINK-6167,566.2
57127,2023-090AC,STARLINK-6165,566.3
57128,2023-090AD,STARLINK-6163,566.2
57129,2023-090AE,STARLINK-6170,492.7
57130,2023-090AF,STARLINK-6172,566.3
57131,2023-090AG,STARLINK-6162,492.7
57132,2023-090AH,STARLINK-6128,566.2
57133,2023-090AJ,STARLINK-6143,492.7
57134,2023-090AK,STARLINK-6133,492.7
57135,2023-090AL,STARLINK-6127,492.7
57136,2023-090AM,STARLINK-6112,492.8
57137,2023-090AN,STARLINK-5347,492.7
57138,2023-090AP,STARLINK-5336,492.7
57139,2023-090AQ,STARLINK-5355,492.8
57141,2023-090AS,STARLINK-5357,492.7
57142,2023-090AT,STARLINK-5361,492.7
57143,2023-090AU,STARLINK-5358,492.7
57144,2023-090AV,STARLINK-5150,492.7
57145,2023-090AW,STARLINK-5768,492.8
57146,2023-090AX,STARLINK-5791,492.7
57147,2023-090AY,STARLINK-5765,495.5
57148,2023-090AZ,STARLINK-5788,492.9
57149,2023-090BA,STARLINK-5778,566.3
57150,2023-090BB,STARLINK-5780,536.9
57151,2023-090BC,STARLINK-5776,492.7
57152,2023-090BD,STARLINK-6164,492.7
57153,2023-090BE,STARLINK-5879,510.8
57154,2023-090BF,STARLINK-6106,493.3
57155,2023-090BG,STARLINK-6108,493.7
57156,2023-090BH,STARLINK-6137,493.3
57218,2023-094A,STARLINK-5525,492.7
57219,2023-094B,STARLINK-5520,508.0
57220,2023-094C,STARLINK-5880,514.0
57221,2023-094D,STARLINK-5875,517.1
57222,2023-094E,STARLINK-5870,492.7
57223,2023-094F,STARLINK-5519,509.0
57224,2023-094G,STARLINK-5983,492.7
57225,2023-094H,STARLINK-6294,492.7
57226,2023-094J,STARLINK-6350,492.7
57227,2023-094K,STARLINK-5996,518.3
57228,2023-094L,STARLINK-6230,492.7
57229,2023-094M,STARLINK-6233,492.7
57230,2023-094N,STARLINK-6250,492.7
57231,2023-094P,STARLINK-5840,492.6
57232,2023-094Q,STARLINK-5872,492.7
57233,2023-094R,STARLINK-5866,492.7
57234,2023-094S,STARLINK-6368,492.7
57235,2023-094T,STARLINK-6360,492.7
57236,2023-094U,STARLINK-6315,493.3
57237,2023-094V,STARLINK-6365,492.7
57238,2023-094W,STARLINK-6334,498.6
57239,2023-094X,STARLINK-6330,492.7
57240,2023-094Y,STARLINK-6351,492.7
57241,2023-094Z,STARLINK-6349,493.0
57242,2023-094AA,STARLINK-6306,492.9
57243,2023-094AB,STARLINK-6346,495.9
57244,2023-094AC,STARLINK-5610,492.7
57245,2023-094AD,STARLINK-5587,501.7
57246,2023-094AE,STARLINK-5049,493.0
57247,2023-094AF,STARLINK-5039,493.1
57248,2023-094AG,STARLINK-5514,496.4
