NORAD_ID,COSPAR_ID,NAME,MEAN_ALT_KM
22488,1993-008B,SL-8 R/B,978.2
22489,1993-009A,OXP 1,742.5
22490,1993-009B,SCD 1,745.6
22491,1993-009C,PEGASUS R/B,707.3
22561,1993-014A,START 1,823.8
22562,1993-014B,SL-18 R/B,796.9
22565,1993-016A,COSMOS 2237,858.4
22566,1993-016B,SL-16 R/B,848.4
22591,1993-020B,SL-8 R/B,979.1
22626,1993-024A,COSMOS 2242,584.5
22627,1993-024B,SL-14 R/B,636.1
22638,1993-026A,ALEXIS,786.7
22639,1993-026B,PEGASUS R/B,789.0
22675,1993-036A,COSMOS 2251,788.1
22676,1993-036B,SL-8 R/B,781.3
22698,1993-041A,RADCAL,818.5
22699,1993-041B,SCOUT G-1 R/B,809.9
22739,1993-050A,NOAA 13,854.1
22782,1993-055A,METEOR 2-21,956.8
22783,1993-055B,TEMISAT,957.3
22784,1993-055C,SL-14 R/B,958.5
22802,1993-059A,COSMOS 2263,854.1
22803,1993-059B,SL-16 R/B,841.9
22823,1993-061A,SPOT 3,832.3
22824,1993-061B,STELLA,807.4
22825,1993-061C,EYESAT-1,795.8
22826,1993-061D,ITAMSAT,794.4
22827,1993-061E,HEALTHSAT 2,790.5
22828,1993-061F,KITSAT 2,793.0
22829,1993-061G,POSAT 1,792.6
22830,1993-061H,ARIANE 40 R/B,789.3
23087,1994-023A,COSMOS 2278,851.6
23088,1994-023B,SL-16 R/B,849.4
23093,1994-024B,SL-8 R/B,977.3
23105,1994-029A,STEP 2,604.4
23106,1994-029B,PEGASUS R/B,647.7
23180,1994-041B,SL-8 R/B,977.1
23233,1994-057A,DMSP 5D-2 F12 (USA 106),845.9
23317,1994-066A,OKEAN 4,583.5
23318,1994-066B,SL-14 R/B,633.6
23323,1994-068A,IRS P2,816.8
23324,1994-068B,IRS P2 R/B,841.3
23342,1994-074A,RESURS O1,620.8
23343,1994-074B,SL-16 R/B,638.3
23404,1994-077A,COSMOS 2297,853.1
23405,1994-077B,SL-16 R/B,847.5
23431,1994-083A,COSMOS 2298,795.0
23432,1994-083B,SL-8 R/B,784.1
23455,1994-089A,NOAA 14,850.6
23533,1995-015A,DMSP 5D-2 F13 (USA 109),842.6
23545,1995-017A,ORBCOMM FM 1,589.8
23546,1995-017B,ORBCOMM FM 2,583.2
23547,1995-017C,ORBVIEW 1 (MICROLAB),677.1
23548,1995-017D,PEGASUS R/B,722.8
23561,1995-021B,ARIANE 40+ R/B,766.4
23605,1995-033A,HELIOS 1A,557.7
23606,1995-033B,CERISE,475.0
23607,1995-033C,UPM/LBSAT,622.0
23608,1995-033D,ARIANE 40+3 R/B,428.0
23657,1995-046A,SICH 1,591.3
23659,1995-046C,SL-14 R/B,635.4
23704,1995-058A,COSMOS 2322,853.5
23705,1995-058B,SL-16 R/B,847.8
23710,1995-059A,RADARSAT,791.0
23751,1995-072A,IRS 1C,820.5
23752,1995-072B,SKIPPER,811.8
23753,1995-072C,SL-6 R/B,808.9
23814,1996-014A,REX 2,814.5
23815,1996-014B,PEGASUS R/B,813.3
23827,1996-017A,IRS B3,820.0
23828,1996-017B,PSLV R/B,823.5
23851,1996-024A,MSX,906.6
23937,1996-029F,USA 124,317.5
23940,1996-037A,TOMS EP,701.0
24277,1996-046A,ADEOS,797.7
24297,1996-051A,COSMOS 2333,853.5
24298,1996-051B,SL-16 R/B,858.2
24753,1997-012A,DMSP 5D-2 F14 (USA 131),843.6
24793,1997-020B,IRIDIUM 7,778.2
24795,1997-020D,IRIDIUM 5,580.9
24796,1997-020E,IRIDIUM 4,775.2
24797,1997-020F,DELTA 2 R/B,739.8
24836,1997-030A,IRIDIUM 914,761.8
24841,1997-030F,IRIDIUM 16,769.0
24842,1997-030G,IRIDIUM 911,739.2
24870,1997-034B,IRIDIUM 17,771.8
24871,1997-034C,IRIDIUM 920,759.6
24883,1997-037A,ORBVIEW 2 (SEASTAR),780.5
24903,1997-043A,IRIDIUM 26,774.2
24907,1997-043E,IRIDIUM 22,778.2
24920,1997-047A,FORTE,805.9
24921,1997-047B,PEGASUS R/B,810.5
24925,1997-048A,DUMMY MASS 1,613.6
24926,1997-048B,DUMMY MASS 2,614.4
24944,1997-051A,IRIDIUM 29,776.4
24946,1997-051C,IRIDIUM 33,781.8
24948,1997-051E,IRIDIUM 28,773.4
24954,1997-052B,FAISAT 2V,969.8
24955,1997-052C,SL-8 R/B,964.2
24967,1997-056C,IRIDIUM 36,772.7
24971,1997-057A,IRS 1D,780.6
25042,1997-069D,IRIDIUM 39,733.9
25043,1997-069E,IRIDIUM 38,770.9
25077,1997-077A,IRIDIUM 42,776.8
25078,1997-077B,IRIDIUM 44,763.9
25104,1997-082A,IRIDIUM 45,460.3
25105,1997-082B,IRIDIUM 24,757.5
25112,1997-084A,ORBCOMM FM 8,742.5
25113,1997-084B,ORBCOMM FM 10,743.4
25114,1997-084C,ORBCOMM FM 11,744.3
25115,1997-084D,ORBCOMM FM 12,744.2
25116,1997-084E,ORBCOMM FM 9,744.8
25117,1997-084F,ORBCOMM FM 5,742.1
25118,1997-084G,ORBCOMM FM 6,741.5
25119,1997-084H,ORBCOMM FM 7,741.5
25157,1998-007A,GFO,370.2
25158,1998-007B,ORBCOMM FM 3,781.1
25159,1998-007C,ORBCOMM FM 4,780.3
25160,1998-007D,CELESTIS 03/TAURUS R/B,824.2
25260,1998-017A,SPOT 4,713.1
25261,1998-017B,ARIANE 40 R/B,778.0
25273,1998-019B,IRIDIUM 57,778.4
25286,1998-021B,IRIDIUM 63,776.1
25319,1998-026A,IRIDIUM 69,761.2
25320,1998-026B,IRIDIUM 71,761.0
25338,1998-030A,NOAA 15,808.5
25344,1998-032C,IRIDIUM 73,725.8
25394,1998-043A,RESURS O1-N4,815.3
25395,1998-043B,FASAT B,810.6
25396,1998-043C,TMSAT,813.2
25397,1998-043D,TECHSAT 1B,817.6
25398,1998-043E,WESTPAC,822.2
25399,1998-043F,SAFIR 2,813.7
25400,1998-043G,SL-16 R/B,812.1
25406,1998-045A,COSMOS 2360,858.1
25407,1998-045B,SL-16 R/B,845.4
25413,1998-046A,ORBCOMM FM 17,779.6
25414,1998-046B,ORBCOMM FM 18,767.3
25415,1998-046C,ORBCOMM FM 19,767.9
25416,1998-046D,ORBCOMM FM 20,772.5
25417,1998-046E,ORBCOMM FM 16,766.1
25418,1998-046F,ORBCOMM FM 15,767.3
25419,1998-046G,ORBCOMM FM 14,765.8
25420,1998-046H,ORBCOMM FM 13,770.7
25467,1998-051A,IRIDIUM 82,392.2
25475,1998-053A,ORBCOMM FM 21,772.1
25476,1998-053B,ORBCOMM FM 22,768.0
25477,1998-053C,ORBCOMM FM 23,771.2
25478,1998-053D,ORBCOMM FM 24,769.1
25479,1998-053E,ORBCOMM FM 25,769.2
25480,1998-053F,ORBCOMM FM 26,772.7
25481,1998-053G,ORBCOMM FM 27,769.0
25482,1998-053H,ORBCOMM FM 28,768.8
25484,1998-053K,PEGASUS R/B(2),754.2
25489,1998-055A,STEX,727.0
25490,1998-055B,TAURUS R/B,663.0
25504,1998-060A,SCD 2,747.6
25506,1998-060B,PEGASUS R/B,739.3
25510,1998-061C,DELTA 2 R/B(1),753.0
25520,1998-064B,PAN SAT,336.4
25544,1998-067A,SPACE STATION,428.1
25560,1998-071A,SWAS,546.4
25561,1998-071B,PEGASUS R/B,564.4
25575,1998-069F,ISS (UNITY),428.0
25615,1998-055C,USA 141,742.0
25634,1999-008A,ARGOS,832.6
25635,1999-008B,ORSTED,727.3
25636,1999-008C,SUNSAT,744.5
25637,1999-008D,DELTA 2 R/B,735.3
25682,1999-020A,LANDSAT 7,687.9
25693,1999-021A,OSCAR 36 (UOSAT 12),623.3
25730,1999-025A,FENGYUN 1C,809.9
25731,1999-025B,SJ-5,856.6
25732,1999-025C,CZ-4B R/B,838.4
25736,1999-026B,MUBLCOM,710.0
25756,1999-029A,KITSAT 3,714.1
25757,1999-029B,TUBSAT,725.0
25758,1999-029C,IRS P4 (OCEANSAT 1),715.9
25759,1999-029D,PSLV R/B,714.0
25789,1999-034A,QUIKSCAT,727.4
25791,1999-035A,FUSE 1,751.0
25860,1999-039A,OKEAN O,635.3
25861,1999-039B,SL-16 R/B,631.0
25919,1999-051A,IKONOS 2,583.2
25940,1999-057A,CBERS 1,775.7
25941,1999-057B,SACI 1,717.1
25942,1999-057C,CZ-4 R/B,771.1
25977,1999-064A,HELIOS 1B,612.0
25978,1999-064B,CLEMENTINE,463.9
25979,1999-064C,ARIANE 40 R/B,476.9
25980,1999-065A,ORBCOMM FM 30,772.2
25981,1999-065B,ORBCOMM FM 31,772.5
25982,1999-065C,ORBCOMM FM 32,775.6
25983,1999-065D,ORBCOMM FM 33,762.9
25984,1999-065E,ORBCOMM FM 36,768.8
25985,1999-065F,ORBCOMM FM 35,772.5
25986,1999-065G,ORBCOMM FM 34,772.9
25991,1999-067A,DMSP 5D-2 F15 (USA 147),840.9
25994,1999-068A,TERRA,697.0
26032,1999-070A,KOMPSAT,647.4
26033,1999-070B,ACRIMSAT,681.6
26061,2000-004A,JAWSAT,749.2
26063,2000-004C,OPAL,772.5
26064,2000-004D,FALCONSAT,774.8
26065,2000-004E,ASUSAT,771.6
26066,2000-004F,MINOTAUR R/B,769.1
26069,2000-006A,COSMOS 2369,853.3
26070,2000-006B,SL-16 R/B,846.7
26080,2000-004H,PICOSAT 1&2 (TETHERED),740.6
26086,2000-009A,DUMSAT,582.8
26091,2000-004J,PICOSAT 3,701.5
26092,2000-004K,PICOSAT 4,737.1
26093,2000-004L,PICOSAT 5,685.0
26094,2000-004M,PICOSAT 6,742.1
26103,2000-014B,TAURUS R/B,453.7
26365,2000-026A,SIMSAT 1,489.7
26366,2000-026B,SIMSAT 2,485.5
26384,2000-033A,NADEZHDA 6,664.3
26385,2000-033B,TZINGHUA 1,674.2
26386,2000-033C,SNAP 1,653.3
26387,2000-033D,SL-8 R/B,656.0
26400,2000-037A,ISS (ZVEZDA),428.1
26474,2000-047B,TITAN 4B R/B,544.2
26503,1981-021E,COSMOS 1249 COOLANT,928.3
26504,1981-021F,COSMOS 1249 COOLANT,927.2
26507,1981-021J,COSMOS 1249 COOLANT,922.9
26508,1981-021K,COSMOS 1249 COOLANT,928.0
26517,1984-069J,COSMOS 1579 COOLANT,931.6
26519,1984-069L,COSMOS 1579 COOLANT,932.9
26520,1984-069M,COSMOS 1579 COOLANT,932.2
26521,1984-069N,COSMOS 1579 COOLANT,929.0
26536,2000-055A,NOAA 16,853.2
26545,2000-057A,SAUDISAT 1A,595.9
26546,2000-057B,MEGSAT 1,558.7
26547,2000-057C,UNISAT,545.8
26548,2000-057D,TIUNGSAT 1,570.2
26549,2000-057E,SAUDISAT 1B,602.2
26619,2000-075A,EO 1,671.2
26620,2000-075B,SAC C,691.2
26700,2001-006B,ISS (DESTINY),428.0
26702,2001-007A,ODIN,393.7
26703,2001-007B,SL-18 R/B,551.3
26911,1981-021Q,COSMOS 1249 COOLANT,929.3
26930,2001-043B,PICOSAT 9,793.7
26931,2001-043C,PCSAT,792.5
26932,2001-043D,SAPPHIRE,794.7
26958,2001-049B,PROBA 1,552.1
26998,2001-055B,TIMED,589.3
27371,2002-004B,PEGASUS R/B,414.7
27386,2002-009A,ENVISAT,768.8
27387,2002-009B,ARIANE 5 R/B,776.3
27421,2002-021A,SPOT 5,717.6
27422,2002-021B,IDEFIX/ARIANE 42P,795.4
27424,2002-022A,AQUA,693.8
27430,2002-024A,HAIYANG 1,788.6
27431,2002-024B,FENGYUN 1D,865.8
27432,2002-024C,CZ-4B R/B,851.0
27453,2002-032A,NOAA 17,811.6
27559,2002-054A,ALSAT 1,642.6
27560,2002-054B,MOZHAYETS,694.8
27561,2002-054C,RUBIN 3/SL-8,705.1
27568,1980-034E,COSMOS 1176 COOLANT,855.5
27597,2002-056A,ADEOS 2,801.2
27598,2002-056B,FEDSAT,799.8
27599,2002-056C,WEOS,796.2
27600,2002-056D,MICRO LABSAT,796.1
27601,2002-056E,H-2A R/B,786.3
27605,2002-058A,RUBIN 2,638.6
27606,2002-058B,LATINSAT B,646.3
27607,2002-058C,SAUDISAT 1C,627.5
27608,2002-058D,UNISAT 2,623.5
27609,2002-058E,TRAILBLAZER 2,632.5
27610,2002-058F,SL-24 R/B,800.5
27612,2002-058H,LATINSAT A,619.8
27640,2003-001A,CORIOLIS,832.8
27643,2003-002B,CHIPSAT,437.5
27651,2003-004A,SORCE,564.1
27652,2003-004B,PEGASUS R/B,591.5
27664,2003-005B,XSS 10,605.4
27665,2003-005C,DELTA 2 R/B(1),800.5
27783,2003-017A,GALEX,681.1
27784,2003-017B,PEGASUS R/B,684.4
27840,2003-031A,MONITOR-E/SL-19,766.3
27842,2003-031C,DTUSAT,819.4
27843,2003-031D,MOST,828.1
27844,2003-031E,CUTE-1,818.1
27845,2003-031F,QUAKESAT,816.1
27846,2003-031G,AAU CUBESAT,819.3
27847,2003-031H,CANX-1,819.6
27848,2003-031J,CUBESAT XI-IV,820.5
27858,2003-036A,SCISAT 1,632.2
27859,2003-036B,PEGASUS R/B,612.8
27939,2003-042A,MOZHAYETS 4,657.7
27940,2003-042B,RUBIN 4/SL-8,670.2
27941,2003-042C,NIGERIASAT 1,604.8
27942,2003-042D,UK-DMC,615.0
27943,2003-042E,BILSAT 1,677.8
27944,2003-042F,LARETS,687.9
27945,2003-042G,KAISTSAT 4,675.2
28050,2003-046B,PSLV R/B,840.7
28051,2003-046A,IRS P6,778.5
28054,2003-048A,DMSP 5D-3 F16 (USA 172),851.3
28057,2003-049A,CBERS 2,776.5
28058,2003-049B,CHUANG XIN 1 (CZ-1),737.6
28059,2003-049C,CZ-4 R/B,716.4
28220,2004-012A,TANSUO 1,478.3
28221,2004-012B,NAXING 1,557.0
28222,2004-012C,CZ-2C R/B,375.4
28230,2004-014A,GP-B,626.6
28254,2004-018A,ROCSAT 2,896.7
28255,2004-018B,TAURUS R/B,726.1
28274,1984-069AK,COSMOS 1579 COOLANT,924.8
28352,2004-021A,COSMOS 2406,859.2
28353,2004-021B,SL-16 R/B,850.9
28366,2004-025A,APRIZESAT 2,772.3
28368,2004-025C,DEMETER,625.5
28369,2004-025D,SAUDICOMSAT 1,715.2
28370,2004-025E,SAUDICOMSAT 2,733.0
28371,2004-025F,SAUDISAT 2,711.3
28372,2004-025G,APRIZESAT 1,727.2
28373,2004-025H,UNISAT 3,736.1
28375,2004-025K,AMSAT ECHO,753.0
28376,2004-026A,AURA,696.5
28381,2004-028B,SL-8 R/B,975.9
28413,2004-035A,SJ-6A,522.8
28414,2004-035B,SJ-6B,556.4
28415,2004-035C,CZ-4 R/B,484.8
28454,2002-056F,RITE TARGET 1,775.6
28455,2002-056G,RITE TARGET 2,774.8
28470,2004-044A,JB-3 C,516.9
28479,2004-046A,TANSUO 2,679.8
28480,2004-046B,CZ-2C R/B,809.0
28485,2004-047A,SWIFT,392.0
28492,2004-049A,HELIOS-2A,566.2
28493,2004-049B,NANOSAT(1),636.6
28494,2004-049C,ESSAIM-1,617.2
28495,2004-049D,ESSAIM-2,602.7
28496,2004-049E,ESSAIM-3,585.9
28497,2004-049F,ESSAIM-4,611.6
28498,2004-049G,PARASOL,654.0
28499,2004-049H,ARIANE 5 R/B,619.8
28521,2005-002A,COSMOS 2414,943.1
28522,2005-002B,SL-8 R/B,935.6
28523,2005-002C,TATIANA,942.6
28637,2005-011B,MINOTAUR R/B,858.9
28647,2005-016B,TITAN 4B R/B,443.3
28649,2005-017A,CARTOSAT-1,602.5
28650,2005-017B,HAMSAT (VO-52),546.5
28651,2005-017C,PSLV R/B,639.5
28654,2005-018A,NOAA 18,853.9
28737,2005-024A,SJ-7,512.1
28738,2005-024B,CZ-2D R/B,389.7
28809,2005-031A,OICETS,503.6
28810,2005-031B,INDEX,543.1
28890,2005-043A,BEIJING 1 (TSINGHUA),689.2
28891,2005-043B,TOPSAT,686.0
28892,2005-043C,UWE-1,662.2
28893,2005-043D,SINAH 1,687.1
28894,2005-043E,SSETI-EXPRESS,683.3
28895,2005-043F,CUBESAT XI-V,660.6
28898,2005-043G,MOZ.5/SAFIR/RUBIN 5/SL-8,686.5
28931,2006-002A,ALOS,668.6
28932,2006-002B,H-2A R/B,522.6
29047,2006-011A,FORMOSAT 3A,794.5
29048,2006-011B,FORMOSAT 3B,794.5
29049,2006-011C,FORMOSAT 3C,794.4
29050,2006-011D,FORMOSAT 3D,678.7
29051,2006-011E,FORMOSAT 3E,794.0
29052,2006-011F,FORMOSAT 3F,793.7
29092,2006-015A,YAOGAN 1,612.5
29107,2006-016A,CLOUDSAT,616.9
29108,2006-016B,CALIPSO,670.8
29194,1976-103G,COSMOS 860 COOLANT,900.7
29195,1976-103H,COSMOS 860 COOLANT,945.4
29196,1976-103J,COSMOS 860 COOLANT,945.1
29203,1981-037E,COSMOS 1266 COOLANT,928.5
29228,2006-021A,RESURS DK-1,534.7
29268,2006-031A,KOMPSAT 2,685.5
29269,2006-031B,SL-19 R/B,560.0
29444,1981-021W,COSMOS 1249 COOLANT,935.5
29479,2006-041A,HINODE (SOLAR B),673.0
29499,2006-044A,METOP-A,650.3
29505,2006-046A,SJ-6C,525.2
29506,2006-046B,SJ-6D,570.7
29507,2006-046C,CZ-4 R/B,521.8
29522,2006-050A,DMSP 5D-3 F17 (USA 191),849.6
29678,2006-063A,COROT,732.1
29709,2007-001A,LAPAN-TUBSAT,618.1
29713,2007-001E,PSLV R/B,580.2
31113,2007-010A,HAIYANG 1B,795.5
31114,2007-010B,CZ-2C R/B,831.7
31117,2007-012A,EGYPTSAT 1,637.8
31118,2007-012B,SAUDISAT 3,663.8
31119,2007-012C,SAUDICOMSAT 7,681.0
31121,2007-012E,SAUDICOMSAT 6,692.4
31122,2007-012F,CSTB 1,659.7
31124,2007-012H,SAUDICOMSAT 5,674.5
31125,2007-012J,SAUDICOMSAT 3,666.4
31126,2007-012K,MAST,692.2
31127,2007-012L,SAUDICOMSAT 4,686.1
31128,2007-012M,LIBERTAD 1,688.8
31129,2007-012N,CP3,682.0
31130,2007-012P,CAPE 1,685.3
31132,2007-012Q,CP4,679.6
31133,2007-012R,AEROCUBE 2,679.4
31305,2007-015B,PEGASUS R/B,491.6
31490,2007-019A,YAOGAN 2,628.4
31598,2007-023A,SKYMED 1,584.4
31698,2007-026A,TERRA SAR X,515.6
31699,2007-026B,SL-24 R/B,746.2
31792,2007-029A,COSMOS 2428,856.4
31793,2007-029B,SL-16 R/B,850.0
32060,2007-041A,WORLDVIEW 1,501.3
32062,2007-042A,CBERS 2B,760.9
32063,2007-042B,CZ-4 R/B,725.0
32289,2007-055A,YAOGAN 3,603.7
32376,2007-059A,SKYMED 2,629.7
32382,2007-061A,RADARSAT 2,798.9
32783,2008-021A,CARTOSAT 2A,639.2
32784,2008-021B,CANX-6,566.0
32785,2008-021C,CUTE-1.7+APD II,547.6
32786,2008-021D,IMS-1,562.6
32790,2008-021H,CANX-2,558.7
32791,2008-021J,SEEDS,483.5
32792,2008-021K,RUBIN 8/PSLV,617.2
32958,2008-026A,FENGYUN 3A,834.0
32959,2008-026B,CZ-4B R/B,755.8
33053,2008-029A,GLAST,502.6
33060,2008-031A,ORBCOMM FM 38,627.6
33061,2008-031B,ORBCOMM FM 41,629.1
33062,2008-031C,ORBCOMM FM 29,628.5
33063,2008-031D,ORBCOMM FM 39,633.7
33064,2008-031E,ORBCOMM FM 37,633.1
33065,2008-031F,ORBCOMM FM 40,624.7
33066,2008-031G,SL-8 R/B,658.3
33272,2008-037A,COSMOS 2441,722.3
33312,2008-040A,RAPIDEYE 2,558.6
33313,2008-040B,RAPIDEYE 5,567.2
33314,2008-040C,RAPIDEYE 1,564.4
33315,2008-040D,RAPIDEYE 3,553.8
33316,2008-040E,RAPIDEYE 4,562.2
33320,2008-041A,HJ-1A,624.6
33321,2008-041B,HJ-1B,626.5
33331,2008-042A,GEOEYE 1,685.4
33393,2008-048A,DEMOSAT/FALCON 1,585.5
33396,2008-049A,THEOS,832.1
33408,2008-053A,SJ-6E,524.1
33409,2008-053B,SJ-6F,561.8
33410,2008-053C,CZ-4B R/B,509.9
33412,2008-054A,SKYMED 3,554.3
33433,2008-056A,SHIYUAN 3 (SY-3),796.3
33434,2008-056B,CHUANG XIN 1-02(CX-1-02),798.4
33446,2008-061A,YAOGAN 4,626.9
33492,2009-002A,GOSAT (IBUKI),676.1
33494,2009-002C,SPRITE-SAT (RISING),651.5
33495,2009-002D,KAGAYAKI,653.1
33496,2009-002E,SOHLA-1 (MAIDO-1),652.5
33497,2009-002F,SDS-1,654.2
33498,2009-002G,STARS (KUKAI),589.2
33499,2009-002H,KKS-1 (KISEKI),627.3
33500,2009-002J,H-2A R/B,568.0
33504,2009-003A,KORONAS-FOTON,442.0
33505,2009-003B,SL-14 R/B,518.1
33591,2009-005A,NOAA 19,854.7
35578,2009-037A,RAZAKSAT,667.4
35579,2009-037B,FALCON 1 R/B,608.7
35635,2009-039A,COSMOS 2454,936.0
35636,2009-039B,STERKH,934.7
35637,2009-039C,SL-8 R/B,929.8
35681,2009-041A,DEIMOS 1,651.8
35682,2009-041B,DUBAISAT 1,652.5
35683,2009-041C,DMC 2,649.5
35684,2009-041D,APRIZESAT 4,624.7
35685,2009-041E,NANOSAT 1B,596.3
35686,2009-041F,APRIZESAT 3,586.5
35865,2009-049A,METEOR-M,821.9
35866,2009-049B,STERKH 2,819.2
35868,2009-049D,TATIANA 2,818.3
35869,2009-049E,UGATUSAT,821.7
35871,2009-049G,BLITS,825.2
35931,2009-051A,OCEANSAT 2,902.2
35932,2009-051B,SWISSCUBE,692.9
35933,2009-051C,BEESAT,695.3
35934,2009-051D,UWE-2,700.2
35935,2009-051E,ITUPSAT 1,699.3
35936,2009-051F,RUBIN 9.1/RUBIN 9.2/PSLV,754.1
35946,2009-055A,WORLDVIEW 2,772.5
35951,2009-057A,DMSP 5D-3 F18 (USA 210),850.0
36036,2009-059A,SMOS,766.4
36037,2009-059B,PROBA 2,717.2
36039,2009-059D,SL-19 R/B,589.0
36086,2009-060A,POISK,428.0
36088,2009-061A,SJ-11-01,688.7
36089,2009-061B,CZ-2C R/B,725.1
36095,2009-063A,COSMOS 2455,911.2
36110,2009-069A,YAOGAN 7,643.0
36508,2010-013A,CRYOSAT 2,726.6
36596,2010-027A,SJ-12,525.3
36597,2010-027B,CZ-2D R/B,566.7
36598,2010-028A,PICARD,724.2
36599,2010-028B,PRISMA (MANGO),703.3
36605,2010-030A,TANDEM X,515.6
36795,2010-035A,CARTOSAT 2B,640.7
36796,2010-035B,STUDSAT,561.1
36797,2010-035C,AISSAT 1,583.3
36798,2010-035D,ALSAT 2A,654.4
36799,2010-035E,TISAT 1,487.6
36800,2010-035F,PSLV R/B,537.7
36827,2010-028F,PRISMA (TANGO),750.0
36834,2010-038A,YAOGAN 10,620.5
36941,1987-011V,COSMOS 1818 COOLANT,763.8
36949,1987-011AD,COSMOS 1818 COOLANT,763.7
37165,2010-047A,YAOGAN 11,630.3
37166,2010-047B,ZHEDA PIXING 1B,602.2
37167,2010-047C,ZHEDA PIXING 1C,603.1
37168,2010-048A,SBSS (USA 216),525.4
37179,2010-051A,SJ-6G,522.3
37180,2010-051B,SJ-6H,576.7
37181,2010-051C,CZ-4B R/B,520.1
37214,2010-059A,FENGYUN 3B,850.1
37215,2010-059B,CZ-4C R/B,739.9
37216,2010-060A,SKYMED 4,629.7
37223,2010-062B,RAX (USA 218),574.8
37224,2010-062C,O/OREOS (USA 219),594.6
37225,2010-062D,FASTSAT-HSV01 (USA 220),630.0
37227,2010-062F,FAST 1 (USA 222),620.4
37363,2011-005B,SL-19 R/B,396.2
37380,2010-062M,FAST 2 (USA 228),622.3
37387,2011-015A,RESOURCESAT 2,824.5
37388,2011-015B,YOUTHSAT,813.7
37389,2011-015C,XSAT,815.0
37390,2011-015D,PSLV R/B,804.5
37673,2011-024A,SAC-D (AQUARIUS),641.3
37730,2011-030A,SJ-11-03,686.7
37731,2011-030B,CZ-2C R/B,632.4
37765,2011-039A,SJ-11-02,686.2
37766,2011-039B,CZ-2C R/B,667.3
37781,2011-043A,HAIYANG 2A,980.6
37782,2011-043B,CZ-4B R/B,768.0
37788,2011-044A,EDUSAT,647.9
37789,2011-044B,NIGERIASAT 2,666.8
37790,2011-044C,NIGERIASAT X,697.7
37791,2011-044D,RASAT,674.3
37792,2011-044E,APRIZESAT 5,633.6
37793,2011-044F,APRIZESAT 6,646.7
37794,2011-044G,SICH 2,682.5
37839,2011-058B,JUGNU,853.8
37840,2011-058C,VESSELSAT 1,861.7
37841,2011-058D,SRMSAT,861.2
37842,2011-058E,PSLV R/B,826.3
37849,2011-061A,SUOMI NPP,834.2
37875,2011-066B,YAOGAN 12,496.2
37930,2011-068A,CHUANG XIN 1-03,797.1
37931,2011-068B,SHIYUAN 4,795.3
37932,2011-068C,CZ-2D R/B,822.4
38007,2011-076A,ELISA W11,644.7
38008,2011-076B,ELISA E24,605.0
38009,2011-076C,ELISA W23,673.3
38010,2011-076D,ELISA E12,597.4
38011,2011-076E,SSOT,629.2
38012,2011-076F,PLEIADES 1,705.0
38013,2011-076G,ASAP-S,503.1
38038,2011-079A,ZY 1,771.8
38039,2011-079B,CZ-4B R/B,528.1
38248,2012-017A,RISAT 1,397.4
38257,2012-021A,YAOGAN 14,492.4
38337,2012-025A,GCOM W1,709.6
38338,2012-025B,KOMPSAT 3,693.5
38339,2012-025C,SDS-4,650.2
38340,2012-025D,HORYU 2,603.5
38341,2012-025E,H-2A R/B,588.6
38358,2012-031A,NUSTAR,549.6
38709,2012-039C,EXACTVIEW-1,815.8
38711,2012-039E,MKA-FKI 1,814.3
38755,2012-047A,SPOT 6,705.0
38756,2012-047B,PROITERES,629.2
38757,2012-047C,PSLV R/B,626.4
38759,2012-048B,SMDC ONE 1.2,514.6
38761,2012-048D,CSSWE,453.0
38762,2012-048E,CXBN,512.3
38763,2012-048F,CP5,496.0
38764,2012-048G,CINEMA,444.6
38765,2012-048H,RE,514.9
38767,2012-048K,AEROCUBE 4.5A,379.2
38771,2012-049A,METOP-B,827.7
38782,2012-052A,VRSS-1,637.0
38860,2012-056A,SJ-9A,619.9
38861,2012-056B,SJ-9B,602.0
39019,2012-068A,PLEIADES 1B,705.0
39030,2012-073A,GOKTURK 2,650.9
39084,2013-008A,LANDSAT 8,709.6
39086,2013-009A,SARAL,789.4
39087,2013-009B,AAUSAT3,766.2
39088,2013-009C,SAPPHIRE,781.5
39089,2013-009D,NEOSSAT,779.6
39090,2013-009E,STRAND 1,775.2
39091,2013-009F,BRITE-A TUGSAT-1,777.2
39092,2013-009G,BRITE-U UNIBRITE,777.6
39093,2013-009H,PSLV R/B,737.1
39132,2013-015C,DOVE 2,359.3
39133,2013-015D,AIST 2,496.9
39150,2013-018A,GAOFEN 1,647.5
39151,2013-018B,NEE 01 PEGASUS,595.1
39152,2013-018C,TURKSAT 3U,586.8
39153,2013-018D,CUBEBUG 1,584.1
39154,2013-018E,CZ-2D R/B,632.0
39159,2013-021A,PROBA V,820.4
39160,2013-021B,VNREDSAT 1,684.5
39161,2013-021C,ESTCUBE 1,632.9
39177,2013-028A,COSMOS 2486,712.8
39197,2013-033A,IRIS,618.6
39198,2013-033B,PEGASUS R/B,617.5
39202,2013-035A,SJ-11-05,684.9
39203,2013-035B,CZ-2C R/B,710.5
39208,2013-037A,SHIYAN-7 (SY-7),661.3
39209,2013-037B,CHUANGXIN-3 (CX-3),654.1
39210,2013-037C,SHIJIAN-15 (SJ-15),663.8
39211,2013-037D,CZ-4C R/B,464.8
39227,2013-042A,KOMPSAT 5,560.1
39255,2013-049C,EPSILON R/B,895.3
39260,2013-052A,FENGYUN 3C,847.0
